Player/Position/Team/Season,Player,Position,Team,Season ,Game Strength State,Player (Original),GP,Season,TOI,TOI%,TOI% QoC,TOI% QoT
CAM FOWLERDANA20-21,Cam Fowler,D,ANA,20-21,Power Play,CAM FOWLER,56,20202021,97.1,44.65%,37.66%,40.34%
ALEX GOLIGOSKIDARI20-21,Alex Goligoski,D,ARI,20-21,Power Play,ALEX GOLIGOSKI,56,20202021,53.81666667,18.17%,33.79%,46.12%
JAKOB CHYCHRUNDARI20-21,Jakob Chychrun,D,ARI,20-21,Power Play,JAKOB CHYCHRUN,56,20202021,152.2666667,51.42%,37.39%,47.37%
RASMUS DAHLINDBUF20-21,Rasmus Dahlin,D,BUF,20-21,Power Play,RASMUS DAHLIN,56,20202021,168.0333333,70.04%,39.92%,60.24%
SETH JONESDCBJ20-21,Seth Jones,D,CBJ,20-21,Power Play,SETH JONES,56,20202021,108.5166667,55.86%,40.07%,47.36%
CHRIS TANEVDCGY20-21,Chris Tanev,D,CGY,20-21,Power Play,CHRIS TANEV,56,20202021,11.35,3.97%,34.60%,34.73%
MARK GIORDANODCGY20-21,Mark Giordano,D,CGY,20-21,Power Play,MARK GIORDANO,56,20202021,128.35,44.88%,40.98%,45.98%
RASMUS ANDERSSONDCGY20-21,Rasmus Andersson,D,CGY,20-21,Power Play,RASMUS ANDERSSON,56,20202021,149.3666667,52.22%,42.50%,51.22%
ESA LINDELLDDAL20-21,Esa Lindell,D,DAL,20-21,Power Play,ESA LINDELL,56,20202021,65.75,25.06%,36.28%,36.63%
JAMIE OLEKSIAKDDAL20-21,Jamie Oleksiak,D,DAL,20-21,Power Play,JAMIE OLEKSIAK,56,20202021,7.883333333,3.00%,34.26%,28.29%
FILIP HRONEKDDET20-21,Filip Hronek,D,DET,20-21,Power Play,FILIP HRONEK,56,20202021,139.3666667,53.37%,39.44%,43.83%
MARC STAALDDET20-21,Marc Staal,D,DET,20-21,Power Play,MARC STAAL,56,20202021,5.366666667,2.06%,35.95%,33.71%
DARNELL NURSEDEDM20-21,Darnell Nurse,D,EDM,20-21,Power Play,DARNELL NURSE,56,20202021,77.21666667,29.00%,39.66%,52.73%
TYSON BARRIEDEDM20-21,Tyson Barrie,D,EDM,20-21,Power Play,TYSON BARRIE,56,20202021,191.6333333,71.96%,43.29%,73.69%
KEITH YANDLEDFLA20-21,Keith Yandle,D,FLA,20-21,Power Play,KEITH YANDLE,56,20202021,244.9,76.93%,39.53%,59.96%
DREW DOUGHTYDL.A20-21,Drew Doughty,D,L.A,20-21,Power Play,DREW DOUGHTY,56,20202021,181.75,64.73%,38.52%,53.93%
RYAN SUTERDMIN20-21,Ryan Suter,D,MIN,20-21,Power Play,RYAN SUTER,56,20202021,133.0833333,45.53%,35.81%,39.87%
DAMON SEVERSONDN.J20-21,Damon Severson,D,N.J,20-21,Power Play,DAMON SEVERSON,56,20202021,101.0333333,38.18%,37.59%,38.27%
ADAM PELECHDNYI20-21,Adam Pelech,D,NYI,20-21,Power Play,ADAM PELECH,56,20202021,7.85,3.15%,34.29%,35.40%
NICK LEDDYDNYI20-21,Nick Leddy,D,NYI,20-21,Power Play,NICK LEDDY,56,20202021,123.9333333,49.69%,38.18%,43.12%
RYAN PULOCKDNYI20-21,Ryan Pulock,D,NYI,20-21,Power Play,RYAN PULOCK,56,20202021,104.9333333,42.07%,38.61%,45.29%
SCOTT MAYFIELDDNYI20-21,Scott Mayfield,D,NYI,20-21,Power Play,SCOTT MAYFIELD,56,20202021,5.633333333,2.26%,31.13%,33.14%
IVAN PROVOROVDPHI20-21,Ivan Provorov,D,PHI,20-21,Power Play,IVAN PROVOROV,56,20202021,133.55,47.10%,38.96%,45.14%
BRENT BURNSDS.J20-21,Brent Burns,D,S.J,20-21,Power Play,BRENT BURNS,56,20202021,145.3,56.22%,37.35%,46.97%
MARIO FERRARODS.J20-21,Mario Ferraro,D,S.J,20-21,Power Play,MARIO FERRARO,56,20202021,58.81666667,22.76%,33.96%,37.72%
JUSTIN FAULKDSTL20-21,Justin Faulk,D,STL,20-21,Power Play,JUSTIN FAULK,56,20202021,49.06666667,20.35%,35.51%,43.39%
MIKHAIL SERGACHEVDT.B20-21,Mikhail Sergachev,D,T.B,20-21,Power Play,MIKHAIL SERGACHEV,56,20202021,114.2833333,39.80%,36.60%,38.41%
TJ BRODIEDTOR20-21,Tj Brodie,D,TOR,20-21,Power Play,TJ BRODIE,56,20202021,38.81666667,15.52%,38.38%,41.29%
QUINN HUGHESDVAN20-21,Quinn Hughes,D,VAN,20-21,Power Play,QUINN HUGHES,56,20202021,201.8333333,77.11%,41.96%,65.55%
DEREK FORBORTDWPG20-21,Derek Forbort,D,WPG,20-21,Power Play,DEREK FORBORT,56,20202021,6.733333333,2.46%,31.95%,40.67%
JOSH MORRISSEYDWPG20-21,Josh Morrissey,D,WPG,20-21,Power Play,JOSH MORRISSEY,56,20202021,161.2666667,59.01%,41.90%,56.46%
CHASE DE LEOFANA20-21,Chase De Leo,F,ANA,20-21,Power Play,CHASE DE LEO,1,20202021,0.1,4.38%,24.59%,20.24%
MATTHEW PHILLIPSFCGY20-21,Matthew Phillips,F,CGY,20-21,Power Play,MATTHEW PHILLIPS,1,20202021,1.883333333,60.75%,30.27%,35.44%
BRANDON PIRRIFCHI20-21,Brandon Pirri,F,CHI,20-21,Power Play,BRANDON PIRRI,1,20202021,0.9,14.52%,31.99%,30.20%
ARTHUR KALIYEVFL.A20-21,Arthur Kaliyev,F,L.A,20-21,Power Play,ARTHUR KALIYEV,1,20202021,0.9,45.00%,39.02%,28.71%
MARTIN FRKFL.A20-21,Martin Frk,F,L.A,20-21,Power Play,MARTIN FRK,1,20202021,0.55,23.57%,23.95%,28.71%
JESSE YLONENFMTL20-21,Jesse Ylonen,F,MTL,20-21,Power Play,JESSE YLONEN,1,20202021,1.3,65.00%,41.43%,28.47%
SEAN MALONEFNSH20-21,Sean Malone,F,NSH,20-21,Power Play,SEAN MALONE,1,20202021,0.383333333,5.24%,41.12%,37.35%
LOGAN BROWNFOTT20-21,Logan Brown,F,OTT,20-21,Power Play,LOGAN BROWN,1,20202021,3.95,52.55%,33.97%,33.63%
DAVID KASEFPHI20-21,David Kase,F,PHI,20-21,Power Play,DAVID KASE,1,20202021,1.883333333,21.94%,32.69%,42.00%
JOSH CURRIEFPIT20-21,Josh Currie,F,PIT,20-21,Power Play,JOSH CURRIE,1,20202021,1.066666667,20.65%,37.28%,27.65%
DANIEL WALCOTTFT.B20-21,Daniel Walcott,F,T.B,20-21,Power Play,DANIEL WALCOTT,1,20202021,0.183333333,2.23%,33.98%,2.09%
GARRETT PILONFWSH20-21,Garrett Pilon,F,WSH,20-21,Power Play,GARRETT PILON,1,20202021,0.866666667,20.39%,35.72%,20.65%
ALEX BELZILEFMTL20-21,Alex Belzile,F,MTL,20-21,Power Play,ALEX BELZILE,2,20202021,1.3,16.25%,41.43%,40.66%
TIMOTHY GETTINGERFNYR20-21,Timothy Gettinger,F,NYR,20-21,Power Play,TIMOTHY GETTINGER,2,20202021,0.7,16.28%,29.30%,16.93%
MORGAN FROSTFPHI20-21,Morgan Frost,F,PHI,20-21,Power Play,MORGAN FROST,2,20202021,1.566666667,26.26%,39.55%,47.45%
ONDREJ KASEFBOS20-21,Ondrej Kase,F,BOS,20-21,Power Play,ONDREJ KASE,3,20202021,1.05,7.05%,35.48%,40.05%
OSKAR STEENFBOS20-21,Oskar Steen,F,BOS,20-21,Power Play,OSKAR STEEN,3,20202021,1.65,8.64%,44.08%,25.86%
ADAM RUZICKAFCGY20-21,Adam Ruzicka,F,CGY,20-21,Power Play,ADAM RUZICKA,3,20202021,4.633333333,23.92%,28.28%,22.49%
TYLER SEGUINFDAL20-21,Tyler Seguin,F,DAL,20-21,Power Play,TYLER SEGUIN,3,20202021,3.566666667,40.45%,37.05%,40.13%
GERALD MAYHEWFMIN20-21,Gerald Mayhew,F,MIN,20-21,Power Play,GERALD MAYHEW,4,20202021,4.883333333,20.82%,29.01%,30.34%
AUSTIN CZARNIKFNYI20-21,Austin Czarnik,F,NYI,20-21,Power Play,AUSTIN CZARNIK,4,20202021,6.55,26.63%,33.05%,46.72%
JACKSON CATESFPHI20-21,Jackson Cates,F,PHI,20-21,Power Play,JACKSON CATES,4,20202021,0.2,1.76%,15.87%,14.86%
ANTTI SUOMELAFS.J20-21,Antti Suomela,F,S.J,20-21,Power Play,ANTTI SUOMELA,4,20202021,0.25,1.91%,27.17%,53.47%
IVAN CHEKHOVICHFS.J20-21,Ivan Chekhovich,F,S.J,20-21,Power Play,IVAN CHEKHOVICH,4,20202021,0.85,4.47%,37.25%,43.54%
PEYTON KREBSFVGK20-21,Peyton Krebs,F,VGK,20-21,Power Play,PEYTON KREBS,4,20202021,3.116666667,13.80%,34.93%,49.76%
VINNI LETTIERIFANA20-21,Vinni Lettieri,F,ANA,20-21,Power Play,VINNI LETTIERI,5,20202021,9.3,45.00%,40.38%,47.43%
JOE VELENOFDET20-21,Joe Veleno,F,DET,20-21,Power Play,JOE VELENO,5,20202021,7.966666667,40.92%,38.46%,43.50%
JONNY BRODZINSKIFNYR20-21,Jonny Brodzinski,F,NYR,20-21,Power Play,JONNY BRODZINSKI,5,20202021,1.616666667,6.92%,25.39%,17.23%
MORGAN BARRONFNYR20-21,Morgan Barron,F,NYR,20-21,Power Play,MORGAN BARRON,5,20202021,0.816666667,4.31%,35.26%,18.00%
MATTHEW PECAFOTT20-21,Matthew Peca,F,OTT,20-21,Power Play,MATTHEW PECA,5,20202021,0.383333333,2.08%,23.92%,10.68%
JOACHIM BLICHFELDFS.J20-21,Joachim Blichfeld,F,S.J,20-21,Power Play,JOACHIM BLICHFELD,5,20202021,5.616666667,28.01%,41.39%,44.32%
MICHAEL SGARBOSSAFWSH20-21,Michael Sgarbossa,F,WSH,20-21,Power Play,MICHAEL SGARBOSSA,5,20202021,6.733333333,26.60%,36.77%,29.71%
SONNY MILANOFANA20-21,Sonny Milano,F,ANA,20-21,Power Play,SONNY MILANO,6,20202021,6.583333333,27.15%,32.39%,37.65%
JOSHUA DUNNEFCBJ20-21,Joshua Dunne,F,CBJ,20-21,Power Play,JOSHUA DUNNE,6,20202021,0.5,4.64%,21.54%,6.48%
ALEX NEWHOOKFCOL20-21,Alex Newhook,F,COL,20-21,Power Play,ALEX NEWHOOK,6,20202021,6.016666667,22.00%,30.72%,28.35%
TARO HIROSEFDET20-21,Taro Hirose,F,DET,20-21,Power Play,TARO HIROSE,6,20202021,22.36666667,49.14%,41.69%,45.86%
QUINTON BYFIELDFL.A20-21,Quinton Byfield,F,L.A,20-21,Power Play,QUINTON BYFIELD,6,20202021,8.216666667,43.51%,29.13%,42.28%
NOLAN FOOTEFN.J20-21,Nolan Foote,F,N.J,20-21,Power Play,NOLAN FOOTE,6,20202021,0.366666667,1.98%,39.54%,22.36%
MICHAEL MCCARRONFNSH20-21,Michael Mccarron,F,NSH,20-21,Power Play,MICHAEL MCCARRON,6,20202021,4.583333333,15.33%,40.51%,49.86%
NICHOLAS ROBERTSONFTOR20-21,Nicholas Robertson,F,TOR,20-21,Power Play,NICHOLAS ROBERTSON,6,20202021,4.433333333,13.80%,39.11%,27.82%
GLENN GAWDINFCGY20-21,Glenn Gawdin,F,CGY,20-21,Power Play,GLENN GAWDIN,7,20202021,1.383333333,4.01%,37.03%,12.66%
JAYSON MEGNAFCOL20-21,Jayson Megna,F,COL,20-21,Power Play,JAYSON MEGNA,7,20202021,0.933333333,3.19%,27.46%,32.99%
GRIGORI DENISENKOFFLA20-21,Grigori Denisenko,F,FLA,20-21,Power Play,GRIGORI DENISENKO,7,20202021,1.166666667,2.51%,18.77%,23.67%
RASMUS KUPARIFL.A20-21,Rasmus Kupari,F,L.A,20-21,Power Play,RASMUS KUPARI,7,20202021,5.8,19.61%,32.49%,22.13%
TYCE THOMPSONFN.J20-21,Tyce Thompson,F,N.J,20-21,Power Play,TYCE THOMPSON,7,20202021,1.15,4.45%,35.96%,18.85%
NIC PETANFTOR20-21,Nic Petan,F,TOR,20-21,Power Play,NIC PETAN,7,20202021,5.25,13.57%,41.12%,42.03%
KOLE LINDFVAN20-21,Kole Lind,F,VAN,20-21,Power Play,KOLE LIND,7,20202021,7.116666667,20.67%,35.45%,32.58%
MIKE HARDMANFCHI20-21,Mike Hardman,F,CHI,20-21,Power Play,MIKE HARDMAN,8,20202021,0.866666667,1.87%,34.01%,24.64%
RADIM ZOHORNAFPIT20-21,Radim Zohorna,F,PIT,20-21,Power Play,RADIM ZOHORNA,8,20202021,7.4,21.03%,37.30%,31.49%
TYLER BERTUZZIFDET20-21,Tyler Bertuzzi,F,DET,20-21,Power Play,TYLER BERTUZZI,9,20202021,31.36666667,57.10%,41.62%,46.16%
JOAKIM NYGARDFEDM20-21,Joakim Nygard,F,EDM,20-21,Power Play,JOAKIM NYGARD,9,20202021,1.2,2.12%,39.91%,15.04%
ALEKSI HEPONIEMIFFLA20-21,Aleksi Heponiemi,F,FLA,20-21,Power Play,ALEKSI HEPONIEMI,9,20202021,1.466666667,2.53%,18.74%,19.46%
RYAN MCLEODFEDM20-21,Ryan Mcleod,F,EDM,20-21,Power Play,RYAN MCLEOD,10,20202021,6.683333333,19.27%,35.36%,26.67%
COLE CAUFIELDFMTL20-21,Cole Caufield,F,MTL,20-21,Power Play,COLE CAUFIELD,10,20202021,15.78333333,36.01%,38.52%,37.08%
REM PITLICKFNSH20-21,Rem Pitlick,F,NSH,20-21,Power Play,REM PITLICK,10,20202021,7.983333333,15.24%,32.69%,34.72%
DREW O'CONNORFPIT20-21,Drew O'connor,F,PIT,20-21,Power Play,DREW O'CONNOR,10,20202021,13.03333333,23.20%,38.11%,35.22%
DOMINIK SIMONFCGY20-21,Dominik Simon,F,CGY,20-21,Power Play,DOMINIK SIMON,11,20202021,2,2.74%,26.61%,16.84%
ALEX RADULOVFDAL20-21,Alex Radulov,F,DAL,20-21,Power Play,ALEX RADULOV,11,20202021,37.41666667,57.85%,39.64%,53.75%
ADAM BROOKSFTOR20-21,Adam Brooks,F,TOR,20-21,Power Play,ADAM BROOKS,11,20202021,1.483333333,3.52%,32.03%,23.05%
JOEL L'ESPERANCEFDAL20-21,Joel L'esperance,F,DAL,20-21,Power Play,JOEL L'ESPERANCE,12,20202021,10.2,21.15%,39.13%,37.64%
SHANE PINTOFOTT20-21,Shane Pinto,F,OTT,20-21,Power Play,SHANE PINTO,12,20202021,6.116666667,9.63%,36.85%,29.82%
SAM CARRICKFANA20-21,Sam Carrick,F,ANA,20-21,Power Play,SAM CARRICK,13,20202021,9.283333333,23.47%,35.00%,35.87%
MATT LUFFFL.A20-21,Matt Luff,F,L.A,20-21,Power Play,MATT LUFF,13,20202021,2.183333333,3.06%,34.50%,25.93%
JACOB DE LA ROSEFSTL20-21,Jacob De La,F,STL,20-21,Power Play,JACOB DE LA ROSE,13,20202021,0.983333333,1.88%,28.01%,22.09%
BARRETT HAYTONFARI20-21,Barrett Hayton,F,ARI,20-21,Power Play,BARRETT HAYTON,14,20202021,31.51666667,37.63%,38.42%,44.05%
ANDREW SHAWFCHI20-21,Andrew Shaw,F,CHI,20-21,Power Play,ANDREW SHAW,14,20202021,52.48333333,68.71%,40.25%,59.71%
KIEFFER BELLOWSFNYI20-21,Kieffer Bellows,F,NYI,20-21,Power Play,KIEFFER BELLOWS,14,20202021,10.65,12.04%,37.35%,45.02%
WADE ALLISONFPHI20-21,Wade Allison,F,PHI,20-21,Power Play,WADE ALLISON,14,20202021,23.78333333,37.97%,39.09%,47.75%
TYLER GRAOVACFVAN20-21,Tyler Graovac,F,VAN,20-21,Power Play,TYLER GRAOVAC,14,20202021,4.6,7.68%,31.28%,28.51%
DAVID BACKESFANA20-21,David Backes,F,ANA,20-21,Power Play,DAVID BACKES,15,20202021,4.4,7.43%,32.91%,41.46%
LANE PEDERSONFARI20-21,Lane Pederson,F,ARI,20-21,Power Play,LANE PEDERSON,15,20202021,16.35,28.64%,40.05%,50.98%
ALEX BARRE-BOULETFT.B20-21,Alex Barre-boulet,F,T.B,20-21,Power Play,ALEX BARRE-BOULET,15,20202021,40.91666667,51.99%,38.84%,53.12%
RYAN MACINNISFCBJ20-21,Ryan Macinnis,F,CBJ,20-21,Power Play,RYAN MACINNIS,16,20202021,0.9,2.11%,22.75%,11.27%
GIVANI SMITHFDET20-21,Givani Smith,F,DET,20-21,Power Play,GIVANI SMITH,16,20202021,12,14.44%,37.26%,40.47%
ARTTU RUOTSALAINENFBUF20-21,Arttu Ruotsalainen,F,BUF,20-21,Power Play,ARTTU RUOTSALAINEN,17,20202021,18.86666667,24.60%,36.91%,30.68%
STEFAN MATTEAUFCBJ20-21,Stefan Matteau,F,CBJ,20-21,Power Play,STEFAN MATTEAU,18,20202021,2.816666667,5.90%,22.81%,26.79%
KIRBY DACHFCHI20-21,Kirby Dach,F,CHI,20-21,Power Play,KIRBY DACH,18,20202021,60.46666667,57.54%,39.32%,56.19%
MATT CALVERTFCOL20-21,Matt Calvert,F,COL,20-21,Power Play,MATT CALVERT,18,20202021,2.316666667,2.20%,32.98%,14.01%
ARTEM ANISIMOVFOTT20-21,Artem Anisimov,F,OTT,20-21,Power Play,ARTEM ANISIMOV,19,20202021,35.35,35.33%,38.29%,35.88%
ANTHONY ANGELLOFPIT20-21,Anthony Angello,F,PIT,20-21,Power Play,ANTHONY ANGELLO,19,20202021,15.33333333,19.11%,35.66%,31.72%
FREDERICK GAUDREAUFPIT20-21,Frederick Gaudreau,F,PIT,20-21,Power Play,FREDERICK GAUDREAU,19,20202021,3.05,3.90%,28.65%,31.21%
JACK STUDNICKAFBOS20-21,Jack Studnicka,F,BOS,20-21,Power Play,JACK STUDNICKA,20,20202021,9.25,10.44%,37.18%,29.43%
EMIL BEMSTROMFCBJ20-21,Emil Bemstrom,F,CBJ,20-21,Power Play,EMIL BEMSTROM,20,20202021,17.95,23.85%,40.43%,39.19%
LUCAS WALLMARKFCHI/FLA20-21,Lucas Wallmark,F,CHI/FLA,20-21,Power Play,LUCAS WALLMARK,20,20202021,6.216666667,5.94%,32.68%,37.73%
VITALI KRAVTSOVFNYR20-21,Vitali Kravtsov,F,NYR,20-21,Power Play,VITALI KRAVTSOV,20,20202021,4,5.04%,29.73%,23.13%
DEREK STEPANFOTT20-21,Derek Stepan,F,OTT,20-21,Power Play,DEREK STEPAN,20,20202021,42.66666667,35.83%,39.82%,40.78%
MICHAEL BUNTINGFARI20-21,Michael Bunting,F,ARI,20-21,Power Play,MICHAEL BUNTING,21,20202021,39.88333333,44.96%,34.12%,42.69%
JACK EICHELFBUF20-21,Jack Eichel,F,BUF,20-21,Power Play,JACK EICHEL,21,20202021,72.36666667,76.61%,39.08%,64.15%
TEUVO TERAVAINENFCAR20-21,Teuvo Teravainen,F,CAR,20-21,Power Play,TEUVO TERAVAINEN,21,20202021,35.15,41.97%,38.32%,52.11%
EVGENY SVECHNIKOVFDET20-21,Evgeny Svechnikov,F,DET,20-21,Power Play,EVGENY SVECHNIKOV,21,20202021,28.86666667,36.79%,37.76%,39.62%
NICO HISCHIERFN.J20-21,Nico Hischier,F,N.J,20-21,Power Play,NICO HISCHIER,21,20202021,58.91666667,63.10%,40.55%,47.29%
ALEX BARABANOVFTOR/S.J20-21,Alex Barabanov,F,TOR/S.J,20-21,Power Play,ALEX BARABANOV,22,20202021,29.56666667,27.59%,39.02%,54.76%
LIAS ANDERSSONFL.A20-21,Lias Andersson,F,L.A,20-21,Power Play,LIAS ANDERSSON,23,20202021,5.45,4.55%,33.65%,26.15%
TREVOR ZEGRASFANA20-21,Trevor Zegras,F,ANA,20-21,Power Play,TREVOR ZEGRAS,24,20202021,48.93333333,55.88%,39.71%,46.11%
NICK CAAMANOFDAL20-21,Nick Caamano,F,DAL,20-21,Power Play,NICK CAAMANO,24,20202021,3.216666667,2.24%,37.01%,18.38%
VLADIMIR TARASENKOFSTL20-21,Vladimir Tarasenko,F,STL,20-21,Power Play,VLADIMIR TARASENKO,24,20202021,61.11666667,57.99%,41.62%,57.85%
TYLER MOTTEFVAN20-21,Tyler Motte,F,VAN,20-21,Power Play,TYLER MOTTE,24,20202021,6.116666667,5.14%,36.94%,41.19%
MICHAEL AMADIOFL.A/OTT20-21,Michael Amadio,F,L.A/OTT,20-21,Power Play,MICHAEL AMADIO,25,20202021,32.61666667,23.77%,35.01%,33.22%
DRYDEN HUNTFARI20-21,Dryden Hunt,F,ARI,20-21,Power Play,DRYDEN HUNT,26,20202021,3.766666667,2.81%,30.98%,41.57%
VINNIE HINOSTROZAFCHI/FLA20-21,Vinnie Hinostroza,F,CHI/FLA,20-21,Power Play,VINNIE HINOSTROZA,26,20202021,6.833333333,4.74%,32.60%,28.87%
JOEL KIVIRANTAFDAL20-21,Joel Kiviranta,F,DAL,20-21,Power Play,JOEL KIVIRANTA,26,20202021,22.08333333,17.63%,34.57%,39.02%
TY DELLANDREAFDAL20-21,Ty Dellandrea,F,DAL,20-21,Power Play,TY DELLANDREA,26,20202021,36.38333333,26.58%,35.56%,39.11%
MATHIAS BROMEFDET20-21,Mathias Brome,F,DET,20-21,Power Play,MATHIAS BROME,26,20202021,32.21666667,24.04%,38.93%,42.01%
MICHAEL DAL COLLEFNYI20-21,Michael Dal Colle,F,NYI,20-21,Power Play,MICHAEL DAL COLLE,26,20202021,4.483333333,4.32%,35.57%,43.07%
ELIAS PETTERSSONFVAN20-21,Elias Pettersson,F,VAN,20-21,Power Play,ELIAS PETTERSSON,26,20202021,111.2166667,75.32%,42.36%,71.86%
JUSTIN DOWLINGFDAL20-21,Justin Dowling,F,DAL,20-21,Power Play,JUSTIN DOWLING,27,20202021,31.98333333,24.01%,36.02%,36.86%
KYLE TURRISFEDM20-21,Kyle Turris,F,EDM,20-21,Power Play,KYLE TURRIS,27,20202021,15.75,11.73%,36.42%,25.95%
ZACK KASSIANFEDM20-21,Zack Kassian,F,EDM,20-21,Power Play,ZACK KASSIAN,27,20202021,5.366666667,3.90%,37.11%,32.92%
NICHOLAS MERKLEYFN.J20-21,Nicholas Merkley,F,N.J,20-21,Power Play,NICHOLAS MERKLEY,27,20202021,17.38333333,12.64%,35.79%,43.28%
ANDERS LEEFNYI20-21,Anders Lee,F,NYI,20-21,Power Play,ANDERS LEE,27,20202021,66.3,51.79%,37.12%,46.40%
CODY GLASSFVGK20-21,Cody Glass,F,VGK,20-21,Power Play,CODY GLASS,27,20202021,62.7,48.91%,38.23%,50.76%
RHETT GARDNERFDAL20-21,Rhett Gardner,F,DAL,20-21,Power Play,RHETT GARDNER,28,20202021,2.1,2.18%,28.12%,17.16%
JESPER BOQVISTFN.J20-21,Jesper Boqvist,F,N.J,20-21,Power Play,JESPER BOQVIST,28,20202021,13.5,10.23%,38.16%,36.70%
MATT NIETOFS.J20-21,Matt Nieto,F,S.J,20-21,Power Play,MATT NIETO,28,20202021,3.35,2.60%,31.65%,31.72%
OSKAR SUNDQVISTFSTL20-21,Oskar Sundqvist,F,STL,20-21,Power Play,OSKAR SUNDQVIST,28,20202021,26.2,20.88%,37.05%,48.68%
FRANS NIELSENFDET20-21,Frans Nielsen,F,DET,20-21,Power Play,FRANS NIELSEN,29,20202021,3.483333333,2.40%,37.58%,23.93%
JAMES NEALFEDM20-21,James Neal,F,EDM,20-21,Power Play,JAMES NEAL,29,20202021,51.5,40.20%,41.55%,72.95%
MARCUS SORENSENFS.J20-21,Marcus Sorensen,F,S.J,20-21,Power Play,MARCUS SORENSEN,29,20202021,2.733333333,1.91%,31.86%,31.68%
ROBBY FABBRIFDET20-21,Robby Fabbri,F,DET,20-21,Power Play,ROBBY FABBRI,30,20202021,70.63333333,49.92%,38.35%,44.94%
TYLER ENNISFEDM20-21,Tyler Ennis,F,EDM,20-21,Power Play,TYLER ENNIS,30,20202021,8.55,6.17%,35.94%,24.72%
MATHIEU OLIVIERFNSH20-21,Mathieu Olivier,F,NSH,20-21,Power Play,MATHIEU OLIVIER,30,20202021,2.316666667,1.75%,33.68%,20.39%
JULIEN GAUTHIERFNYR20-21,Julien Gauthier,F,NYR,20-21,Power Play,JULIEN GAUTHIER,30,20202021,7.25,4.30%,33.44%,20.94%
NOAH GREGORFS.J20-21,Noah Gregor,F,S.J,20-21,Power Play,NOAH GREGOR,30,20202021,12.4,9.20%,34.64%,36.48%
ROSS COLTONFT.B20-21,Ross Colton,F,T.B,20-21,Power Play,ROSS COLTON,30,20202021,21.16666667,13.80%,32.60%,32.08%
BRETT CONNOLLYFFLA/CHI20-21,Brett Connolly,F,FLA/CHI,20-21,Power Play,BRETT CONNOLLY,31,20202021,25.83333333,16.51%,39.39%,43.90%
NIKITA GUSEVFN.J/FLA20-21,Nikita Gusev,F,N.J/FLA,20-21,Power Play,NIKITA GUSEV,31,20202021,78.35,48.09%,38.25%,49.85%
PHILLIP DI GIUSEPPEFNYR20-21,Phillip Di Giuseppe,F,NYR,20-21,Power Play,PHILLIP DI GIUSEPPE,31,20202021,4.216666667,2.64%,33.40%,12.39%
TYLER BOZAKFSTL20-21,Tyler Bozak,F,STL,20-21,Power Play,TYLER BOZAK,31,20202021,40.3,30.31%,34.89%,35.56%
KEVIN STENLUNDFCBJ20-21,Kevin Stenlund,F,CBJ,20-21,Power Play,KEVIN STENLUND,32,20202021,34.26666667,30.41%,37.81%,41.74%
MIKHAIL GRIGORENKOFCBJ20-21,Mikhail Grigorenko,F,CBJ,20-21,Power Play,MIKHAIL GRIGORENKO,32,20202021,25.1,23.63%,37.41%,38.15%
BRETT RITCHIEFCGY20-21,Brett Ritchie,F,CGY,20-21,Power Play,BRETT RITCHIE,32,20202021,5.45,3.53%,33.20%,18.15%
BRANDON TANEVFPIT20-21,Brandon Tanev,F,PIT,20-21,Power Play,BRANDON TANEV,32,20202021,4.016666667,2.78%,34.61%,30.08%
BOBBY RYANFDET20-21,Bobby Ryan,F,DET,20-21,Power Play,BOBBY RYAN,33,20202021,90.78333333,54.49%,41.14%,48.15%
MASON MARCHMENTFFLA20-21,Mason Marchment,F,FLA,20-21,Power Play,MASON MARCHMENT,33,20202021,29.68333333,15.22%,35.27%,26.28%
MIKHAIL MALTSEVFN.J20-21,Mikhail Maltsev,F,N.J,20-21,Power Play,MIKHAIL MALTSEV,33,20202021,2.616666667,1.66%,32.57%,25.14%
LEO KOMAROVFNYI20-21,Leo Komarov,F,NYI,20-21,Power Play,LEO KOMAROV,33,20202021,4.3,3.28%,35.71%,33.74%
EVGENI MALKINFPIT20-21,Evgeni Malkin,F,PIT,20-21,Power Play,EVGENI MALKIN,33,20202021,103.0333333,65.82%,39.96%,64.01%
ROBERT THOMASFSTL20-21,Robert Thomas,F,STL,20-21,Power Play,ROBERT THOMAS,33,20202021,48.26666667,33.47%,34.16%,37.98%
GAETAN HAASFEDM20-21,Gaetan Haas,F,EDM,20-21,Power Play,GAETAN HAAS,34,20202021,7.966666667,5.08%,35.53%,28.93%
JARET ANDERSON-DOLANFL.A20-21,Jaret Anderson-dolan,F,L.A,20-21,Power Play,JARET ANDERSON-DOLAN,34,20202021,34.05,22.69%,32.56%,32.98%
MATT DUCHENEFNSH20-21,Matt Duchene,F,NSH,20-21,Power Play,MATT DUCHENE,34,20202021,78.88333333,44.35%,37.08%,44.82%
ALEX GALCHENYUKFTOR/OTT20-21,Alex Galchenyuk,F,TOR/OTT,20-21,Power Play,ALEX GALCHENYUK,34,20202021,32.45,20.13%,40.20%,38.68%
ZACK MACEWENFVAN20-21,Zack Macewen,F,VAN,20-21,Power Play,ZACK MACEWEN,34,20202021,4.316666667,2.89%,42.96%,29.29%
KYLE OKPOSOFBUF20-21,Kyle Okposo,F,BUF,20-21,Power Play,KYLE OKPOSO,35,20202021,20.51666667,14.43%,37.40%,32.20%
