Player/Position/Team/Season,Player,Position,Team,Season ,Game Strength State,Player (Original),GP,Season,TOI,TOI%,TOI% QoC,TOI% QoT
SHAYNE GOSTISBEHEREDPHI20-21,Shayne Gostisbehere,D,PHI,20-21,Even Strength,SHAYNE GOSTISBEHERE,41,20202021,683.8166667,33.54%,28.06%,27.11%
BRIAN DUMOULINDPIT20-21,Brian Dumoulin,D,PIT,20-21,Even Strength,BRIAN DUMOULIN,41,20202021,775.0833333,37.11%,28.76%,30.10%
ALEX PIETRANGELODVGK20-21,Alex Pietrangelo,D,VGK,20-21,Even Strength,ALEX PIETRANGELO,41,20202021,778.2666667,37.94%,29.25%,28.32%
BRAYDEN MCNABBDVGK20-21,Brayden Mcnabb,D,VGK,20-21,Even Strength,BRAYDEN MCNABB,41,20202021,670.9,32.95%,28.75%,27.79%
ILYA LYUBUSHKINDARI20-21,Ilya Lyubushkin,D,ARI,20-21,Even Strength,ILYA LYUBUSHKIN,42,20202021,649.3833333,31.13%,28.53%,27.25%
JAKUB ZBORILDBOS20-21,Jakub Zboril,D,BOS,20-21,Even Strength,JAKUB ZBORIL,42,20202021,663.95,31.92%,28.35%,27.14%
JAKE BEANDCAR20-21,Jake Bean,D,CAR,20-21,Even Strength,JAKE BEAN,42,20202021,549.7,25.93%,27.62%,26.37%
JORDAN OESTERLEDARI20-21,Jordan Oesterle,D,ARI,20-21,Even Strength,JORDAN OESTERLE,43,20202021,639.5166667,30.33%,28.38%,26.63%
ETHAN BEARDEDM20-21,Ethan Bear,D,EDM,20-21,Even Strength,ETHAN BEAR,43,20202021,661.8666667,30.47%,28.90%,27.73%
GUSTAV FORSLINGDFLA20-21,Gustav Forsling,D,FLA,20-21,Even Strength,GUSTAV FORSLING,43,20202021,712.8833333,34.24%,29.00%,27.79%
VINCE DUNNDSTL20-21,Vince Dunn,D,STL,20-21,Even Strength,VINCE DUNN,43,20202021,737,34.63%,28.44%,27.24%
CONNOR CLIFTONDBOS20-21,Connor Clifton,D,BOS,20-21,Even Strength,CONNOR CLIFTON,44,20202021,734.6666667,33.86%,28.17%,26.61%
CALVIN DE HAANDCHI20-21,Calvin De Haan,D,CHI,20-21,Even Strength,CALVIN DE HAAN,44,20202021,715.7666667,32.37%,28.74%,27.32%
CALE MAKARDCOL20-21,Cale Makar,D,COL,20-21,Even Strength,CALE MAKAR,44,20202021,823.6666667,39.27%,29.12%,30.05%
TROY STECHERDDET20-21,Troy Stecher,D,DET,20-21,Even Strength,TROY STECHER,44,20202021,721.6666667,32.69%,28.46%,27.31%
MATT ROYDL.A20-21,Matt Roy,D,L.A,20-21,Even Strength,MATT ROY,44,20202021,725.5,33.55%,28.59%,26.79%
P.K. SUBBANDN.J20-21,P.k. Subban,D,N.J,20-21,Even Strength,P.K. SUBBAN,44,20202021,798.3,36.38%,28.79%,27.17%
LIBOR HAJEKDNYR20-21,Libor Hajek,D,NYR,20-21,Even Strength,LIBOR HAJEK,44,20202021,634.8166667,29.19%,28.00%,26.19%
PHILIPPE MYERSDPHI20-21,Philippe Myers,D,PHI,20-21,Even Strength,PHILIPPE MYERS,44,20202021,751.3333333,34.21%,28.42%,27.58%
MIKE MATHESONDPIT20-21,Mike Matheson,D,PIT,20-21,Even Strength,MIKE MATHESON,44,20202021,765.8833333,34.35%,28.48%,27.09%
ERIK GUDBRANSONDOTT/NSH20-21,Erik Gudbranson,D,OTT/NSH,20-21,Even Strength,ERIK GUDBRANSON,45,20202021,690.9,30.96%,28.42%,26.79%
ZACH BOGOSIANDTOR20-21,Zach Bogosian,D,TOR,20-21,Even Strength,ZACH BOGOSIAN,45,20202021,578.85,25.61%,28.18%,26.15%
JACOB LARSSONDANA20-21,Jacob Larsson,D,ANA,20-21,Even Strength,JACOB LARSSON,46,20202021,705.8833333,30.17%,28.34%,26.92%
OLIVER EKMAN-LARSSONDARI20-21,Oliver Ekman-larsson,D,ARI,20-21,Even Strength,OLIVER EKMAN-LARSSON,46,20202021,754.45,32.96%,28.57%,26.91%
HENRI JOKIHARJUDBUF20-21,Henri Jokiharju,D,BUF,20-21,Even Strength,HENRI JOKIHARJU,46,20202021,780.85,33.21%,28.74%,27.12%
ANDREJ SEKERADDAL20-21,Andrej Sekera,D,DAL,20-21,Even Strength,ANDREJ SEKERA,46,20202021,591.8333333,25.17%,27.97%,25.47%
BRETT KULAKDMTL20-21,Brett Kulak,D,MTL,20-21,Even Strength,BRETT KULAK,46,20202021,733.1166667,31.58%,28.48%,26.99%
NOAH DOBSONDNYI20-21,Noah Dobson,D,NYI,20-21,Even Strength,NOAH DOBSON,46,20202021,658.2833333,27.78%,27.57%,26.99%
ERIK CERNAKDT.B20-21,Erik Cernak,D,T.B,20-21,Even Strength,ERIK CERNAK,46,20202021,749.3333333,33.72%,28.91%,28.59%
JUSTIN SCHULTZDWSH20-21,Justin Schultz,D,WSH,20-21,Even Strength,JUSTIN SCHULTZ,46,20202021,790.2166667,34.36%,28.59%,28.06%
HAYDN FLEURYDCAR/ANA20-21,Haydn Fleury,D,CAR/ANA,20-21,Even Strength,HAYDN FLEURY,47,20202021,655.6166667,27.97%,28.14%,26.21%
NOAH HANIFINDCGY20-21,Noah Hanifin,D,CGY,20-21,Even Strength,NOAH HANIFIN,47,20202021,860.7333333,37.58%,29.62%,28.30%
DANNY DEKEYSERDDET20-21,Danny Dekeyser,D,DET,20-21,Even Strength,DANNY DEKEYSER,47,20202021,744.7666667,31.43%,28.65%,27.35%
SEAN WALKERDL.A20-21,Sean Walker,D,L.A,20-21,Even Strength,SEAN WALKER,47,20202021,702.25,30.40%,28.22%,25.96%
ARTEM ZUBDOTT20-21,Artem Zub,D,OTT,20-21,Even Strength,ARTEM ZUB,47,20202021,753.35,32.17%,28.97%,27.09%
MARCUS PETTERSSONDPIT20-21,Marcus Pettersson,D,PIT,20-21,Even Strength,MARCUS PETTERSSON,47,20202021,723.0166667,30.48%,28.33%,26.89%
COLIN MILLERDBUF20-21,Colin Miller,D,BUF,20-21,Even Strength,COLIN MILLER,48,20202021,764.3833333,31.04%,28.44%,27.27%
SAMUEL GIRARDDCOL20-21,Samuel Girard,D,COL,20-21,Even Strength,SAMUEL GIRARD,48,20202021,927.7333333,40.27%,28.72%,28.36%
SHEA WEBERDMTL20-21,Shea Weber,D,MTL,20-21,Even Strength,SHEA WEBER,48,20202021,811.7833333,33.60%,29.76%,28.00%
RYAN MURRAYDN.J20-21,Ryan Murray,D,N.J,20-21,Even Strength,RYAN MURRAY,48,20202021,795.85,32.97%,28.68%,27.17%
TY SMITHDN.J20-21,Ty Smith,D,N.J,20-21,Even Strength,TY SMITH,48,20202021,813.4333333,33.88%,28.24%,27.42%
DMITRY KULIKOVDN.J/EDM20-21,Dmitry Kulikov,D,N.J/EDM,20-21,Even Strength,DMITRY KULIKOV,48,20202021,793.9166667,32.99%,28.57%,27.47%
MATTIAS EKHOLMDNSH20-21,Mattias Ekholm,D,NSH,20-21,Even Strength,MATTIAS EKHOLM,48,20202021,870.1666667,36.07%,28.83%,27.35%
ROMAN JOSIDNSH20-21,Roman Josi,D,NSH,20-21,Even Strength,ROMAN JOSI,48,20202021,969.1833333,40.32%,28.87%,27.54%
BRENDAN SMITHDNYR20-21,Brendan Smith,D,NYR,20-21,Even Strength,BRENDAN SMITH,48,20202021,710.7166667,30.06%,28.08%,26.74%
RASMUS RISTOLAINENDBUF20-21,Rasmus Ristolainen,D,BUF,20-21,Even Strength,RASMUS RISTOLAINEN,49,20202021,869.5,34.55%,28.70%,26.67%
JUUSO VALIMAKIDCGY20-21,Juuso Valimaki,D,CGY,20-21,Even Strength,JUUSO VALIMAKI,49,20202021,670.7166667,28.43%,28.27%,26.41%
JON MERRILLDDET/MTL20-21,Jon Merrill,D,DET/MTL,20-21,Even Strength,JON MERRILL,49,20202021,802.3166667,32.41%,28.40%,27.00%
THOMAS CHABOTDOTT20-21,Thomas Chabot,D,OTT,20-21,Even Strength,THOMAS CHABOT,49,20202021,1072.75,44.55%,29.46%,28.37%
MARCO SCANDELLADSTL20-21,Marco Scandella,D,STL,20-21,Even Strength,MARCO SCANDELLA,49,20202021,841.85,33.89%,29.00%,28.13%
BRANDON MONTOURDBUF/FLA20-21,Brandon Montour,D,BUF/FLA,20-21,Even Strength,BRANDON MONTOUR,50,20202021,896.1666667,35.41%,28.52%,26.79%
CONNOR MURPHYDCHI20-21,Connor Murphy,D,CHI,20-21,Even Strength,CONNOR MURPHY,50,20202021,946.3166667,37.94%,28.93%,27.73%
CARSON SOUCYDMIN20-21,Carson Soucy,D,MIN,20-21,Even Strength,CARSON SOUCY,50,20202021,704.6666667,28.42%,28.39%,26.15%
RYAN MCDONAGHDT.B20-21,Ryan Mcdonagh,D,T.B,20-21,Even Strength,RYAN MCDONAGH,50,20202021,901.3833333,37.15%,28.82%,27.32%
CHARLIE MCAVOYDBOS20-21,Charlie Mcavoy,D,BOS,20-21,Even Strength,CHARLIE MCAVOY,51,20202021,974.3333333,38.05%,28.96%,27.21%
MATT DUMBADMIN20-21,Matt Dumba,D,MIN,20-21,Even Strength,MATT DUMBA,51,20202021,916.7166667,36.37%,29.06%,28.38%
RYAN LINDGRENDNYR20-21,Ryan Lindgren,D,NYR,20-21,Even Strength,RYAN LINDGREN,51,20202021,871.05,34.72%,29.00%,27.88%
MARC-EDOUARD VLASICDS.J20-21,Marc-edouard Vlasic,D,S.J,20-21,Even Strength,MARC-EDOUARD VLASIC,51,20202021,761.5666667,29.85%,28.32%,26.30%
TOREY KRUGDSTL20-21,Torey Krug,D,STL,20-21,Even Strength,TOREY KRUG,51,20202021,945.95,36.99%,29.09%,28.82%
TRAVIS DERMOTTDTOR20-21,Travis Dermott,D,TOR,20-21,Even Strength,TRAVIS DERMOTT,51,20202021,645.5333333,25.19%,28.10%,26.30%
ZACH WHITECLOUDDVGK20-21,Zach Whitecloud,D,VGK,20-21,Even Strength,ZACH WHITECLOUD,51,20202021,794.8166667,31.26%,28.13%,26.86%
DMITRY ORLOVDWSH20-21,Dmitry Orlov,D,WSH,20-21,Even Strength,DMITRY ORLOV,51,20202021,928.3,36.72%,28.65%,27.86%
BRADY SKJEIDCAR20-21,Brady Skjei,D,CAR,20-21,Even Strength,BRADY SKJEI,52,20202021,916.55,35.05%,28.58%,28.03%
JACCOB SLAVINDCAR20-21,Jaccob Slavin,D,CAR,20-21,Even Strength,JACCOB SLAVIN,52,20202021,1013.383333,38.73%,28.89%,27.99%
PATRIK NEMETHDDET/COL20-21,Patrik Nemeth,D,DET/COL,20-21,Even Strength,PATRIK NEMETH,52,20202021,798.9666667,31.33%,28.46%,26.97%
JOHN MARINODPIT20-21,John Marino,D,PIT,20-21,Even Strength,JOHN MARINO,52,20202021,902.2166667,34.05%,28.56%,26.87%
ERIK KARLSSONDS.J20-21,Erik Karlsson,D,S.J,20-21,Even Strength,ERIK KARLSSON,52,20202021,985.0666667,38.20%,28.74%,27.01%
ALEX EDLERDVAN20-21,Alex Edler,D,VAN,20-21,Even Strength,ALEX EDLER,52,20202021,868.9,33.83%,29.51%,27.79%
NICOLAS HAGUEDVGK20-21,Nicolas Hague,D,VGK,20-21,Even Strength,NICOLAS HAGUE,52,20202021,759.8333333,29.26%,27.97%,26.79%
DYLAN DEMELODWPG20-21,Dylan Demelo,D,WPG,20-21,Even Strength,DYLAN DEMELO,52,20202021,742.4833333,28.43%,28.02%,27.08%
JOHN CARLSONDWSH20-21,John Carlson,D,WSH,20-21,Even Strength,JOHN CARLSON,52,20202021,921.7666667,35.78%,28.82%,27.71%
MICHAEL DEL ZOTTODCBJ20-21,Michael Del Zotto,D,CBJ,20-21,Even Strength,MICHAEL DEL ZOTTO,53,20202021,854.8166667,30.86%,28.35%,26.98%
DEVON TOEWSDCOL20-21,Devon Toews,D,COL,20-21,Even Strength,DEVON TOEWS,53,20202021,1036.766667,40.43%,29.03%,29.11%
JOHN KLINGBERGDDAL20-21,John Klingberg,D,DAL,20-21,Even Strength,JOHN KLINGBERG,53,20202021,1004.083333,37.12%,28.67%,28.06%
JONAS BRODINDMIN20-21,Jonas Brodin,D,MIN,20-21,Even Strength,JONAS BRODIN,53,20202021,994.6666667,37.92%,29.23%,27.77%
MATT BENNINGDNSH20-21,Matt Benning,D,NSH,20-21,Even Strength,MATT BENNING,53,20202021,749.8,28.27%,28.48%,26.24%
K'ANDRE MILLERDNYR20-21,K'andre Miller,D,NYR,20-21,Even Strength,K'ANDRE MILLER,53,20202021,961.0666667,36.80%,28.58%,27.54%
JUSTIN BRAUNDPHI20-21,Justin Braun,D,PHI,20-21,Even Strength,JUSTIN BRAUN,53,20202021,841.7,31.61%,28.88%,27.95%
CODY CECIDPIT20-21,Cody Ceci,D,PIT,20-21,Even Strength,CODY CECI,53,20202021,836.6333333,31.05%,28.30%,26.79%
JAKE MUZZINDTOR20-21,Jake Muzzin,D,TOR,20-21,Even Strength,JAKE MUZZIN,53,20202021,951.1166667,35.64%,29.38%,28.64%
ALEC MARTINEZDVGK20-21,Alec Martinez,D,VGK,20-21,Even Strength,ALEC MARTINEZ,53,20202021,961.4666667,36.29%,29.21%,28.62%
SHEA THEODOREDVGK20-21,Shea Theodore,D,VGK,20-21,Even Strength,SHEA THEODORE,53,20202021,992.9666667,37.53%,29.24%,28.37%
NICK JENSENDWSH20-21,Nick Jensen,D,WSH,20-21,Even Strength,NICK JENSEN,53,20202021,759.9,28.81%,28.45%,26.72%
DAVID SAVARDDCBJ/T.B20-21,David Savard,D,CBJ/T.B,20-21,Even Strength,DAVID SAVARD,54,20202021,942.0166667,34.09%,28.69%,27.38%
DUNCAN KEITHDCHI20-21,Duncan Keith,D,CHI,20-21,Even Strength,DUNCAN KEITH,54,20202021,963.0333333,35.71%,28.72%,27.24%
RYAN GRAVESDCOL20-21,Ryan Graves,D,COL,20-21,Even Strength,RYAN GRAVES,54,20202021,831.0166667,31.86%,28.61%,27.42%
MACKENZIE WEEGARDFLA20-21,Mackenzie Weegar,D,FLA,20-21,Even Strength,MACKENZIE WEEGAR,54,20202021,994.7166667,37.67%,29.21%,28.14%
RADKO GUDASDFLA20-21,Radko Gudas,D,FLA,20-21,Even Strength,RADKO GUDAS,54,20202021,823.9666667,31.14%,28.27%,26.44%
MIKEY ANDERSONDL.A20-21,Mikey Anderson,D,L.A,20-21,Even Strength,MIKEY ANDERSON,54,20202021,1008.616667,37.77%,29.01%,29.06%
JARED SPURGEONDMIN20-21,Jared Spurgeon,D,MIN,20-21,Even Strength,JARED SPURGEON,54,20202021,905.0333333,33.92%,29.11%,27.86%
IAN COLEDMIN/COL20-21,Ian Cole,D,MIN/COL,20-21,Even Strength,IAN COLE,54,20202021,769.0833333,28.77%,28.38%,25.93%
ALEX ROMANOVDMTL20-21,Alex Romanov,D,MTL,20-21,Even Strength,ALEX ROMANOV,54,20202021,835.3,30.49%,28.11%,26.67%
VICTOR HEDMANDT.B20-21,Victor Hedman,D,T.B,20-21,Even Strength,VICTOR HEDMAN,54,20202021,1007.883333,38.33%,28.65%,27.06%
NATE SCHMIDTDVAN20-21,Nate Schmidt,D,VAN,20-21,Even Strength,NATE SCHMIDT,54,20202021,915.8,34.80%,29.38%,27.91%
NEAL PIONKDWPG20-21,Neal Pionk,D,WPG,20-21,Even Strength,NEAL PIONK,54,20202021,1003.55,37.29%,29.52%,28.71%
KEVIN SHATTENKIRKDANA20-21,Kevin Shattenkirk,D,ANA,20-21,Even Strength,KEVIN SHATTENKIRK,55,20202021,988.4,35.43%,28.54%,26.96%
BRETT PESCEDCAR20-21,Brett Pesce,D,CAR,20-21,Even Strength,BRETT PESCE,55,20202021,1015.316667,36.84%,28.68%,27.54%
DOUGIE HAMILTONDCAR20-21,Dougie Hamilton,D,CAR,20-21,Even Strength,DOUGIE HAMILTON,55,20202021,973.6166667,35.32%,28.84%,28.72%
VLADISLAV GAVRIKOVDCBJ20-21,Vladislav Gavrikov,D,CBJ,20-21,Even Strength,VLADISLAV GAVRIKOV,55,20202021,946.6666667,32.89%,28.74%,27.20%
NIKITA ZADOROVDCHI20-21,Nikita Zadorov,D,CHI,20-21,Even Strength,NIKITA ZADOROV,55,20202021,946.2166667,34.44%,28.73%,27.63%
MIRO HEISKANENDDAL20-21,Miro Heiskanen,D,DAL,20-21,Even Strength,MIRO HEISKANEN,55,20202021,1100.566667,39.14%,28.82%,28.04%
JEFF PETRYDMTL20-21,Jeff Petry,D,MTL,20-21,Even Strength,JEFF PETRY,55,20202021,986.6333333,35.49%,29.38%,27.45%
JOEL EDMUNDSONDMTL20-21,Joel Edmundson,D,MTL,20-21,Even Strength,JOEL EDMUNDSON,55,20202021,955.8166667,34.38%,29.43%,27.77%
ANDY GREENEDNYI20-21,Andy Greene,D,NYI,20-21,Even Strength,ANDY GREENE,55,20202021,853.0166667,30.14%,27.92%,26.56%
ADAM FOXDNYR20-21,Adam Fox,D,NYR,20-21,Even Strength,ADAM FOX,55,20202021,980.6166667,36.28%,29.02%,27.75%
NIKITA ZAITSEVDOTT20-21,Nikita Zaitsev,D,OTT,20-21,Even Strength,NIKITA ZAITSEV,55,20202021,1061.466667,39.17%,29.47%,29.35%
MIKE REILLYDOTT/BOS20-21,Mike Reilly,D,OTT/BOS,20-21,Even Strength,MIKE REILLY,55,20202021,903.6666667,32.89%,28.82%,27.34%
TRAVIS SANHEIMDPHI20-21,Travis Sanheim,D,PHI,20-21,Even Strength,TRAVIS SANHEIM,55,20202021,1037.866667,37.74%,28.77%,27.13%
KRIS LETANGDPIT20-21,Kris Letang,D,PIT,20-21,Even Strength,KRIS LETANG,55,20202021,1063.75,37.95%,28.79%,29.73%
JUSTIN HOLLDTOR20-21,Justin Holl,D,TOR,20-21,Even Strength,JUSTIN HOLL,55,20202021,984.6666667,35.67%,29.33%,28.61%
MORGAN RIELLYDTOR20-21,Morgan Rielly,D,TOR,20-21,Even Strength,MORGAN RIELLY,55,20202021,1079.033333,39.15%,29.24%,29.06%
TYLER MYERSDVAN20-21,Tyler Myers,D,VAN,20-21,Even Strength,TYLER MYERS,55,20202021,955.1333333,35.54%,28.45%,26.41%
ZDENO CHARADWSH20-21,Zdeno Chara,D,WSH,20-21,Even Strength,ZDENO CHARA,55,20202021,817.4166667,29.73%,28.48%,26.56%
CAM FOWLERDANA20-21,Cam Fowler,D,ANA,20-21,Even Strength,CAM FOWLER,56,20202021,984.65,34.64%,29.02%,26.68%
ALEX GOLIGOSKIDARI20-21,Alex Goligoski,D,ARI,20-21,Even Strength,ALEX GOLIGOSKI,56,20202021,1036.55,37.67%,29.17%,28.01%
JAKOB CHYCHRUNDARI20-21,Jakob Chychrun,D,ARI,20-21,Even Strength,JAKOB CHYCHRUN,56,20202021,1062,38.59%,29.18%,27.94%
RASMUS DAHLINDBUF20-21,Rasmus Dahlin,D,BUF,20-21,Even Strength,RASMUS DAHLIN,56,20202021,1003.116667,34.97%,28.69%,27.24%
SETH JONESDCBJ20-21,Seth Jones,D,CBJ,20-21,Even Strength,SETH JONES,56,20202021,1150.416667,39.28%,28.89%,27.81%
CHRIS TANEVDCGY20-21,Chris Tanev,D,CGY,20-21,Even Strength,CHRIS TANEV,56,20202021,1001.8,36.95%,29.68%,28.31%
MARK GIORDANODCGY20-21,Mark Giordano,D,CGY,20-21,Even Strength,MARK GIORDANO,56,20202021,934.2,34.46%,29.50%,28.09%
RASMUS ANDERSSONDCGY20-21,Rasmus Andersson,D,CGY,20-21,Even Strength,RASMUS ANDERSSON,56,20202021,942.6,34.77%,29.22%,27.72%
ESA LINDELLDDAL20-21,Esa Lindell,D,DAL,20-21,Even Strength,ESA LINDELL,56,20202021,1051.733333,36.74%,28.65%,28.07%
JAMIE OLEKSIAKDDAL20-21,Jamie Oleksiak,D,DAL,20-21,Even Strength,JAMIE OLEKSIAK,56,20202021,1045.366667,36.52%,28.69%,28.47%
FILIP HRONEKDDET20-21,Filip Hronek,D,DET,20-21,Even Strength,FILIP HRONEK,56,20202021,1010.666667,35.84%,28.82%,27.09%
MARC STAALDDET20-21,Marc Staal,D,DET,20-21,Even Strength,MARC STAAL,56,20202021,901.5166667,31.97%,28.69%,27.28%
ADAM LARSSONDEDM20-21,Adam Larsson,D,EDM,20-21,Even Strength,ADAM LARSSON,56,20202021,943.0166667,33.88%,28.55%,26.19%
DARNELL NURSEDEDM20-21,Darnell Nurse,D,EDM,20-21,Even Strength,DARNELL NURSE,56,20202021,1189.05,42.72%,29.62%,29.33%
TYSON BARRIEDEDM20-21,Tyson Barrie,D,EDM,20-21,Even Strength,TYSON BARRIE,56,20202021,977.1,35.10%,29.36%,30.91%
KEITH YANDLEDFLA20-21,Keith Yandle,D,FLA,20-21,Even Strength,KEITH YANDLE,56,20202021,699.9166667,25.48%,28.01%,27.08%
DREW DOUGHTYDL.A20-21,Drew Doughty,D,L.A,20-21,Even Strength,DREW DOUGHTY,56,20202021,1127.35,40.79%,29.03%,28.23%
RYAN SUTERDMIN20-21,Ryan Suter,D,MIN,20-21,Even Strength,RYAN SUTER,56,20202021,973.5333333,35.20%,28.97%,27.54%
DAMON SEVERSONDN.J20-21,Damon Severson,D,N.J,20-21,Even Strength,DAMON SEVERSON,56,20202021,1006.75,35.77%,28.65%,27.21%
ADAM PELECHDNYI20-21,Adam Pelech,D,NYI,20-21,Even Strength,ADAM PELECH,56,20202021,1023.05,35.49%,29.09%,27.70%
NICK LEDDYDNYI20-21,Nick Leddy,D,NYI,20-21,Even Strength,NICK LEDDY,56,20202021,1043.933333,36.21%,28.56%,27.09%
RYAN PULOCKDNYI20-21,Ryan Pulock,D,NYI,20-21,Even Strength,RYAN PULOCK,56,20202021,1035.5,35.92%,29.03%,27.72%
SCOTT MAYFIELDDNYI20-21,Scott Mayfield,D,NYI,20-21,Even Strength,SCOTT MAYFIELD,56,20202021,941.7166667,32.67%,28.64%,27.72%
IVAN PROVOROVDPHI20-21,Ivan Provorov,D,PHI,20-21,Even Strength,IVAN PROVOROV,56,20202021,1068.883333,38.16%,28.86%,27.23%
BRENT BURNSDS.J20-21,Brent Burns,D,S.J,20-21,Even Strength,BRENT BURNS,56,20202021,1107.466667,39.79%,29.23%,28.19%
MARIO FERRARODS.J20-21,Mario Ferraro,D,S.J,20-21,Even Strength,MARIO FERRARO,56,20202021,1014.116667,36.44%,29.23%,29.00%
NIKOLAI KNYZHOVDS.J20-21,Nikolai Knyzhov,D,S.J,20-21,Even Strength,NIKOLAI KNYZHOV,56,20202021,878.7333333,31.57%,28.48%,27.72%
JUSTIN FAULKDSTL20-21,Justin Faulk,D,STL,20-21,Even Strength,JUSTIN FAULK,56,20202021,1128.183333,39.90%,29.16%,28.15%
MIKHAIL SERGACHEVDT.B20-21,Mikhail Sergachev,D,T.B,20-21,Even Strength,MIKHAIL SERGACHEV,56,20202021,988.9666667,36.46%,28.44%,26.58%
TJ BRODIEDTOR20-21,Tj Brodie,D,TOR,20-21,Even Strength,TJ BRODIE,56,20202021,1053.55,37.49%,29.23%,29.20%
QUINN HUGHESDVAN20-21,Quinn Hughes,D,VAN,20-21,Even Strength,QUINN HUGHES,56,20202021,1024.033333,37.49%,29.01%,27.91%
DEREK FORBORTDWPG20-21,Derek Forbort,D,WPG,20-21,Even Strength,DEREK FORBORT,56,20202021,985.15,35.25%,29.44%,28.85%
JOSH MORRISSEYDWPG20-21,Josh Morrissey,D,WPG,20-21,Even Strength,JOSH MORRISSEY,56,20202021,1062.333333,38.02%,29.40%,28.09%
BRENDEN DILLONDWSH20-21,Brenden Dillon,D,WSH,20-21,Even Strength,BRENDEN DILLON,56,20202021,942.8666667,33.80%,28.61%,27.61%
JANI HAKANPAADANA/CAR20-21,Jani Hakanpaa,D,ANA/CAR,20-21,Even Strength,JANI HAKANPAA,57,20202021,897.9,31.06%,28.68%,27.12%
CHASE DE LEOFANA20-21,Chase De Leo,F,ANA,20-21,Even Strength,CHASE DE LEO,1,20202021,13.03333333,24.40%,28.95%,30.37%
CAMERON HUGHESFBOS20-21,Cameron Hughes,F,BOS,20-21,Even Strength,CAMERON HUGHES,1,20202021,14.6,25.60%,28.24%,26.49%
PAR LINDHOLMFBOS20-21,Par Lindholm,F,BOS,20-21,Even Strength,PAR LINDHOLM,1,20202021,12.55,24.53%,25.54%,27.29%
C.J. SMITHFBUF20-21,C.j. Smith,F,BUF,20-21,Even Strength,C.J. SMITH,1,20202021,7.95,17.02%,27.00%,27.68%
JEAN-SEBASTIEN DEAFBUF20-21,Jean-sebastien Dea,F,BUF,20-21,Even Strength,JEAN-SEBASTIEN DEA,1,20202021,5.45,12.20%,27.67%,28.58%
MATTHEW PHILLIPSFCGY20-21,Matthew Phillips,F,CGY,20-21,Even Strength,MATTHEW PHILLIPS,1,20202021,8.316666667,27.18%,28.23%,26.81%
BRANDON PIRRIFCHI20-21,Brandon Pirri,F,CHI,20-21,Even Strength,BRANDON PIRRI,1,20202021,10.58333333,22.31%,28.97%,29.77%
ARTHUR KALIYEVFL.A20-21,Arthur Kaliyev,F,L.A,20-21,Even Strength,ARTHUR KALIYEV,1,20202021,12.95,23.49%,28.82%,26.90%
DRAKE RYMSHAFL.A20-21,Drake Rymsha,F,L.A,20-21,Even Strength,DRAKE RYMSHA,1,20202021,13.26666667,23.96%,29.65%,28.38%
MARTIN FRKFL.A20-21,Martin Frk,F,L.A,20-21,Even Strength,MARTIN FRK,1,20202021,8.8,17.11%,27.83%,27.56%
JESSE YLONENFMTL20-21,Jesse Ylonen,F,MTL,20-21,Even Strength,JESSE YLONEN,1,20202021,10.08333333,18.41%,26.91%,25.30%
A.J. GREERFN.J20-21,A.j. Greer,F,N.J,20-21,Even Strength,A.J. GREER,1,20202021,8.55,15.37%,27.99%,27.54%
COLE SMITHFNSH20-21,Cole Smith,F,NSH,20-21,Even Strength,COLE SMITH,1,20202021,5.95,12.15%,27.58%,27.93%
SEAN MALONEFNSH20-21,Sean Malone,F,NSH,20-21,Even Strength,SEAN MALONE,1,20202021,10.25,22.55%,28.73%,29.21%
DMYTRO TIMASHOVFNYI20-21,Dmytro Timashov,F,NYI,20-21,Even Strength,DMYTRO TIMASHOV,1,20202021,7.166666667,14.72%,28.82%,30.01%
JUSTIN RICHARDSFNYR20-21,Justin Richards,F,NYR,20-21,Even Strength,JUSTIN RICHARDS,1,20202021,10.18333333,19.76%,27.26%,26.84%
FILIP CHLAPIKFOTT20-21,Filip Chlapik,F,OTT,20-21,Even Strength,FILIP CHLAPIK,1,20202021,7.15,15.87%,28.16%,26.76%
LOGAN BROWNFOTT20-21,Logan Brown,F,OTT,20-21,Even Strength,LOGAN BROWN,1,20202021,5.716666667,13.20%,27.74%,24.27%
PARKER KELLYFOTT20-21,Parker Kelly,F,OTT,20-21,Even Strength,PARKER KELLY,1,20202021,5.9,13.62%,27.81%,23.57%
DAVID KASEFPHI20-21,David Kase,F,PHI,20-21,Even Strength,DAVID KASE,1,20202021,9.083333333,19.16%,27.11%,27.04%
JOSH CURRIEFPIT20-21,Josh Currie,F,PIT,20-21,Even Strength,JOSH CURRIE,1,20202021,5.083333333,11.29%,27.73%,23.75%
LEAN BERGMANNFS.J20-21,Lean Bergmann,F,S.J,20-21,Even Strength,LEAN BERGMANN,1,20202021,10.31666667,20.63%,27.12%,27.25%
DANIEL WALCOTTFT.B20-21,Daniel Walcott,F,T.B,20-21,Even Strength,DANIEL WALCOTT,1,20202021,9.866666667,22.85%,27.20%,25.62%
JOEY ANDERSONFTOR20-21,Joey Anderson,F,TOR,20-21,Even Strength,JOEY ANDERSON,1,20202021,9.5,18.48%,26.37%,27.51%
KENNY AGOSTINOFTOR20-21,Kenny Agostino,F,TOR,20-21,Even Strength,KENNY AGOSTINO,1,20202021,4.133333333,7.32%,25.84%,27.93%
