Player/Position/Team/Season,Player,Position,Team,Season ,Game Strength State,Player (Original),GP,Season,TOI,TOI%,TOI% QoC,TOI% QoT
SCOTT SABOURINFTOR20-21,Scott Sabourin,F,TOR,20-21,Even Strength,SCOTT SABOURIN,1,20202021,4.483333333,8.27%,27.59%,27.99%
JONAH GADJOVICHFVAN20-21,Jonah Gadjovich,F,VAN,20-21,Even Strength,JONAH GADJOVICH,1,20202021,4.85,10.95%,25.16%,24.79%
CONNOR MCMICHAELFWSH20-21,Connor Mcmichael,F,WSH,20-21,Even Strength,CONNOR MCMICHAEL,1,20202021,9.9,18.89%,28.28%,27.81%
GARRETT PILONFWSH20-21,Garrett Pilon,F,WSH,20-21,Even Strength,GARRETT PILON,1,20202021,8.733333333,16.88%,28.78%,28.67%
FREDERIK GAUTHIERFARI20-21,Frederik Gauthier,F,ARI,20-21,Even Strength,FREDERIK GAUTHIER,2,20202021,13.48333333,13.37%,27.34%,27.82%
JAN JENIKFARI20-21,Jan Jenik,F,ARI,20-21,Even Strength,JAN JENIK,2,20202021,23.56666667,22.56%,27.58%,29.05%
BRETT MURRAYFBUF20-21,Brett Murray,F,BUF,20-21,Even Strength,BRETT MURRAY,2,20202021,20.95,19.60%,28.68%,27.57%
ALEX BELZILEFMTL20-21,Alex Belzile,F,MTL,20-21,Even Strength,ALEX BELZILE,2,20202021,19.98333333,19.20%,27.69%,26.28%
TIMOTHY GETTINGERFNYR20-21,Timothy Gettinger,F,NYR,20-21,Even Strength,TIMOTHY GETTINGER,2,20202021,22.65,21.43%,28.27%,26.96%
VITALY ABRAMOVFOTT20-21,Vitaly Abramov,F,OTT,20-21,Even Strength,VITALY ABRAMOV,2,20202021,19.43333333,18.13%,27.01%,26.44%
MAKSIM SUSHKOFPHI20-21,Maksim Sushko,F,PHI,20-21,Even Strength,MAKSIM SUSHKO,2,20202021,19.06666667,19.42%,28.04%,26.84%
MORGAN FROSTFPHI20-21,Morgan Frost,F,PHI,20-21,Even Strength,MORGAN FROST,2,20202021,18.76666667,18.36%,28.69%,29.49%
KLIM KOSTINFSTL20-21,Klim Kostin,F,STL,20-21,Even Strength,KLIM KOSTIN,2,20202021,27.6,26.42%,26.97%,27.37%
WILLIAM LOCKWOODFVAN20-21,William Lockwood,F,VAN,20-21,Even Strength,WILLIAM LOCKWOOD,2,20202021,21.28333333,26.67%,26.43%,27.54%
DOMINIC TONINATOFWPG20-21,Dominic Toninato,F,WPG,20-21,Even Strength,DOMINIC TONINATO,2,20202021,24.55,23.38%,28.02%,26.07%
BRIAN PINHOFWSH20-21,Brian Pinho,F,WSH,20-21,Even Strength,BRIAN PINHO,2,20202021,15.61666667,14.02%,27.55%,27.68%
PHILIPPE MAILLETFWSH20-21,Philippe Maillet,F,WSH,20-21,Even Strength,PHILIPPE MAILLET,2,20202021,18.3,16.94%,27.08%,28.02%
ANDREW AGOZZINOFANA20-21,Andrew Agozzino,F,ANA,20-21,Even Strength,ANDREW AGOZZINO,3,20202021,35.16666667,23.40%,28.27%,29.16%
ONDREJ KASEFBOS20-21,Ondrej Kase,F,BOS,20-21,Even Strength,ONDREJ KASE,3,20202021,24.46666667,15.10%,28.64%,29.54%
OSKAR STEENFBOS20-21,Oskar Steen,F,BOS,20-21,Even Strength,OSKAR STEEN,3,20202021,38.56666667,25.78%,27.96%,28.51%
SHELDON REMPALFCAR20-21,Sheldon Rempal,F,CAR,20-21,Even Strength,SHELDON REMPAL,3,20202021,24.68333333,17.66%,27.01%,24.83%
ADAM RUZICKAFCGY20-21,Adam Ruzicka,F,CGY,20-21,Even Strength,ADAM RUZICKA,3,20202021,23.45,18.89%,26.31%,27.03%
SHELDON DRIESFCOL20-21,Sheldon Dries,F,COL,20-21,Even Strength,SHELDON DRIES,3,20202021,22.56666667,14.93%,27.28%,25.89%
TYLER SEGUINFDAL20-21,Tyler Seguin,F,DAL,20-21,Even Strength,TYLER SEGUIN,3,20202021,43.56666667,28.80%,29.44%,30.14%
JUSTIN BAILEYFVAN20-21,Justin Bailey,F,VAN,20-21,Even Strength,JUSTIN BAILEY,3,20202021,20.3,15.17%,27.44%,28.38%
DREW SHOREFCAR20-21,Drew Shore,F,CAR,20-21,Even Strength,DREW SHORE,4,20202021,33.78333333,17.34%,25.52%,24.75%
ZAC RINALDOFCGY20-21,Zac Rinaldo,F,CGY,20-21,Even Strength,ZAC RINALDO,4,20202021,22.53333333,11.67%,27.96%,26.89%
GERALD MAYHEWFMIN20-21,Gerald Mayhew,F,MIN,20-21,Even Strength,GERALD MAYHEW,4,20202021,42,22.01%,27.82%,27.75%
JOSEPH CRAMAROSSAFMIN20-21,Joseph Cramarossa,F,MIN,20-21,Even Strength,JOSEPH CRAMAROSSA,4,20202021,41.5,20.63%,28.93%,28.84%
AUSTIN CZARNIKFNYI20-21,Austin Czarnik,F,NYI,20-21,Even Strength,AUSTIN CZARNIK,4,20202021,41.08333333,20.67%,28.61%,28.40%
MICHEAL HALEYFOTT20-21,Micheal Haley,F,OTT,20-21,Even Strength,MICHEAL HALEY,4,20202021,23.95,11.72%,27.45%,27.86%
JACKSON CATESFPHI20-21,Jackson Cates,F,PHI,20-21,Even Strength,JACKSON CATES,4,20202021,41.06666667,19.65%,27.56%,27.91%
ANTTI SUOMELAFS.J20-21,Antti Suomela,F,S.J,20-21,Even Strength,ANTTI SUOMELA,4,20202021,37.2,19.07%,27.26%,27.07%
IVAN CHEKHOVICHFS.J20-21,Ivan Chekhovich,F,S.J,20-21,Even Strength,IVAN CHEKHOVICH,4,20202021,41.1,20.30%,27.75%,27.94%
PATRICK BROWNFVGK20-21,Patrick Brown,F,VGK,20-21,Even Strength,PATRICK BROWN,4,20202021,36.15,17.71%,26.75%,26.07%
PEYTON KREBSFVGK20-21,Peyton Krebs,F,VGK,20-21,Even Strength,PEYTON KREBS,4,20202021,42.46666667,20.61%,28.29%,30.39%
DAVID GUSTAFSSONFWPG20-21,David Gustafsson,F,WPG,20-21,Even Strength,DAVID GUSTAFSSON,4,20202021,23,11.59%,27.25%,24.56%
VINNI LETTIERIFANA20-21,Vinni Lettieri,F,ANA,20-21,Even Strength,VINNI LETTIERI,5,20202021,53.36666667,21.23%,27.87%,27.98%
HUDSON FASCHINGFARI20-21,Hudson Fasching,F,ARI,20-21,Even Strength,HUDSON FASCHING,5,20202021,46.63333333,17.91%,28.16%,27.92%
GREG MCKEGGFBOS20-21,Greg Mckegg,F,BOS,20-21,Even Strength,GREG MCKEGG,5,20202021,47.55,18.53%,28.04%,27.70%
MACKENZIE ENTWISTLEFCHI20-21,Mackenzie Entwistle,F,CHI,20-21,Even Strength,MACKENZIE ENTWISTLE,5,20202021,48.68333333,18.42%,27.66%,27.79%
REESE JOHNSONFCHI20-21,Reese Johnson,F,CHI,20-21,Even Strength,REESE JOHNSON,5,20202021,39.36666667,15.28%,28.22%,27.09%
MARTIN KAUTFCOL20-21,Martin Kaut,F,COL,20-21,Even Strength,MARTIN KAUT,5,20202021,39.16666667,17.37%,27.62%,27.56%
JOE VELENOFDET20-21,Joe Veleno,F,DET,20-21,Even Strength,JOE VELENO,5,20202021,64.38333333,24.72%,27.62%,26.64%
JONNY BRODZINSKIFNYR20-21,Jonny Brodzinski,F,NYR,20-21,Even Strength,JONNY BRODZINSKI,5,20202021,54.98333333,23.22%,27.70%,26.73%
MORGAN BARRONFNYR20-21,Morgan Barron,F,NYR,20-21,Even Strength,MORGAN BARRON,5,20202021,59.05,24.13%,27.72%,26.44%
MATTHEW PECAFOTT20-21,Matthew Peca,F,OTT,20-21,Even Strength,MATTHEW PECA,5,20202021,44.06666667,17.18%,27.67%,28.01%
TANNER LACZYNSKIFPHI20-21,Tanner Laczynski,F,PHI,20-21,Even Strength,TANNER LACZYNSKI,5,20202021,44.06666667,16.80%,28.48%,28.25%
ALEX CHMELEVSKIFS.J20-21,Alex Chmelevski,F,S.J,20-21,Even Strength,ALEX CHMELEVSKI,5,20202021,48.75,19.22%,27.41%,28.48%
JOACHIM BLICHFELDFS.J20-21,Joachim Blichfeld,F,S.J,20-21,Even Strength,JOACHIM BLICHFELD,5,20202021,37.1,15.02%,27.39%,27.44%
AUSTIN POGANSKIFSTL20-21,Austin Poganski,F,STL,20-21,Even Strength,AUSTIN POGANSKI,5,20202021,37.8,14.78%,27.73%,27.80%
GEMEL SMITHFT.B20-21,Gemel Smith,F,T.B,20-21,Even Strength,GEMEL SMITH,5,20202021,48.05,21.00%,27.56%,27.46%
MICHAEL SGARBOSSAFWSH20-21,Michael Sgarbossa,F,WSH,20-21,Even Strength,MICHAEL SGARBOSSA,5,20202021,41.45,17.35%,27.67%,27.46%
SONNY MILANOFANA20-21,Sonny Milano,F,ANA,20-21,Even Strength,SONNY MILANO,6,20202021,80.43333333,26.59%,28.27%,29.70%
JOSHUA DUNNEFCBJ20-21,Joshua Dunne,F,CBJ,20-21,Even Strength,JOSHUA DUNNE,6,20202021,61.78333333,19.52%,27.32%,26.04%
KOLE SHERWOODFCBJ20-21,Kole Sherwood,F,CBJ,20-21,Even Strength,KOLE SHERWOOD,6,20202021,61.56666667,19.49%,27.31%,25.93%
BYRON FROESEFCGY20-21,Byron Froese,F,CGY,20-21,Even Strength,BYRON FROESE,6,20202021,40.71666667,14.35%,27.39%,27.36%
ALEX NEWHOOKFCOL20-21,Alex Newhook,F,COL,20-21,Even Strength,ALEX NEWHOOK,6,20202021,74.7,24.87%,27.96%,28.68%
TARO HIROSEFDET20-21,Taro Hirose,F,DET,20-21,Even Strength,TARO HIROSE,6,20202021,63.16666667,22.30%,27.60%,28.61%
QUINTON BYFIELDFL.A20-21,Quinton Byfield,F,L.A,20-21,Even Strength,QUINTON BYFIELD,6,20202021,77.5,25.29%,27.83%,29.44%
NOLAN FOOTEFN.J20-21,Nolan Foote,F,N.J,20-21,Even Strength,NOLAN FOOTE,6,20202021,57.75,19.02%,28.24%,26.83%
MICHAEL MCCARRONFNSH20-21,Michael Mccarron,F,NSH,20-21,Even Strength,MICHAEL MCCARRON,6,20202021,54.66666667,18.45%,26.88%,27.12%
ANDY ANDREOFFFPHI20-21,Andy Andreoff,F,PHI,20-21,Even Strength,ANDY ANDREOFF,6,20202021,51.4,17.74%,27.82%,27.24%
STEFAN NOESENFS.J/TOR20-21,Stefan Noesen,F,S.J/TOR,20-21,Even Strength,STEFAN NOESEN,6,20202021,56.45,19.33%,28.05%,28.55%
NICHOLAS ROBERTSONFTOR20-21,Nicholas Robertson,F,TOR,20-21,Even Strength,NICHOLAS ROBERTSON,6,20202021,50.35,16.94%,27.67%,27.87%
DYLAN SIKURAFVGK20-21,Dylan Sikura,F,VGK,20-21,Even Strength,DYLAN SIKURA,6,20202021,61.16666667,20.86%,27.49%,28.48%
DANIEL CARRFWSH20-21,Daniel Carr,F,WSH,20-21,Even Strength,DANIEL CARR,6,20202021,60.83333333,21.45%,27.58%,28.10%
MIKKO KOIVUFCBJ20-21,Mikko Koivu,F,CBJ,20-21,Even Strength,MIKKO KOIVU,7,20202021,77.15,22.01%,28.62%,29.01%
GLENN GAWDINFCGY20-21,Glenn Gawdin,F,CGY,20-21,Even Strength,GLENN GAWDIN,7,20202021,47,13.82%,26.94%,26.67%
JAYSON MEGNAFCOL20-21,Jayson Megna,F,COL,20-21,Even Strength,JAYSON MEGNA,7,20202021,68.33333333,18.76%,27.88%,26.46%
GRIGORI DENISENKOFFLA20-21,Grigori Denisenko,F,FLA,20-21,Even Strength,GRIGORI DENISENKO,7,20202021,81.73333333,24.24%,28.45%,29.46%
RASMUS KUPARIFL.A20-21,Rasmus Kupari,F,L.A,20-21,Even Strength,RASMUS KUPARI,7,20202021,74.11666667,20.16%,27.13%,28.47%
TYCE THOMPSONFN.J20-21,Tyce Thompson,F,N.J,20-21,Even Strength,TYCE THOMPSON,7,20202021,59.6,16.60%,28.01%,27.75%
CARSEN TWARYNSKIFPHI20-21,Carsen Twarynski,F,PHI,20-21,Even Strength,CARSEN TWARYNSKI,7,20202021,61.8,18.20%,28.12%,27.94%
ALEX TRUEFS.J20-21,Alex True,F,S.J,20-21,Even Strength,ALEX TRUE,7,20202021,65.16666667,19.72%,27.37%,28.32%
JOEL KELLMANFS.J20-21,Joel Kellman,F,S.J,20-21,Even Strength,JOEL KELLMAN,7,20202021,69.08333333,19.62%,27.83%,27.63%
MITCHELL STEPHENSFT.B20-21,Mitchell Stephens,F,T.B,20-21,Even Strength,MITCHELL STEPHENS,7,20202021,60.73333333,18.29%,27.36%,27.12%
NIC PETANFTOR20-21,Nic Petan,F,TOR,20-21,Even Strength,NIC PETAN,7,20202021,66.01666667,19.15%,27.51%,26.75%
KOLE LINDFVAN20-21,Kole Lind,F,VAN,20-21,Even Strength,KOLE LIND,7,20202021,79.36666667,23.61%,28.90%,30.32%
LOUI ERIKSSONFVAN20-21,Loui Eriksson,F,VAN,20-21,Even Strength,LOUI ERIKSSON,7,20202021,58.25,16.94%,28.20%,27.74%
ZACH SENYSHYNFBOS20-21,Zach Senyshyn,F,BOS,20-21,Even Strength,ZACH SENYSHYN,8,20202021,79.58333333,19.44%,28.12%,28.37%
MIKE HARDMANFCHI20-21,Mike Hardman,F,CHI,20-21,Even Strength,MIKE HARDMAN,8,20202021,86.35,21.51%,27.57%,27.86%
PATRICK RUSSELLFEDM20-21,Patrick Russell,F,EDM,20-21,Even Strength,PATRICK RUSSELL,8,20202021,84.81666667,20.94%,27.54%,26.32%
MICHAEL FROLIKFMTL20-21,Michael Frolik,F,MTL,20-21,Even Strength,MICHAEL FROLIK,8,20202021,89.4,21.60%,27.07%,27.57%
MARIAN STUDENICFN.J20-21,Marian Studenic,F,N.J,20-21,Even Strength,MARIAN STUDENIC,8,20202021,81.83333333,20.22%,28.56%,27.24%
RADIM ZOHORNAFPIT20-21,Radim Zohorna,F,PIT,20-21,Even Strength,RADIM ZOHORNA,8,20202021,64.06666667,16.22%,27.62%,25.72%
FREDRIK HANDEMARKFS.J20-21,Fredrik Handemark,F,S.J,20-21,Even Strength,FREDRIK HANDEMARK,8,20202021,74.55,18.81%,26.93%,27.19%
NATHAN WALKERFSTL20-21,Nathan Walker,F,STL,20-21,Even Strength,NATHAN WALKER,8,20202021,103.7,25.48%,27.99%,29.50%
TOMAS JURCOFVGK20-21,Tomas Jurco,F,VGK,20-21,Even Strength,TOMAS JURCO,8,20202021,71.58333333,17.70%,27.53%,28.25%
STEVEN FOGARTYFBUF20-21,Steven Fogarty,F,BUF,20-21,Even Strength,STEVEN FOGARTY,9,20202021,102.8166667,22.40%,28.33%,27.61%
NATHAN GERBEFCBJ20-21,Nathan Gerbe,F,CBJ,20-21,Even Strength,NATHAN GERBE,9,20202021,86.45,17.54%,27.80%,26.51%
BUDDY ROBINSONFCGY20-21,Buddy Robinson,F,CGY,20-21,Even Strength,BUDDY ROBINSON,9,20202021,63.46666667,14.65%,28.38%,26.23%
TYLER BERTUZZIFDET20-21,Tyler Bertuzzi,F,DET,20-21,Even Strength,TYLER BERTUZZI,9,20202021,122.2333333,27.80%,29.50%,30.44%
JOAKIM NYGARDFEDM20-21,Joakim Nygard,F,EDM,20-21,Even Strength,JOAKIM NYGARD,9,20202021,79.41666667,18.44%,27.79%,27.38%
ALEKSI HEPONIEMIFFLA20-21,Aleksi Heponiemi,F,FLA,20-21,Even Strength,ALEKSI HEPONIEMI,9,20202021,103.3833333,24.09%,27.84%,28.89%
ANTON BLIDHFBOS20-21,Anton Blidh,F,BOS,20-21,Even Strength,ANTON BLIDH,10,20202021,95.33333333,19.31%,28.53%,27.57%
RYAN MCLEODFEDM20-21,Ryan Mcleod,F,EDM,20-21,Even Strength,RYAN MCLEOD,10,20202021,109.8333333,21.25%,27.02%,27.68%
COLE CAUFIELDFMTL20-21,Cole Caufield,F,MTL,20-21,Even Strength,COLE CAUFIELD,10,20202021,122.0833333,23.57%,28.16%,28.98%
REM PITLICKFNSH20-21,Rem Pitlick,F,NSH,20-21,Even Strength,REM PITLICK,10,20202021,104.65,20.27%,28.14%,28.37%
DREW O'CONNORFPIT20-21,Drew O'connor,F,PIT,20-21,Even Strength,DREW O'CONNOR,10,20202021,72.95,14.48%,27.78%,25.24%
DOMINIK SIMONFCGY20-21,Dominik Simon,F,CGY,20-21,Even Strength,DOMINIK SIMON,11,20202021,102.25,19.58%,28.40%,29.64%
ALEX RADULOVFDAL20-21,Alex Radulov,F,DAL,20-21,Even Strength,ALEX RADULOV,11,20202021,151.4333333,28.44%,28.92%,30.10%
JEFFREY VIELFS.J20-21,Jeffrey Viel,F,S.J,20-21,Even Strength,JEFFREY VIEL,11,20202021,79.1,14.32%,27.47%,27.62%
KURTIS GABRIELFS.J20-21,Kurtis Gabriel,F,S.J,20-21,Even Strength,KURTIS GABRIEL,11,20202021,82.4,15.25%,26.78%,27.35%
ADAM BROOKSFTOR20-21,Adam Brooks,F,TOR,20-21,Even Strength,ADAM BROOKS,11,20202021,110.3833333,19.79%,27.51%,27.02%
MAX MCCORMICKFCAR20-21,Max Mccormick,F,CAR,20-21,Even Strength,MAX MCCORMICK,12,20202021,92.65,15.31%,26.33%,25.92%
ZAC DALPEFCBJ20-21,Zac Dalpe,F,CBJ,20-21,Even Strength,ZAC DALPE,12,20202021,114.1166667,18.58%,28.10%,27.50%
LIAM O'BRIENFCOL20-21,Liam O'brien,F,COL,20-21,Even Strength,LIAM O'BRIEN,12,20202021,77.88333333,13.97%,27.85%,26.86%
JOEL L'ESPERANCEFDAL20-21,Joel L'esperance,F,DAL,20-21,Even Strength,JOEL L'ESPERANCE,12,20202021,101.7833333,16.42%,27.76%,26.39%
ROSS JOHNSTONFNYI20-21,Ross Johnston,F,NYI,20-21,Even Strength,ROSS JOHNSTON,12,20202021,104.6166667,17.23%,28.29%,28.14%
SHANE PINTOFOTT20-21,Shane Pinto,F,OTT,20-21,Even Strength,SHANE PINTO,12,20202021,126.85,21.73%,28.04%,28.57%
DAKOTA JOSHUAFSTL20-21,Dakota Joshua,F,STL,20-21,Even Strength,DAKOTA JOSHUA,12,20202021,104.1166667,17.23%,26.88%,25.86%
KRISTIAN VESALAINENFWPG20-21,Kristian Vesalainen,F,WPG,20-21,Even Strength,KRISTIAN VESALAINEN,12,20202021,103.75,17.18%,27.73%,26.99%
SAM CARRICKFANA20-21,Sam Carrick,F,ANA,20-21,Even Strength,SAM CARRICK,13,20202021,156.5333333,23.10%,28.12%,28.58%
MICHAEL CHAPUTFARI20-21,Michael Chaput,F,ARI,20-21,Even Strength,MICHAEL CHAPUT,13,20202021,112.7833333,18.00%,27.96%,27.80%
MATT LUFFFL.A20-21,Matt Luff,F,L.A,20-21,Even Strength,MATT LUFF,13,20202021,131.6666667,19.82%,27.08%,28.45%
CLARK BISHOPFOTT20-21,Clark Bishop,F,OTT,20-21,Even Strength,CLARK BISHOP,13,20202021,118.1833333,17.80%,28.16%,29.00%
JACOB DE LA ROSEFSTL20-21,Jacob De La,F,STL,20-21,Even Strength,JACOB DE LA ROSE,13,20202021,116.6666667,17.33%,27.56%,26.32%
BARRETT HAYTONFARI20-21,Barrett Hayton,F,ARI,20-21,Even Strength,BARRETT HAYTON,14,20202021,126.8,18.94%,28.23%,29.28%
ANDREW SHAWFCHI20-21,Andrew Shaw,F,CHI,20-21,Even Strength,ANDREW SHAW,14,20202021,144.9833333,20.82%,28.46%,28.60%
KYLE RAUFMIN20-21,Kyle Rau,F,MIN,20-21,Even Strength,KYLE RAU,14,20202021,120.9166667,17.63%,28.01%,27.14%
LUKE JOHNSONFMIN20-21,Luke Johnson,F,MIN,20-21,Even Strength,LUKE JOHNSON,14,20202021,138.0833333,20.12%,27.98%,27.07%
KIEFFER BELLOWSFNYI20-21,Kieffer Bellows,F,NYI,20-21,Even Strength,KIEFFER BELLOWS,14,20202021,143.0833333,21.38%,28.26%,29.22%
WADE ALLISONFPHI20-21,Wade Allison,F,PHI,20-21,Even Strength,WADE ALLISON,14,20202021,154.0333333,21.75%,27.98%,29.31%
TYLER GRAOVACFVAN20-21,Tyler Graovac,F,VAN,20-21,Even Strength,TYLER GRAOVAC,14,20202021,126.5166667,18.66%,26.25%,26.50%
DAVID BACKESFANA20-21,David Backes,F,ANA,20-21,Even Strength,DAVID BACKES,15,20202021,163.2166667,20.82%,28.29%,27.90%
LANE PEDERSONFARI20-21,Lane Pederson,F,ARI,20-21,Even Strength,LANE PEDERSON,15,20202021,147.8666667,19.15%,28.10%,28.57%
TANNER JEANNOTFNSH20-21,Tanner Jeannot,F,NSH,20-21,Even Strength,TANNER JEANNOT,15,20202021,175.7833333,22.97%,27.81%,28.33%
ALEX BARRE-BOULETFT.B20-21,Alex Barre-boulet,F,T.B,20-21,Even Strength,ALEX BARRE-BOULET,15,20202021,184.35,24.87%,28.39%,30.84%
MARC MICHAELISFVAN20-21,Marc Michaelis,F,VAN,20-21,Even Strength,MARC MICHAELIS,15,20202021,133.1333333,18.23%,27.33%,27.52%
RYAN MACINNISFCBJ20-21,Ryan Macinnis,F,CBJ,20-21,Even Strength,RYAN MACINNIS,16,20202021,157.8333333,18.26%,27.03%,26.41%
KIEFER SHERWOODFCOL20-21,Kiefer Sherwood,F,COL,20-21,Even Strength,KIEFER SHERWOOD,16,20202021,137.3833333,17.45%,27.83%,27.18%
GIVANI SMITHFDET20-21,Givani Smith,F,DET,20-21,Even Strength,GIVANI SMITH,16,20202021,155.1666667,19.64%,27.71%,28.61%
ARTTU RUOTSALAINENFBUF20-21,Arttu Ruotsalainen,F,BUF,20-21,Even Strength,ARTTU RUOTSALAINEN,17,20202021,216.1166667,24.71%,28.69%,28.31%
BRAD RICHARDSONFNSH20-21,Brad Richardson,F,NSH,20-21,Even Strength,BRAD RICHARDSON,17,20202021,163.2666667,19.57%,27.52%,28.30%
STEFAN MATTEAUFCBJ20-21,Stefan Matteau,F,CBJ,20-21,Even Strength,STEFAN MATTEAU,18,20202021,181.0666667,18.72%,27.60%,26.87%
KIRBY DACHFCHI20-21,Kirby Dach,F,CHI,20-21,Even Strength,KIRBY DACH,18,20202021,239.5166667,26.78%,28.60%,30.68%
MATT CALVERTFCOL20-21,Matt Calvert,F,COL,20-21,Even Strength,MATT CALVERT,18,20202021,200.35,23.09%,28.17%,27.36%
CONNOR BUNNAMANFPHI20-21,Connor Bunnaman,F,PHI,20-21,Even Strength,CONNOR BUNNAMAN,18,20202021,190.8833333,21.54%,27.95%,27.98%
CARTER ROWNEYFANA20-21,Carter Rowney,F,ANA,20-21,Even Strength,CARTER ROWNEY,19,20202021,216.4166667,22.93%,29.12%,28.14%
ARTEM ANISIMOVFOTT20-21,Artem Anisimov,F,OTT,20-21,Even Strength,ARTEM ANISIMOV,19,20202021,191.0833333,20.55%,28.06%,29.08%
ANTHONY ANGELLOFPIT20-21,Anthony Angello,F,PIT,20-21,Even Strength,ANTHONY ANGELLO,19,20202021,135.6666667,14.24%,27.84%,25.84%
FREDERICK GAUDREAUFPIT20-21,Frederick Gaudreau,F,PIT,20-21,Even Strength,FREDERICK GAUDREAU,19,20202021,205.6333333,21.21%,28.15%,27.59%
JACK STUDNICKAFBOS20-21,Jack Studnicka,F,BOS,20-21,Even Strength,JACK STUDNICKA,20,20202021,222.1166667,22.00%,27.55%,28.53%
KARSON KUHLMANFBOS20-21,Karson Kuhlman,F,BOS,20-21,Even Strength,KARSON KUHLMAN,20,20202021,205.2166667,20.68%,28.04%,28.22%
EMIL BEMSTROMFCBJ20-21,Emil Bemstrom,F,CBJ,20-21,Even Strength,EMIL BEMSTROM,20,20202021,236.7833333,22.34%,28.32%,28.95%
LUCAS WALLMARKFCHI/FLA20-21,Lucas Wallmark,F,CHI/FLA,20-21,Even Strength,LUCAS WALLMARK,20,20202021,198.85,19.69%,28.21%,28.36%
VITALI KRAVTSOVFNYR20-21,Vitali Kravtsov,F,NYR,20-21,Even Strength,VITALI KRAVTSOV,20,20202021,239.8,23.79%,28.31%,28.63%
ALEX FORMENTONFOTT20-21,Alex Formenton,F,OTT,20-21,Even Strength,ALEX FORMENTON,20,20202021,196.8666667,20.21%,28.42%,29.04%
DEREK STEPANFOTT20-21,Derek Stepan,F,OTT,20-21,Even Strength,DEREK STEPAN,20,20202021,227.1666667,23.43%,28.92%,28.91%
SAMUEL MORINFPHI20-21,Samuel Morin,F,PHI,20-21,Even Strength,SAMUEL MORIN,20,20202021,190.55,18.97%,27.29%,27.26%
MICHAEL BUNTINGFARI20-21,Michael Bunting,F,ARI,20-21,Even Strength,MICHAEL BUNTING,21,20202021,296.8,27.83%,28.96%,30.29%
JACK EICHELFBUF20-21,Jack Eichel,F,BUF,20-21,Even Strength,JACK EICHEL,21,20202021,339.6333333,31.40%,28.78%,30.57%
TEUVO TERAVAINENFCAR20-21,Teuvo Teravainen,F,CAR,20-21,Even Strength,TEUVO TERAVAINEN,21,20202021,279.85,26.24%,29.01%,30.81%
EVGENY SVECHNIKOVFDET20-21,Evgeny Svechnikov,F,DET,20-21,Even Strength,EVGENY SVECHNIKOV,21,20202021,215.5666667,19.59%,27.88%,28.12%
NICO HISCHIERFN.J20-21,Nico Hischier,F,N.J,20-21,Even Strength,NICO HISCHIER,21,20202021,284.2833333,26.44%,29.19%,28.81%
MACKENZIE MACEACHERNFSTL20-21,Mackenzie Maceachern,F,STL,20-21,Even Strength,MACKENZIE MACEACHERN,21,20202021,182.2833333,16.99%,27.53%,25.96%
LOGAN O'CONNORFCOL20-21,Logan O'connor,F,COL,20-21,Even Strength,LOGAN O'CONNOR,22,20202021,201.4833333,18.58%,27.68%,26.91%
ALEX BARABANOVFTOR/S.J20-21,Alex Barabanov,F,TOR/S.J,20-21,Even Strength,ALEX BARABANOV,22,20202021,231.5833333,21.49%,28.89%,30.00%
LIAS ANDERSSONFL.A20-21,Lias Andersson,F,L.A,20-21,Even Strength,LIAS ANDERSSON,23,20202021,257.15,22.95%,28.32%,29.19%
TREVOR ZEGRASFANA20-21,Trevor Zegras,F,ANA,20-21,Even Strength,TREVOR ZEGRAS,24,20202021,308.6,24.79%,28.78%,28.86%
LIAM FOUDYFCBJ20-21,Liam Foudy,F,CBJ,20-21,Even Strength,LIAM FOUDY,24,20202021,286.4666667,22.92%,28.21%,28.73%
NICK CAAMANOFDAL20-21,Nick Caamano,F,DAL,20-21,Even Strength,NICK CAAMANO,24,20202021,219.5666667,18.85%,27.94%,28.07%
VLADIMIR TARASENKOFSTL20-21,Vladimir Tarasenko,F,STL,20-21,Even Strength,VLADIMIR TARASENKO,24,20202021,335.25,27.58%,29.29%,31.10%
TYLER MOTTEFVAN20-21,Tyler Motte,F,VAN,20-21,Even Strength,TYLER MOTTE,24,20202021,299.9166667,25.54%,28.50%,27.90%
MICHAEL AMADIOFL.A/OTT20-21,Michael Amadio,F,L.A/OTT,20-21,Even Strength,MICHAEL AMADIO,25,20202021,272.5833333,22.49%,27.60%,28.67%
DRYDEN HUNTFARI20-21,Dryden Hunt,F,ARI,20-21,Even Strength,DRYDEN HUNT,26,20202021,303.5666667,23.41%,28.57%,29.10%
VINNIE HINOSTROZAFCHI/FLA20-21,Vinnie Hinostroza,F,CHI/FLA,20-21,Even Strength,VINNIE HINOSTROZA,26,20202021,300.1,23.07%,28.12%,28.80%
JOEL KIVIRANTAFDAL20-21,Joel Kiviranta,F,DAL,20-21,Even Strength,JOEL KIVIRANTA,26,20202021,293,22.00%,28.49%,30.07%
TY DELLANDREAFDAL20-21,Ty Dellandrea,F,DAL,20-21,Even Strength,TY DELLANDREA,26,20202021,273.7166667,21.33%,28.22%,28.83%
MATHIAS BROMEFDET20-21,Mathias Brome,F,DET,20-21,Even Strength,MATHIAS BROME,26,20202021,301.6833333,23.05%,28.53%,29.08%
