"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"456","Ryan Pulock","NYI","D","33","608.86666666667","18.450505050505","5.34","-7.17","5.94","4.45","-5.64","6.42","2.7","-4.95","6.75","-0.03","0.04","-0.86","0.21","-0.28","5.65","4.47","-3.95","8.80","0.86","-2.4","9.55","0.11","-0.11","5.01","4.81","-2.07","8.53","0.31","-0.16","13.92","1.83","-4.03","4.01","-0.54","0.25","-32.14","6.67","91.25","0.979","7.1","12.81","9.85","43.46","41.86","17.74","19.22","19.91","47.12"
"546","Noah Hanifin","CGY","D","27","520.53333333333","19.279012345679","0.48","-7.18","3.44","0.57","-3.22","2.27","0.74","-4.47","4.35","-0.66","-1.28","5.22","-0.06","-0.77","8.01","0.49","-6.96","7.31","-0.18","-2.28","5.08","-0.83","-0.32","-21.37","0.89","-6.24","8.71","0.08","-0.6","16.67","1.68","-0.63","1.51","-0.08","-0.32","30.00","5.34","93.78","0.991","6.92","12.33","10.03","46.34","40.82","16.94","17.52","20.63","45.09"
"718","Rhett Gardner","DAL","C","15","154.78333333333","10.318888888889","-11.11","-7.2","-2.08","-6.56","-6.74","-0.03","-5.47","-4.34","-1.02","-0.51","2.17","-26.19","-0.69","-0.71","-1.08","-5.85","-5.73","-0.58","-2.04","-3.24","2.24","0.09","1.43","-21.21","-5.08","-3.33","-2.58","-0.44","0.56","-33.33","-6.95","-0.44","-4.68","-0.26","0.47","-28.57","5.97","85.51","0.915","8.53","10.85","6.2","64.74","57.89","13.18","15.89","15.51","45.95"
"557","Timo Meier","S.J","R","32","440.31666666667","13.759895833333","12.89","-7.23","8.94","8.63","-5.5","8.40","8.63","-5.85","11.99","1.13","-0.69","16.95","0.43","-0.12","5.57","4.55","-2.4","6.41","3.42","-1.5","10.79","1.06","-0.37","22.25","1.51","-1.21","3.24","-0.27","0.03","-10.50","11.04","-6.15","11.88","0.2","-0.34","22.22","9.45","91.46","1.009","8.18","13.76","7.77","49.06","51.28","17.03","18.26","16.76","50.40"
"132","Aaron Ness","ARI","D","1","12.833333333333","12.833333333333","26.88","-7.27","16.01","29.09","-9.73","20.58","13.15","-10.82","15.44","-5.51","-5.51","-","4.46","-1.37","37.53","24.71","-7.23","23.27","13.73","-11.32","39.61","-1.38","-4.13","-","14.64","5.45","10.87","-3.67","-1.84","-66.67","5.12","3.92","2.14","-1.99","0","-100.00","0.00","100.00","1.000","9.35","14.03","14.03","46.75","40.00","18.7","18.7","28.05","40.00"
"842","Benoit-Olivier Groulx","ANA","C","4","33.316666666667","8.3291666666667","-21.39","-7.33","-7.86","-21.43","-9.94","-9.76","-19.82","-2.93","-18.51","-3.08","1.64","-45.00","-1.56","-1.57","-11.82","-7.75","-11.93","1.19","-5.3","-4.34","-11.43","-1.03","-2.05","-","-3.27","-10.12","7.28","-1.83","1.03","-57.14","-17.49","7.38","-17.89","-0.49","4.71","-50.00","0.00","82.35","0.824","9","12.61","7.2","50.43","55.56","12.61","18.01","9","58.33"
"468","Trevor van Riemsdyk","WSH","D","8","112.51666666667","14.064583333333","-1.51","-7.4","3.43","-2.3","-5.74","2.82","-0.53","-1.4","0.95","-0.52","-0.53","3.33","0.14","-0.68","9.07","7.67","-5.02","11.14","5.69","0.46","10.25","1.07","0.54","0.00","2.64","-7.31","12.07","-0.71","-1.13","44.44","-10.8","-2.99","-4.87","-1.23","-0.31","-80.00","12.07","93.48","1.055","5.87","12.8","7.47","46.39","44.00","15.46","22.93","14.93","50.88"
"897","Nikolai Knyzhov","S.J","D","28","407.75","14.5625","-2.01","-7.45","2.31","-0.95","-5.58","2.64","-0.35","-2.43","1.64","-0.74","0.02","-8.65","-0.27","-0.38","0.80","-2.24","-3","0.59","-2.86","-0.1","-6.90","-0.87","0.24","-21.31","0.83","-3.86","5.85","0.54","-0.37","26.67","1.35","-6.27","5.18","-0.3","0.25","-26.15","6.15","90.20","0.963","7.5","11.77","7.95","51.94","48.57","16.48","17.36","17.22","48.91"
"868","Nolan Foote","N.J","L","4","41.9","10.475","-2.7","-7.46","1.98","-0.75","-4.39","2.34","-1.74","-8.22","6.03","0.33","-1.48","13.16","-0.15","-0.55","4.97","-2.79","-3.56","0.20","0.61","0.97","-0.98","-0.38","-1.83","14.29","-4.54","-6.05","0.00","1.43","1.43","0.00","1.2","-3.51","3.44","-0.52","-0.52","-50.00","11.11","87.50","0.986","7.16","7.16","0","71.6","100.00","14.32","14.32","4.3","76.92"
"919","Josh Dunne","CBJ","C","6","62.15","10.358333333333","-0.91","-7.51","2.87","-1.37","-13.8","7.47","2.31","-11.02","11.89","-1.62","-4.35","-23.33","0.67","-1.83","28.86","2.21","-9.99","12.68","5.62","-6.49","34.25","-1.39","-1.34","-37.50","-4.54","-4.66","-4.49","-0.31","-2.16","-12.50","-5.48","0.88","-5.07","0","-1.33","0.00","0.00","95.83","0.958","6.76","10.62","3.86","61.79","63.64","7.72","13.52","14.48","34.78"
