"","Player","Team","GP","TOI","TOI/GP","Shots Against/60","Saves/60","SV%","GAA","GSAA/60","xG Against/60","HD Shots Against/60","HD Saves/60","HDSV%","HDGAA","HDGSAA/60","MD Shots Against/60","MD Saves/60","MDSV%","MDGAA","MDGSAA/60","LD Shots Against/60","LD Saves/60","LDSV%","LDGAA","LDGSAA/60","Rush Attempts Against/60","Rebound Attempts Against/60","Avg. Shot Distance","Avg. Goal Distance"
"62","Thatcher Demko","VAN","35","164.68333333333","4.7052380952381","10.57","9.84","0.931","0.73","0.07","0.81","2.91","2.55","0.875","0.36","0.18","3.64","3.28","0.900","0.36","-0.02","1.82","1.82","1.000","0.00","0.07","1.09","0","53.28","18.00"
"4","Curtis McElhinney","T.B","12","77.283333333333","6.4402777777778","10.87","10.09","0.929","0.78","0.04","0.73","3.88","3.88","1.000","0.00","0.73","3.11","2.33","0.750","0.78","-0.48","0.78","0.78","1.000","0.00","0.03","0.78","0.78","48.36","21.00"
"16","Jonathan Bernier","DET","24","109.68333333333","4.5701388888889","14.22","13.13","0.923","1.09","-0.03","1.29","4.92","4.92","1.000","0.00","0.93","4.38","3.28","0.750","1.09","-0.68","2.19","2.19","1.000","0.00","0.08","1.64","1.09","44.12","30.00"
"28","Cam Talbot","MIN","33","167.9","5.0878787878788","8.93","8.22","0.920","0.71","-0.04","0.56","1.79","1.43","0.800","0.36","-0.02","1.43","1.07","0.750","0.36","-0.22","1.43","1.43","1.000","0.00","0.05","1.79","0.36","85.56","15.00"
"57","Cal Petersen","L.A","35","160.23333333333","4.5780952380952","13.85","12.73","0.919","1.12","-0.08","0.69","2.62","1.5","0.571","1.12","-0.63","2.25","2.25","1.000","0.00","0.22","2.25","2.25","1.000","0.00","0.08","1.5","0.75","90.84","8.00"
"2","Ryan Miller","ANA","16","53.633333333333","3.3520833333333","13.42","12.31","0.917","1.12","-0.11","1.14","3.36","3.36","1.000","0.00","0.63","3.36","2.24","0.667","1.12","-0.80","0","0","-","0.00","0.00","3.36","1.12","76.67","23.00"
"78","Carter Hart","PHI","27","126.35","4.6796296296296","11.4","10.45","0.917","0.95","-0.09","0.56","1.9","0.95","0.500","0.95","-0.59","0.47","0.47","1.000","0.00","0.05","4.27","4.27","1.000","0.00","0.16","2.37","0","82.42","6.50"
"79","Filip Gustavsson","OTT","9","37.016666666667","4.112962962963","19.45","17.83","0.917","1.62","-0.16","1.39","4.86","3.24","0.667","1.62","-0.71","3.24","3.24","1.000","0.00","0.31","4.86","4.86","1.000","0.00","0.18","1.62","0","63.92","10.00"
"80","David Rittich","CGY, TOR","19","71.916666666667","3.7850877192982","20.02","18.35","0.917","1.67","-0.16","1.51","5.84","4.17","0.714","1.67","-0.57","8.34","8.34","1.000","0.00","0.80","0","0","-","0.00","0.00","1.67","1.67","54.33","18.50"
"23","Martin Jones","S.J","34","151","4.4411764705882","12.72","11.52","0.906","1.19","-0.24","0.95","3.58","2.38","0.667","1.19","-0.52","2.38","2.38","1.000","0.00","0.23","2.38","2.38","1.000","0.00","0.09","2.78","0.4","66.84","7.33"
"25","Robin Lehner","VGK","19","100.2","5.2736842105263","12.57","11.38","0.905","1.20","-0.25","0.82","1.2","1.2","1.000","0.00","0.23","1.8","1.8","1.000","0.00","0.17","4.19","2.99","0.714","1.20","-1.04","2.4","0","80.43","33.00"
"68","Ville Husso","STL","17","65.7","3.8647058823529","9.13","8.22","0.900","0.91","-0.23","1.06","3.65","3.65","1.000","0.00","0.69","0.91","0","0.000","0.91","-0.83","0.91","0.91","1.000","0.00","0.03","1.83","1.83","76.30","23.00"
"71","Mackenzie Blackwood","N.J","35","156.2","4.4628571428571","11.14","9.99","0.897","1.15","-0.32","1.15","5.38","4.23","0.786","1.15","-0.14","3.07","3.07","1.000","0.00","0.29","1.15","1.15","1.000","0.00","0.04","2.69","0","43.17","20.33"
"92","Kevin Lankinen","CHI","37","194.3","5.2513513513514","12.04","10.81","0.897","1.24","-0.33","1.01","3.4","2.78","0.818","0.62","0.02","2.78","2.16","0.778","0.62","-0.35","2.78","2.78","1.000","0.00","0.10","1.54","0.62","55.74","18.75"
"7","Brian Elliott","PHI","30","134.3","4.4766666666667","8.49","7.59","0.895","0.89","-0.26","0.58","2.23","2.23","1.000","0.00","0.42","1.34","0.89","0.667","0.45","-0.32","2.23","1.79","0.800","0.45","-0.36","1.34","0","65.95","29.50"
"18","Jacob Markstrom","CGY","43","225.1","5.2348837209302","12.26","10.93","0.891","1.33","-0.41","0.81","2.4","1.87","0.778","0.53","-0.08","3.47","2.93","0.846","0.53","-0.20","2.67","2.4","0.900","0.27","-0.17","2.67","0.27","65.80","23.60"
"42","John Gibson","ANA","35","136.7","3.9057142857143","7.9","7.02","0.889","0.88","-0.28","0.69","1.76","1.32","0.750","0.44","-0.11","2.63","2.19","0.833","0.44","-0.19","0.88","0.88","1.000","0.00","0.03","0.88","0.44","69.78","26.00"
"87","Jeremy Swayman","BOS","10","41.85","4.185","12.9","11.47","0.889","1.43","-0.46","0.8","2.87","2.87","1.000","0.00","0.54","4.3","2.87","0.667","1.43","-1.02","1.43","1.43","1.000","0.00","0.05","0","0","65.67","26.00"
"10","Anton Khudobin","DAL","32","150.38333333333","4.6994791666667","10.37","9.18","0.885","1.20","-0.42","0.54","1.2","0.8","0.667","0.40","-0.17","1.2","0.8","0.667","0.40","-0.28","2.79","2.39","0.857","0.40","-0.30","1.6","0.4","92.38","27.33"
"31","Jack Campbell","TOR","22","102.8","4.6727272727273","14.59","12.84","0.880","1.75","-0.65","1.05","4.67","2.92","0.625","1.75","-0.87","4.67","4.67","1.000","0.00","0.45","2.33","2.33","1.000","0.00","0.09","1.75","0.58","47.84","14.33"
"21","Braden Holtby","VAN","21","100.43333333333","4.7825396825397","9.56","8.36","0.875","1.19","-0.48","1.02","2.99","1.79","0.600","1.19","-0.63","4.18","4.18","1.000","0.00","0.40","0.6","0.6","1.000","0.00","0.02","1.79","0.6","46.06","16.50"
"32","Scott Wedgewood","N.J","16","64","4","7.5","6.56","0.875","0.94","-0.37","0.3","0","0","-","0.00","0.00","3.75","2.81","0.750","0.94","-0.58","0","0","-","0.00","0.00","1.88","0","79.63","32.00"
"53","Linus Ullmark","BUF","20","88.916666666667","4.4458333333333","5.4","4.72","0.875","0.67","-0.27","0.35","1.35","0.67","0.500","0.67","-0.42","0","0","-","0.00","0.00","0.67","0.67","1.000","0.00","0.02","0.67","0","110.00","7.00"
"76","Casey DeSmith","PIT","20","84.75","4.2375","11.33","9.91","0.875","1.42","-0.57","1.11","4.25","3.54","0.833","0.71","0.09","3.54","2.83","0.800","0.71","-0.37","2.12","2.12","1.000","0.00","0.08","0.71","0.71","39.25","20.00"
"91","Collin Delia","CHI","6","31.55","5.2583333333333","15.21","13.31","0.875","1.90","-0.76","1.21","5.71","3.8","0.667","1.90","-0.83","0","0","-","0.00","0.00","7.61","7.61","1.000","0.00","0.28","1.9","0","39.38","6.00"
"36","Frederik Andersen","TOR","24","103.23333333333","4.3013888888889","13.37","11.62","0.870","1.74","-0.74","1.04","4.07","2.32","0.571","1.74","-0.98","4.07","4.07","1.000","0.00","0.39","1.16","1.16","1.000","0.00","0.04","1.16","1.16","57.83","10.33"
"8","Devan Dubnyk","COL, S.J","22","86.216666666667","3.9189393939394","10.44","9.05","0.867","1.39","-0.61","0.66","2.09","0.7","0.333","1.39","-1.00","1.39","1.39","1.000","0.00","0.13","2.09","2.09","1.000","0.00","0.08","3.48","0.7","90.80","12.00"
"38","Keith Kinkaid","NYR","9","42.85","4.7611111111111","9.8","8.4","0.857","1.40","-0.66","0.4","1.4","0","0.000","1.40","-1.14","0","0","-","0.00","0.00","1.4","1.4","1.000","0.00","0.05","0","0","126.43","8.00"
"77","Alex Lyon","PHI","6","26.2","4.3666666666667","16.03","13.74","0.857","2.29","-1.09","1.57","6.87","4.58","0.667","2.29","-1.00","0","0","-","0.00","0.00","4.58","4.58","1.000","0.00","0.17","2.29","2.29","60.14","13.00"
"64","Vitek Vanecek","WSH","37","153.86666666667","4.1585585585586","10.14","8.58","0.846","1.56","-0.80","0.63","1.95","1.17","0.600","0.78","-0.41","1.95","1.56","0.800","0.39","-0.20","1.95","1.56","0.800","0.39","-0.32","1.17","0","81.23","20.00"
"24","Mikko Koskinen","EDM","26","121.55","4.675","8.89","7.4","0.833","1.48","-0.81","0.71","2.96","1.97","0.667","0.99","-0.43","2.47","1.97","0.800","0.49","-0.26","0","0","-","0.00","0.00","1.97","0.49","62.00","14.33"
"39","Laurent Brossoit","WPG","14","63.783333333333","4.5559523809524","11.29","9.41","0.833","1.88","-1.03","0.71","1.88","0.94","0.500","0.94","-0.59","2.82","1.88","0.667","0.94","-0.67","1.88","1.88","1.000","0.00","0.07","1.88","0","67.33","26.50"
"74","Adin Hill","ARI","19","90","4.7368421052632","8","6.67","0.833","1.33","-0.73","0.47","1.33","0","0.000","1.33","-1.08","1.33","1.33","1.000","0.00","0.13","2.67","2.67","1.000","0.00","0.10","1.33","0","71.17","17.50"
"48","Matt Murray","OTT","27","123.46666666667","4.5728395061728","10.21","8.26","0.810","1.94","-1.18","0.77","1.94","0.97","0.500","0.97","-0.61","1.94","1.46","0.750","0.49","-0.30","1.94","1.46","0.750","0.49","-0.41","1.46","0.49","76.48","23.25"
"6","Jaroslav Halak","BOS","19","90.9","4.7842105263158","13.2","10.56","0.800","2.64","-1.65","0.84","4.62","3.3","0.714","1.32","-0.45","0.66","0","0.000","0.66","-0.60","3.3","2.64","0.800","0.66","-0.54","1.32","0.66","69.65","24.00"
"73","Ilya Samsonov","WSH","19","85.45","4.4973684210526","6.32","4.92","0.778","1.40","-0.93","0.64","0.7","0","0.000","0.70","-0.57","2.11","2.11","1.000","0.00","0.20","2.11","1.4","0.667","0.70","-0.62","0.7","0.7","65.89","39.50"
"90","Alexandar Georgiev","NYR","19","87.95","4.6289473684211","6.14","4.78","0.778","1.36","-0.90","0.54","2.05","0.68","0.333","1.36","-0.98","0","0","-","0.00","0.00","2.05","2.05","1.000","0.00","0.08","0.68","0","50.67","10.00"
"30","Calvin Pickard","DET","6","23.866666666667","3.9777777777778","10.06","7.54","0.750","2.51","-1.76","0.86","5.03","2.51","0.500","2.51","-1.57","5.03","5.03","1.000","0.00","0.48","0","0","-","0.00","0.00","0","2.51","23.25","32.00"
"35","Petr Mrazek","CAR","12","50.3","4.1916666666667","10.74","5.96","0.556","4.77","-3.96","1.58","7.16","2.39","0.333","4.77","-3.42","0","0","-","0.00","0.00","1.19","1.19","1.000","0.00","0.04","5.96","0","43.00","13.50"
"37","Michael Houser","BUF","4","13.316666666667","3.3291666666667","9.01","4.51","0.500","4.51","-3.83","0.76","4.51","4.51","1.000","0.00","0.85","4.51","0","0.000","4.51","-4.07","0","0","-","0.00","0.00","0","0","22.50","29.00"
"93","Veini Vehvilainen","CBJ","1","3.7833333333333","3.7833333333333","31.72","15.86","0.500","15.86","-13.48","1.04","0","0","-","0.00","0.00","15.86","0","0.000","15.86","-14.34","0","0","-","0.00","0.00","0","0","54.00","18.00"
"34","Louis Domingue","CGY","1","4.2","4.2","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","-"
"43","Christopher Gibson","T.B","2","6.1","3.05","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","-"
"61","Eric Comrie","N.J","1","5.15","5.15","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","-"
"81","Stuart Skinner","EDM","1","6.0666666666667","6.0666666666667","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","-"
"83","Ukko-Pekka Luukkonen","BUF","4","10.266666666667","2.5666666666667","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","-"
"86","Matiss Kivlenieks","CBJ","2","2","1","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","-"
"88","Logan Thompson","VGK","1","2","2","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","0.00","0.00","30","0","-","-"
