Player/Position/Team/Season,Player,Position,Team,Season ,Game Strength State,Player (Original),GP,Season,TOI,TOI%,TOI% QoC,TOI% QoT
JUSTIN SCHULTZDWSH20-21,Justin Schultz,D,WSH,20-21,Penalty Kill,JUSTIN SCHULTZ,46,20202021,4.683333333,2.02%,30.55%,28.75%
HAYDN FLEURYDCAR/ANA20-21,Haydn Fleury,D,CAR/ANA,20-21,Penalty Kill,HAYDN FLEURY,47,20202021,58.46666667,23.61%,45.18%,30.63%
NOAH HANIFINDCGY20-21,Noah Hanifin,D,CGY,20-21,Penalty Kill,NOAH HANIFIN,47,20202021,23.73333333,10.05%,46.42%,33.38%
DANNY DEKEYSERDDET20-21,Danny Dekeyser,D,DET,20-21,Penalty Kill,DANNY DEKEYSER,47,20202021,79.7,38.04%,49.34%,39.10%
SEAN WALKERDL.A20-21,Sean Walker,D,L.A,20-21,Penalty Kill,SEAN WALKER,47,20202021,61.03333333,27.60%,43.57%,29.33%
ARTEM ZUBDOTT20-21,Artem Zub,D,OTT,20-21,Penalty Kill,ARTEM ZUB,47,20202021,100.5333333,43.25%,50.00%,42.55%
MARCUS PETTERSSONDPIT20-21,Marcus Pettersson,D,PIT,20-21,Penalty Kill,MARCUS PETTERSSON,47,20202021,34.41666667,16.36%,48.27%,41.85%
COLIN MILLERDBUF20-21,Colin Miller,D,BUF,20-21,Penalty Kill,COLIN MILLER,48,20202021,41.43333333,20.80%,44.13%,35.77%
SAMUEL GIRARDDCOL20-21,Samuel Girard,D,COL,20-21,Penalty Kill,SAMUEL GIRARD,48,20202021,66.78333333,25.84%,41.43%,36.82%
SHEA WEBERDMTL20-21,Shea Weber,D,MTL,20-21,Penalty Kill,SHEA WEBER,48,20202021,136.95,57.36%,57.82%,39.69%
RYAN MURRAYDN.J20-21,Ryan Murray,D,N.J,20-21,Penalty Kill,RYAN MURRAY,48,20202021,80.48333333,36.70%,51.37%,35.90%
TY SMITHDN.J20-21,Ty Smith,D,N.J,20-21,Penalty Kill,TY SMITH,48,20202021,5.716666667,2.62%,35.65%,33.06%
DMITRY KULIKOVDN.J/EDM20-21,Dmitry Kulikov,D,N.J/EDM,20-21,Penalty Kill,DMITRY KULIKOV,48,20202021,105.6833333,47.26%,52.82%,36.76%
MATTIAS EKHOLMDNSH20-21,Mattias Ekholm,D,NSH,20-21,Penalty Kill,MATTIAS EKHOLM,48,20202021,125.3833333,51.36%,51.60%,40.66%
ROMAN JOSIDNSH20-21,Roman Josi,D,NSH,20-21,Penalty Kill,ROMAN JOSI,48,20202021,26.61666667,11.36%,44.53%,34.72%
BRENDAN SMITHDNYR20-21,Brendan Smith,D,NYR,20-21,Penalty Kill,BRENDAN SMITH,48,20202021,58.88333333,24.92%,46.84%,35.32%
RASMUS RISTOLAINENDBUF20-21,Rasmus Ristolainen,D,BUF,20-21,Penalty Kill,RASMUS RISTOLAINEN,49,20202021,109.8166667,53.26%,53.48%,43.57%
JUUSO VALIMAKIDCGY20-21,Juuso Valimaki,D,CGY,20-21,Penalty Kill,JUUSO VALIMAKI,49,20202021,63.05,25.30%,50.71%,31.91%
JON MERRILLDDET/MTL20-21,Jon Merrill,D,DET/MTL,20-21,Penalty Kill,JON MERRILL,49,20202021,59.58333333,28.96%,45.09%,35.92%
THOMAS CHABOTDOTT20-21,Thomas Chabot,D,OTT,20-21,Penalty Kill,THOMAS CHABOT,49,20202021,12.26666667,4.78%,47.94%,37.97%
MARCO SCANDELLADSTL20-21,Marco Scandella,D,STL,20-21,Penalty Kill,MARCO SCANDELLA,49,20202021,114.4333333,51.73%,46.86%,38.44%
BRANDON MONTOURDBUF/FLA20-21,Brandon Montour,D,BUF/FLA,20-21,Penalty Kill,BRANDON MONTOUR,50,20202021,85.38333333,38.57%,48.19%,38.69%
CONNOR MURPHYDCHI20-21,Connor Murphy,D,CHI,20-21,Penalty Kill,CONNOR MURPHY,50,20202021,134.8333333,58.62%,51.99%,41.90%
CARSON SOUCYDMIN20-21,Carson Soucy,D,MIN,20-21,Penalty Kill,CARSON SOUCY,50,20202021,48.9,20.08%,46.84%,29.15%
RYAN MCDONAGHDT.B20-21,Ryan Mcdonagh,D,T.B,20-21,Penalty Kill,RYAN MCDONAGH,50,20202021,143.3166667,52.90%,51.75%,38.76%
CHARLIE MCAVOYDBOS20-21,Charlie Mcavoy,D,BOS,20-21,Penalty Kill,CHARLIE MCAVOY,51,20202021,118.8,45.07%,49.95%,35.01%
MATT DUMBADMIN20-21,Matt Dumba,D,MIN,20-21,Penalty Kill,MATT DUMBA,51,20202021,94.6,37.51%,48.02%,32.28%
RYAN LINDGRENDNYR20-21,Ryan Lindgren,D,NYR,20-21,Penalty Kill,RYAN LINDGREN,51,20202021,126.45,49.84%,49.37%,40.91%
MARC-EDOUARD VLASICDS.J20-21,Marc-edouard Vlasic,D,S.J,20-21,Penalty Kill,MARC-EDOUARD VLASIC,51,20202021,116.1166667,42.10%,45.12%,31.95%
TOREY KRUGDSTL20-21,Torey Krug,D,STL,20-21,Penalty Kill,TOREY KRUG,51,20202021,18.58333333,7.61%,43.60%,34.40%
TRAVIS DERMOTTDTOR20-21,Travis Dermott,D,TOR,20-21,Penalty Kill,TRAVIS DERMOTT,51,20202021,22.16666667,10.21%,42.14%,34.15%
ZACH WHITECLOUDDVGK20-21,Zach Whitecloud,D,VGK,20-21,Penalty Kill,ZACH WHITECLOUD,51,20202021,98.1,42.70%,43.09%,35.28%
DMITRY ORLOVDWSH20-21,Dmitry Orlov,D,WSH,20-21,Penalty Kill,DMITRY ORLOV,51,20202021,30.9,12.01%,43.26%,34.23%
BRADY SKJEIDCAR20-21,Brady Skjei,D,CAR,20-21,Penalty Kill,BRADY SKJEI,52,20202021,135.7,51.59%,51.08%,37.51%
JACCOB SLAVINDCAR20-21,Jaccob Slavin,D,CAR,20-21,Penalty Kill,JACCOB SLAVIN,52,20202021,137.8166667,52.22%,48.16%,31.94%
PATRIK NEMETHDDET/COL20-21,Patrik Nemeth,D,DET/COL,20-21,Penalty Kill,PATRIK NEMETH,52,20202021,117.8333333,49.11%,51.64%,39.81%
JOHN MARINODPIT20-21,John Marino,D,PIT,20-21,Penalty Kill,JOHN MARINO,52,20202021,92.53333333,41.18%,47.47%,36.97%
ERIK KARLSSONDS.J20-21,Erik Karlsson,D,S.J,20-21,Penalty Kill,ERIK KARLSSON,52,20202021,61.83333333,21.89%,44.32%,33.99%
ALEX EDLERDVAN20-21,Alex Edler,D,VAN,20-21,Penalty Kill,ALEX EDLER,52,20202021,176.9833333,63.30%,55.87%,42.20%
NICOLAS HAGUEDVGK20-21,Nicolas Hague,D,VGK,20-21,Penalty Kill,NICOLAS HAGUE,52,20202021,48.38333333,21.02%,40.05%,32.26%
DYLAN DEMELODWPG20-21,Dylan Demelo,D,WPG,20-21,Penalty Kill,DYLAN DEMELO,52,20202021,131.5666667,58.10%,56.92%,48.68%
JOHN CARLSONDWSH20-21,John Carlson,D,WSH,20-21,Penalty Kill,JOHN CARLSON,52,20202021,96.6,36.01%,48.94%,35.44%
MICHAEL DEL ZOTTODCBJ20-21,Michael Del Zotto,D,CBJ,20-21,Penalty Kill,MICHAEL DEL ZOTTO,53,20202021,57.26666667,26.73%,47.42%,34.80%
DEVON TOEWSDCOL20-21,Devon Toews,D,COL,20-21,Penalty Kill,DEVON TOEWS,53,20202021,162.55,59.11%,46.65%,41.29%
JOHN KLINGBERGDDAL20-21,John Klingberg,D,DAL,20-21,Penalty Kill,JOHN KLINGBERG,53,20202021,9.65,3.99%,40.93%,33.91%
JONAS BRODINDMIN20-21,Jonas Brodin,D,MIN,20-21,Penalty Kill,JONAS BRODIN,53,20202021,111.3166667,42.83%,47.46%,30.50%
MATT BENNINGDNSH20-21,Matt Benning,D,NSH,20-21,Penalty Kill,MATT BENNING,53,20202021,106.1166667,39.60%,49.70%,38.34%
K'ANDRE MILLERDNYR20-21,K'andre Miller,D,NYR,20-21,Penalty Kill,K'ANDRE MILLER,53,20202021,87.43333333,33.46%,48.21%,37.11%
JUSTIN BRAUNDPHI20-21,Justin Braun,D,PHI,20-21,Penalty Kill,JUSTIN BRAUN,53,20202021,128.15,50.46%,51.79%,37.31%
CODY CECIDPIT20-21,Cody Ceci,D,PIT,20-21,Penalty Kill,CODY CECI,53,20202021,129.5333333,56.19%,49.32%,40.78%
JAKE MUZZINDTOR20-21,Jake Muzzin,D,TOR,20-21,Penalty Kill,JAKE MUZZIN,53,20202021,133.5833333,59.26%,53.01%,42.52%
ALEC MARTINEZDVGK20-21,Alec Martinez,D,VGK,20-21,Penalty Kill,ALEC MARTINEZ,53,20202021,127.05,52.73%,47.82%,36.44%
SHEA THEODOREDVGK20-21,Shea Theodore,D,VGK,20-21,Penalty Kill,SHEA THEODORE,53,20202021,13.2,5.51%,38.17%,33.92%
NICK JENSENDWSH20-21,Nick Jensen,D,WSH,20-21,Penalty Kill,NICK JENSEN,53,20202021,140.65,52.46%,51.65%,42.79%
DAVID SAVARDDCBJ/T.B20-21,David Savard,D,CBJ/T.B,20-21,Penalty Kill,DAVID SAVARD,54,20202021,100.3666667,44.99%,48.47%,37.22%
DUNCAN KEITHDCHI20-21,Duncan Keith,D,CHI,20-21,Penalty Kill,DUNCAN KEITH,54,20202021,140.2666667,56.00%,51.39%,42.20%
RYAN GRAVESDCOL20-21,Ryan Graves,D,COL,20-21,Penalty Kill,RYAN GRAVES,54,20202021,177.35,63.02%,47.05%,39.47%
MACKENZIE WEEGARDFLA20-21,Mackenzie Weegar,D,FLA,20-21,Penalty Kill,MACKENZIE WEEGAR,54,20202021,139.7833333,52.44%,47.98%,42.36%
RADKO GUDASDFLA20-21,Radko Gudas,D,FLA,20-21,Penalty Kill,RADKO GUDAS,54,20202021,104.8666667,39.89%,46.58%,37.83%
MIKEY ANDERSONDL.A20-21,Mikey Anderson,D,L.A,20-21,Penalty Kill,MIKEY ANDERSON,54,20202021,108.35,42.28%,47.03%,36.18%
JARED SPURGEONDMIN20-21,Jared Spurgeon,D,MIN,20-21,Penalty Kill,JARED SPURGEON,54,20202021,105.4166667,40.11%,46.64%,32.11%
IAN COLEDMIN/COL20-21,Ian Cole,D,MIN/COL,20-21,Penalty Kill,IAN COLE,54,20202021,70.95,27.17%,46.04%,28.85%
ALEX ROMANOVDMTL20-21,Alex Romanov,D,MTL,20-21,Penalty Kill,ALEX ROMANOV,54,20202021,45.23333333,17.50%,46.92%,36.57%
VICTOR HEDMANDT.B20-21,Victor Hedman,D,T.B,20-21,Penalty Kill,VICTOR HEDMAN,54,20202021,127.3333333,44.22%,45.94%,34.12%
NATE SCHMIDTDVAN20-21,Nate Schmidt,D,VAN,20-21,Penalty Kill,NATE SCHMIDT,54,20202021,93.93333333,32.53%,43.91%,39.03%
NEAL PIONKDWPG20-21,Neal Pionk,D,WPG,20-21,Penalty Kill,NEAL PIONK,54,20202021,39.93333333,16.61%,48.31%,40.36%
KEVIN SHATTENKIRKDANA20-21,Kevin Shattenkirk,D,ANA,20-21,Penalty Kill,KEVIN SHATTENKIRK,55,20202021,37.23333333,13.47%,43.01%,34.03%
BRETT PESCEDCAR20-21,Brett Pesce,D,CAR,20-21,Penalty Kill,BRETT PESCE,55,20202021,166.0166667,57.64%,52.70%,36.56%
DOUGIE HAMILTONDCAR20-21,Dougie Hamilton,D,CAR,20-21,Penalty Kill,DOUGIE HAMILTON,55,20202021,77.35,26.85%,42.88%,31.91%
VLADISLAV GAVRIKOVDCBJ20-21,Vladislav Gavrikov,D,CBJ,20-21,Penalty Kill,VLADISLAV GAVRIKOV,55,20202021,105.7166667,47.63%,49.23%,37.31%
NIKITA ZADOROVDCHI20-21,Nikita Zadorov,D,CHI,20-21,Penalty Kill,NIKITA ZADOROV,55,20202021,96.4,37.87%,47.84%,34.39%
MIRO HEISKANENDDAL20-21,Miro Heiskanen,D,DAL,20-21,Penalty Kill,MIRO HEISKANEN,55,20202021,86.66666667,34.24%,44.60%,34.55%
JEFF PETRYDMTL20-21,Jeff Petry,D,MTL,20-21,Penalty Kill,JEFF PETRY,55,20202021,104.5,39.52%,48.90%,37.67%
JOEL EDMUNDSONDMTL20-21,Joel Edmundson,D,MTL,20-21,Penalty Kill,JOEL EDMUNDSON,55,20202021,126.0833333,47.69%,51.17%,38.92%
ANDY GREENEDNYI20-21,Andy Greene,D,NYI,20-21,Penalty Kill,ANDY GREENE,55,20202021,94.85,42.44%,47.38%,34.83%
ADAM FOXDNYR20-21,Adam Fox,D,NYR,20-21,Penalty Kill,ADAM FOX,55,20202021,139.75,50.38%,49.89%,39.70%
NIKITA ZAITSEVDOTT20-21,Nikita Zaitsev,D,OTT,20-21,Penalty Kill,NIKITA ZAITSEV,55,20202021,157.2,55.48%,53.78%,42.37%
MIKE REILLYDOTT/BOS20-21,Mike Reilly,D,OTT/BOS,20-21,Penalty Kill,MIKE REILLY,55,20202021,85.18333333,30.92%,50.00%,39.22%
TRAVIS SANHEIMDPHI20-21,Travis Sanheim,D,PHI,20-21,Penalty Kill,TRAVIS SANHEIM,55,20202021,114.1,41.76%,49.90%,32.34%
KRIS LETANGDPIT20-21,Kris Letang,D,PIT,20-21,Penalty Kill,KRIS LETANG,55,20202021,80.45,33.31%,49.40%,38.96%
JUSTIN HOLLDTOR20-21,Justin Holl,D,TOR,20-21,Penalty Kill,JUSTIN HOLL,55,20202021,137.7,58.96%,54.40%,41.98%
MORGAN RIELLYDTOR20-21,Morgan Rielly,D,TOR,20-21,Penalty Kill,MORGAN RIELLY,55,20202021,22.88333333,9.66%,44.76%,33.60%
TYLER MYERSDVAN20-21,Tyler Myers,D,VAN,20-21,Penalty Kill,TYLER MYERS,55,20202021,174.5666667,59.84%,53.95%,43.32%
ZDENO CHARADWSH20-21,Zdeno Chara,D,WSH,20-21,Penalty Kill,ZDENO CHARA,55,20202021,145.7166667,52.79%,51.38%,42.28%
CAM FOWLERDANA20-21,Cam Fowler,D,ANA,20-21,Penalty Kill,CAM FOWLER,56,20202021,108.5,38.18%,46.11%,33.65%
ALEX GOLIGOSKIDARI20-21,Alex Goligoski,D,ARI,20-21,Penalty Kill,ALEX GOLIGOSKI,56,20202021,163.2666667,59.15%,50.53%,42.10%
JAKOB CHYCHRUNDARI20-21,Jakob Chychrun,D,ARI,20-21,Penalty Kill,JAKOB CHYCHRUN,56,20202021,56.5,20.47%,42.96%,34.57%
RASMUS DAHLINDBUF20-21,Rasmus Dahlin,D,BUF,20-21,Penalty Kill,RASMUS DAHLIN,56,20202021,5.016666667,2.15%,35.85%,28.68%
SETH JONESDCBJ20-21,Seth Jones,D,CBJ,20-21,Penalty Kill,SETH JONES,56,20202021,109.7833333,48.31%,49.51%,38.60%
CHRIS TANEVDCGY20-21,Chris Tanev,D,CGY,20-21,Penalty Kill,CHRIS TANEV,56,20202021,167.8333333,60.35%,56.19%,44.02%
MARK GIORDANODCGY20-21,Mark Giordano,D,CGY,20-21,Penalty Kill,MARK GIORDANO,56,20202021,165.1333333,59.38%,56.43%,44.73%
RASMUS ANDERSSONDCGY20-21,Rasmus Andersson,D,CGY,20-21,Penalty Kill,RASMUS ANDERSSON,56,20202021,45.45,16.34%,49.39%,31.16%
ESA LINDELLDDAL20-21,Esa Lindell,D,DAL,20-21,Penalty Kill,ESA LINDELL,56,20202021,164.55,64.12%,53.00%,37.19%
JAMIE OLEKSIAKDDAL20-21,Jamie Oleksiak,D,DAL,20-21,Penalty Kill,JAMIE OLEKSIAK,56,20202021,84.76666667,33.03%,43.36%,31.50%
FILIP HRONEKDDET20-21,Filip Hronek,D,DET,20-21,Penalty Kill,FILIP HRONEK,56,20202021,110,44.27%,52.27%,39.70%
MARC STAALDDET20-21,Marc Staal,D,DET,20-21,Penalty Kill,MARC STAAL,56,20202021,111.8,45.00%,49.38%,36.53%
ADAM LARSSONDEDM20-21,Adam Larsson,D,EDM,20-21,Penalty Kill,ADAM LARSSON,56,20202021,128.0666667,50.21%,48.96%,38.56%
DARNELL NURSEDEDM20-21,Darnell Nurse,D,EDM,20-21,Penalty Kill,DARNELL NURSE,56,20202021,134.0666667,52.56%,49.83%,38.74%
TYSON BARRIEDEDM20-21,Tyson Barrie,D,EDM,20-21,Penalty Kill,TYSON BARRIE,56,20202021,7,2.74%,38.32%,33.32%
DREW DOUGHTYDL.A20-21,Drew Doughty,D,L.A,20-21,Penalty Kill,DREW DOUGHTY,56,20202021,116.95,43.79%,46.81%,35.21%
RYAN SUTERDMIN20-21,Ryan Suter,D,MIN,20-21,Penalty Kill,RYAN SUTER,56,20202021,109.2166667,39.92%,47.63%,31.49%
DAMON SEVERSONDN.J20-21,Damon Severson,D,N.J,20-21,Penalty Kill,DAMON SEVERSON,56,20202021,114.7166667,46.89%,51.60%,34.42%
ADAM PELECHDNYI20-21,Adam Pelech,D,NYI,20-21,Penalty Kill,ADAM PELECH,56,20202021,122.7666667,54.51%,53.38%,41.96%
NICK LEDDYDNYI20-21,Nick Leddy,D,NYI,20-21,Penalty Kill,NICK LEDDY,56,20202021,18.53333333,8.23%,42.84%,35.38%
RYAN PULOCKDNYI20-21,Ryan Pulock,D,NYI,20-21,Penalty Kill,RYAN PULOCK,56,20202021,84.85,37.67%,47.91%,35.09%
SCOTT MAYFIELDDNYI20-21,Scott Mayfield,D,NYI,20-21,Penalty Kill,SCOTT MAYFIELD,56,20202021,125.7,55.81%,52.73%,40.87%
IVAN PROVOROVDPHI20-21,Ivan Provorov,D,PHI,20-21,Penalty Kill,IVAN PROVOROV,56,20202021,155.7333333,56.92%,51.94%,34.62%
BRENT BURNSDS.J20-21,Brent Burns,D,S.J,20-21,Penalty Kill,BRENT BURNS,56,20202021,158.5666667,52.40%,47.41%,38.74%
MARIO FERRARODS.J20-21,Mario Ferraro,D,S.J,20-21,Penalty Kill,MARIO FERRARO,56,20202021,157.7,52.12%,47.13%,37.76%
NIKOLAI KNYZHOVDS.J20-21,Nikolai Knyzhov,D,S.J,20-21,Penalty Kill,NIKOLAI KNYZHOV,56,20202021,49.18333333,16.25%,43.22%,32.72%
JUSTIN FAULKDSTL20-21,Justin Faulk,D,STL,20-21,Penalty Kill,JUSTIN FAULK,56,20202021,145.3333333,54.86%,47.99%,38.74%
MIKHAIL SERGACHEVDT.B20-21,Mikhail Sergachev,D,T.B,20-21,Penalty Kill,MIKHAIL SERGACHEV,56,20202021,94.55,30.72%,43.89%,35.35%
TJ BRODIEDTOR20-21,Tj Brodie,D,TOR,20-21,Penalty Kill,TJ BRODIE,56,20202021,94.83333333,39.39%,49.36%,34.44%
DEREK FORBORTDWPG20-21,Derek Forbort,D,WPG,20-21,Penalty Kill,DEREK FORBORT,56,20202021,146.9333333,60.05%,55.51%,47.05%
JOSH MORRISSEYDWPG20-21,Josh Morrissey,D,WPG,20-21,Penalty Kill,JOSH MORRISSEY,56,20202021,63.75,26.05%,48.91%,38.02%
BRENDEN DILLONDWSH20-21,Brenden Dillon,D,WSH,20-21,Penalty Kill,BRENDEN DILLON,56,20202021,101.3333333,35.55%,46.73%,35.35%
JANI HAKANPAADANA/CAR20-21,Jani Hakanpaa,D,ANA/CAR,20-21,Penalty Kill,JANI HAKANPAA,57,20202021,115.9,40.60%,45.21%,33.91%
CAMERON HUGHESFBOS20-21,Cameron Hughes,F,BOS,20-21,Penalty Kill,CAMERON HUGHES,1,20202021,1.483333333,100.00%,54.95%,31.18%
PAR LINDHOLMFBOS20-21,Par Lindholm,F,BOS,20-21,Penalty Kill,PAR LINDHOLM,1,20202021,0.366666667,6.03%,34.80%,39.15%
PARKER KELLYFOTT20-21,Parker Kelly,F,OTT,20-21,Penalty Kill,PARKER KELLY,1,20202021,1.633333333,19.25%,50.03%,35.67%
JOSH CURRIEFPIT20-21,Josh Currie,F,PIT,20-21,Penalty Kill,JOSH CURRIE,1,20202021,1.25,13.46%,47.38%,38.72%
GARRETT PILONFWSH20-21,Garrett Pilon,F,WSH,20-21,Penalty Kill,GARRETT PILON,1,20202021,0.833333333,15.87%,40.38%,29.87%
WILLIAM LOCKWOODFVAN20-21,William Lockwood,F,VAN,20-21,Penalty Kill,WILLIAM LOCKWOOD,2,20202021,0.85,11.64%,26.24%,30.37%
DOMINIC TONINATOFWPG20-21,Dominic Toninato,F,WPG,20-21,Penalty Kill,DOMINIC TONINATO,2,20202021,0.766666667,9.58%,31.67%,27.98%
ANDREW AGOZZINOFANA20-21,Andrew Agozzino,F,ANA,20-21,Penalty Kill,ANDREW AGOZZINO,3,20202021,0.65,3.13%,53.99%,40.36%
SHELDON DRIESFCOL20-21,Sheldon Dries,F,COL,20-21,Penalty Kill,SHELDON DRIES,3,20202021,0.833333333,6.18%,27.60%,27.88%
TYLER SEGUINFDAL20-21,Tyler Seguin,F,DAL,20-21,Penalty Kill,TYLER SEGUIN,3,20202021,2.15,10.59%,46.19%,44.42%
AUSTIN CZARNIKFNYI20-21,Austin Czarnik,F,NYI,20-21,Penalty Kill,AUSTIN CZARNIK,4,20202021,2.05,9.98%,37.81%,41.38%
JACKSON CATESFPHI20-21,Jackson Cates,F,PHI,20-21,Penalty Kill,JACKSON CATES,4,20202021,1.133333333,6.14%,40.06%,25.96%
ANTTI SUOMELAFS.J20-21,Antti Suomela,F,S.J,20-21,Penalty Kill,ANTTI SUOMELA,4,20202021,6.866666667,24.85%,44.15%,33.22%
HUDSON FASCHINGFARI20-21,Hudson Fasching,F,ARI,20-21,Penalty Kill,HUDSON FASCHING,5,20202021,0.683333333,3.16%,30.63%,21.40%
MORGAN BARRONFNYR20-21,Morgan Barron,F,NYR,20-21,Penalty Kill,MORGAN BARRON,5,20202021,8.583333333,28.34%,42.45%,23.60%
TANNER LACZYNSKIFPHI20-21,Tanner Laczynski,F,PHI,20-21,Penalty Kill,TANNER LACZYNSKI,5,20202021,5.533333333,20.41%,41.18%,37.97%
GEMEL SMITHFT.B20-21,Gemel Smith,F,T.B,20-21,Penalty Kill,GEMEL SMITH,5,20202021,0.866666667,2.58%,24.81%,36.75%
BYRON FROESEFCGY20-21,Byron Froese,F,CGY,20-21,Penalty Kill,BYRON FROESE,6,20202021,7.9,22.74%,56.88%,32.90%
ALEX NEWHOOKFCOL20-21,Alex Newhook,F,COL,20-21,Penalty Kill,ALEX NEWHOOK,6,20202021,0.966666667,3.92%,17.50%,29.41%
QUINTON BYFIELDFL.A20-21,Quinton Byfield,F,L.A,20-21,Penalty Kill,QUINTON BYFIELD,6,20202021,1.316666667,4.63%,32.19%,33.87%
MICHAEL MCCARRONFNSH20-21,Michael Mccarron,F,NSH,20-21,Penalty Kill,MICHAEL MCCARRON,6,20202021,2.35,8.07%,23.99%,14.98%
STEFAN NOESENFS.J/TOR20-21,Stefan Noesen,F,S.J/TOR,20-21,Penalty Kill,STEFAN NOESEN,6,20202021,0.833333333,2.91%,39.81%,31.53%
NICHOLAS ROBERTSONFTOR20-21,Nicholas Robertson,F,TOR,20-21,Penalty Kill,NICHOLAS ROBERTSON,6,20202021,0.483333333,2.19%,52.18%,37.65%
MIKKO KOIVUFCBJ20-21,Mikko Koivu,F,CBJ,20-21,Penalty Kill,MIKKO KOIVU,7,20202021,7.166666667,26.59%,52.39%,36.33%
JAYSON MEGNAFCOL20-21,Jayson Megna,F,COL,20-21,Penalty Kill,JAYSON MEGNA,7,20202021,2.5,10.96%,52.06%,52.07%
ALEX TRUEFS.J20-21,Alex True,F,S.J,20-21,Penalty Kill,ALEX TRUE,7,20202021,4.416666667,11.54%,42.82%,30.51%
JOEL KELLMANFS.J20-21,Joel Kellman,F,S.J,20-21,Penalty Kill,JOEL KELLMAN,7,20202021,4.3,10.19%,46.04%,28.59%
MITCHELL STEPHENSFT.B20-21,Mitchell Stephens,F,T.B,20-21,Penalty Kill,MITCHELL STEPHENS,7,20202021,4.983333333,9.83%,27.30%,27.91%
LOUI ERIKSSONFVAN20-21,Loui Eriksson,F,VAN,20-21,Penalty Kill,LOUI ERIKSSON,7,20202021,7.25,18.01%,57.46%,52.54%
MICHAEL FROLIKFMTL20-21,Michael Frolik,F,MTL,20-21,Penalty Kill,MICHAEL FROLIK,8,20202021,1.65,5.02%,52.75%,34.88%
MARIAN STUDENICFN.J20-21,Marian Studenic,F,N.J,20-21,Penalty Kill,MARIAN STUDENIC,8,20202021,3.666666667,11.51%,41.08%,31.27%
FREDRIK HANDEMARKFS.J20-21,Fredrik Handemark,F,S.J,20-21,Penalty Kill,FREDRIK HANDEMARK,8,20202021,0.716666667,1.68%,38.37%,30.49%
NATHAN WALKERFSTL20-21,Nathan Walker,F,STL,20-21,Penalty Kill,NATHAN WALKER,8,20202021,2.583333333,7.03%,41.11%,34.29%
STEVEN FOGARTYFBUF20-21,Steven Fogarty,F,BUF,20-21,Penalty Kill,STEVEN FOGARTY,9,20202021,1.816666667,3.72%,60.41%,31.45%
NATHAN GERBEFCBJ20-21,Nathan Gerbe,F,CBJ,20-21,Penalty Kill,NATHAN GERBE,9,20202021,12.5,35.46%,48.84%,30.71%
TYLER BERTUZZIFDET20-21,Tyler Bertuzzi,F,DET,20-21,Penalty Kill,TYLER BERTUZZI,9,20202021,17.75,44.15%,57.01%,46.40%
ALEKSI HEPONIEMIFFLA20-21,Aleksi Heponiemi,F,FLA,20-21,Penalty Kill,ALEKSI HEPONIEMI,9,20202021,1.3,2.42%,39.23%,31.93%
ANTON BLIDHFBOS20-21,Anton Blidh,F,BOS,20-21,Penalty Kill,ANTON BLIDH,10,20202021,12.36666667,22.95%,49.52%,35.78%
RYAN MCLEODFEDM20-21,Ryan Mcleod,F,EDM,20-21,Penalty Kill,RYAN MCLEOD,10,20202021,10.9,26.27%,47.36%,42.46%
DREW O'CONNORFPIT20-21,Drew O'connor,F,PIT,20-21,Penalty Kill,DREW O'CONNOR,10,20202021,2.75,6.66%,58.84%,42.14%
ADAM BROOKSFTOR20-21,Adam Brooks,F,TOR,20-21,Penalty Kill,ADAM BROOKS,11,20202021,4.783333333,10.60%,41.42%,42.82%
ZAC DALPEFCBJ20-21,Zac Dalpe,F,CBJ,20-21,Penalty Kill,ZAC DALPE,12,20202021,11.5,18.27%,48.77%,30.14%
SHANE PINTOFOTT20-21,Shane Pinto,F,OTT,20-21,Penalty Kill,SHANE PINTO,12,20202021,14.9,23.01%,45.55%,35.73%
DAKOTA JOSHUAFSTL20-21,Dakota Joshua,F,STL,20-21,Penalty Kill,DAKOTA JOSHUA,12,20202021,2.216666667,4.19%,37.54%,31.62%
SAM CARRICKFANA20-21,Sam Carrick,F,ANA,20-21,Penalty Kill,SAM CARRICK,13,20202021,1.9,2.92%,51.19%,34.53%
MICHAEL CHAPUTFARI20-21,Michael Chaput,F,ARI,20-21,Penalty Kill,MICHAEL CHAPUT,13,20202021,7.483333333,9.11%,41.57%,34.42%
MATT LUFFFL.A20-21,Matt Luff,F,L.A,20-21,Penalty Kill,MATT LUFF,13,20202021,0.883333333,1.68%,17.20%,24.96%
CLARK BISHOPFOTT20-21,Clark Bishop,F,OTT,20-21,Penalty Kill,CLARK BISHOP,13,20202021,4.383333333,8.02%,42.81%,43.62%
JACOB DE LA ROSEFSTL20-21,Jacob De La,F,STL,20-21,Penalty Kill,JACOB DE LA ROSE,13,20202021,14.15,31.31%,47.77%,40.84%
ANDREW SHAWFCHI20-21,Andrew Shaw,F,CHI,20-21,Penalty Kill,ANDREW SHAW,14,20202021,11.28333333,14.49%,42.19%,38.39%
KYLE RAUFMIN20-21,Kyle Rau,F,MIN,20-21,Penalty Kill,KYLE RAU,14,20202021,12.01666667,15.03%,46.11%,35.97%
DAVID BACKESFANA20-21,David Backes,F,ANA,20-21,Penalty Kill,DAVID BACKES,15,20202021,22.16666667,38.63%,48.51%,39.94%
