Player/Position/Team/Season,Player,Position,Team,Season ,Game Strength State,Player (Original),GP,Season,TOI,TOI%,TOI% QoC,TOI% QoT
TANNER JEANNOTFNSH20-21,Tanner Jeannot,F,NSH,20-21,Penalty Kill,TANNER JEANNOT,15,20202021,3.966666667,6.05%,40.05%,31.98%
KIEFER SHERWOODFCOL20-21,Kiefer Sherwood,F,COL,20-21,Penalty Kill,KIEFER SHERWOOD,16,20202021,2.633333333,3.91%,33.08%,32.29%
BRAD RICHARDSONFNSH20-21,Brad Richardson,F,NSH,20-21,Penalty Kill,BRAD RICHARDSON,17,20202021,40.58333333,42.87%,51.40%,40.98%
STEFAN MATTEAUFCBJ20-21,Stefan Matteau,F,CBJ,20-21,Penalty Kill,STEFAN MATTEAU,18,20202021,10,13.39%,36.02%,30.81%
KIRBY DACHFCHI20-21,Kirby Dach,F,CHI,20-21,Penalty Kill,KIRBY DACH,18,20202021,23.25,34.44%,45.39%,30.71%
MATT CALVERTFCOL20-21,Matt Calvert,F,COL,20-21,Penalty Kill,MATT CALVERT,18,20202021,43.11666667,42.71%,43.89%,44.15%
CONNOR BUNNAMANFPHI20-21,Connor Bunnaman,F,PHI,20-21,Penalty Kill,CONNOR BUNNAMAN,18,20202021,15.01666667,17.25%,36.79%,36.68%
CARTER ROWNEYFANA20-21,Carter Rowney,F,ANA,20-21,Penalty Kill,CARTER ROWNEY,19,20202021,49.45,50.23%,47.57%,39.63%
FREDERICK GAUDREAUFPIT20-21,Frederick Gaudreau,F,PIT,20-21,Penalty Kill,FREDERICK GAUDREAU,19,20202021,31.25,43.68%,48.71%,47.50%
JACK STUDNICKAFBOS20-21,Jack Studnicka,F,BOS,20-21,Penalty Kill,JACK STUDNICKA,20,20202021,23.18333333,20.39%,39.69%,34.93%
KARSON KUHLMANFBOS20-21,Karson Kuhlman,F,BOS,20-21,Penalty Kill,KARSON KUHLMAN,20,20202021,6.766666667,7.53%,37.32%,31.53%
LUCAS WALLMARKFCHI/FLA20-21,Lucas Wallmark,F,CHI/FLA,20-21,Penalty Kill,LUCAS WALLMARK,20,20202021,19.35,20.91%,49.87%,42.53%
ALEX FORMENTONFOTT20-21,Alex Formenton,F,OTT,20-21,Penalty Kill,ALEX FORMENTON,20,20202021,39.01666667,36.25%,48.85%,36.38%
DEREK STEPANFOTT20-21,Derek Stepan,F,OTT,20-21,Penalty Kill,DEREK STEPAN,20,20202021,24.01666667,23.00%,51.50%,42.97%
SAMUEL MORINFPHI20-21,Samuel Morin,F,PHI,20-21,Penalty Kill,SAMUEL MORIN,20,20202021,11.98333333,10.84%,47.16%,31.93%
JACK EICHELFBUF20-21,Jack Eichel,F,BUF,20-21,Penalty Kill,JACK EICHEL,21,20202021,2.083333333,2.71%,36.57%,16.78%
TEUVO TERAVAINENFCAR20-21,Teuvo Teravainen,F,CAR,20-21,Penalty Kill,TEUVO TERAVAINEN,21,20202021,20.41666667,19.43%,49.43%,42.26%
NICO HISCHIERFN.J20-21,Nico Hischier,F,N.J,20-21,Penalty Kill,NICO HISCHIER,21,20202021,33.45,44.83%,52.62%,36.43%
MACKENZIE MACEACHERNFSTL20-21,Mackenzie Maceachern,F,STL,20-21,Penalty Kill,MACKENZIE MACEACHERN,21,20202021,20,20.69%,44.43%,36.40%
LOGAN O'CONNORFCOL20-21,Logan O'connor,F,COL,20-21,Penalty Kill,LOGAN O'CONNOR,22,20202021,38.03333333,34.63%,43.93%,42.54%
LIAS ANDERSSONFL.A20-21,Lias Andersson,F,L.A,20-21,Penalty Kill,LIAS ANDERSSON,23,20202021,8.733333333,7.79%,36.44%,32.62%
LIAM FOUDYFCBJ20-21,Liam Foudy,F,CBJ,20-21,Penalty Kill,LIAM FOUDY,24,20202021,13.1,14.11%,50.33%,38.36%
TYLER MOTTEFVAN20-21,Tyler Motte,F,VAN,20-21,Penalty Kill,TYLER MOTTE,24,20202021,73.86666667,53.17%,50.12%,48.82%
MICHAEL AMADIOFL.A/OTT20-21,Michael Amadio,F,L.A/OTT,20-21,Penalty Kill,MICHAEL AMADIO,25,20202021,2.683333333,2.14%,38.05%,26.53%
VINNIE HINOSTROZAFCHI/FLA20-21,Vinnie Hinostroza,F,CHI/FLA,20-21,Penalty Kill,VINNIE HINOSTROZA,26,20202021,7.883333333,7.08%,42.01%,38.74%
TY DELLANDREAFDAL20-21,Ty Dellandrea,F,DAL,20-21,Penalty Kill,TY DELLANDREA,26,20202021,9.633333333,6.94%,45.03%,41.13%
MATHIAS BROMEFDET20-21,Mathias Brome,F,DET,20-21,Penalty Kill,MATHIAS BROME,26,20202021,12.85,12.27%,49.31%,38.53%
JUSTIN DOWLINGFDAL20-21,Justin Dowling,F,DAL,20-21,Penalty Kill,JUSTIN DOWLING,27,20202021,3.316666667,2.77%,38.44%,42.32%
KYLE TURRISFEDM20-21,Kyle Turris,F,EDM,20-21,Penalty Kill,KYLE TURRIS,27,20202021,22.63333333,16.66%,49.61%,43.27%
RASMUS ASPLUNDFBUF20-21,Rasmus Asplund,F,BUF,20-21,Penalty Kill,RASMUS ASPLUND,28,20202021,21.35,19.28%,53.02%,36.24%
RHETT GARDNERFDAL20-21,Rhett Gardner,F,DAL,20-21,Penalty Kill,RHETT GARDNER,28,20202021,6.116666667,5.87%,39.80%,40.72%
MATT NIETOFS.J20-21,Matt Nieto,F,S.J,20-21,Penalty Kill,MATT NIETO,28,20202021,77.38333333,49.00%,46.06%,39.91%
OSKAR SUNDQVISTFSTL20-21,Oskar Sundqvist,F,STL,20-21,Penalty Kill,OSKAR SUNDQVIST,28,20202021,65.25,45.33%,47.49%,44.31%
JOHN HAYDENFARI20-21,John Hayden,F,ARI,20-21,Penalty Kill,JOHN HAYDEN,29,20202021,20.7,14.50%,44.74%,34.40%
FRANS NIELSENFDET20-21,Frans Nielsen,F,DET,20-21,Penalty Kill,FRANS NIELSEN,29,20202021,44.75,35.31%,50.27%,41.11%
MARCUS SORENSENFS.J20-21,Marcus Sorensen,F,S.J,20-21,Penalty Kill,MARCUS SORENSEN,29,20202021,42.75,26.65%,43.80%,39.62%
MATHIEU OLIVIERFNSH20-21,Mathieu Olivier,F,NSH,20-21,Penalty Kill,MATHIEU OLIVIER,30,20202021,12.35,7.56%,42.96%,37.75%
NOAH GREGORFS.J20-21,Noah Gregor,F,S.J,20-21,Penalty Kill,NOAH GREGOR,30,20202021,6.1,3.84%,36.34%,32.35%
JAY BEAGLEFVAN20-21,Jay Beagle,F,VAN,20-21,Penalty Kill,JAY BEAGLE,30,20202021,95.5,54.15%,51.07%,46.08%
PHILLIP DI GIUSEPPEFNYR20-21,Phillip Di Giuseppe,F,NYR,20-21,Penalty Kill,PHILLIP DI GIUSEPPE,31,20202021,5.85,3.47%,43.25%,39.39%
TYLER BOZAKFSTL20-21,Tyler Bozak,F,STL,20-21,Penalty Kill,TYLER BOZAK,31,20202021,60.01666667,38.59%,49.21%,40.27%
BRANDON TANEVFPIT20-21,Brandon Tanev,F,PIT,20-21,Penalty Kill,BRANDON TANEV,32,20202021,74.51666667,50.61%,50.90%,41.36%
MIKHAIL MALTSEVFN.J20-21,Mikhail Maltsev,F,N.J,20-21,Penalty Kill,MIKHAIL MALTSEV,33,20202021,4.05,2.81%,54.83%,34.61%
LEO KOMAROVFNYI20-21,Leo Komarov,F,NYI,20-21,Penalty Kill,LEO KOMAROV,33,20202021,38.66666667,31.88%,51.48%,42.38%
ROBERT THOMASFSTL20-21,Robert Thomas,F,STL,20-21,Penalty Kill,ROBERT THOMAS,33,20202021,4.55,2.69%,32.24%,29.76%
GAETAN HAASFEDM20-21,Gaetan Haas,F,EDM,20-21,Penalty Kill,GAETAN HAAS,34,20202021,61.21666667,39.64%,47.76%,44.20%
RYAN LOMBERGFFLA20-21,Ryan Lomberg,F,FLA,20-21,Penalty Kill,RYAN LOMBERG,34,20202021,15.1,9.00%,43.86%,38.66%
JARET ANDERSON-DOLANFL.A20-21,Jaret Anderson-dolan,F,L.A,20-21,Penalty Kill,JARET ANDERSON-DOLAN,34,20202021,32.6,20.78%,43.51%,33.26%
AUSTIN WATSONFOTT20-21,Austin Watson,F,OTT,20-21,Penalty Kill,AUSTIN WATSON,34,20202021,71.95,41.91%,55.02%,39.54%
SAM LAFFERTYFPIT20-21,Sam Lafferty,F,PIT,20-21,Penalty Kill,SAM LAFFERTY,34,20202021,3.683333333,2.18%,44.62%,40.63%
KYLE OKPOSOFBUF20-21,Kyle Okposo,F,BUF,20-21,Penalty Kill,KYLE OKPOSO,35,20202021,37.86666667,23.50%,50.50%,43.68%
EVAN RODRIGUESFPIT20-21,Evan Rodrigues,F,PIT,20-21,Penalty Kill,EVAN RODRIGUES,35,20202021,19.3,12.26%,44.53%,42.68%
ANTOINE ROUSSELFVAN20-21,Antoine Roussel,F,VAN,20-21,Penalty Kill,ANTOINE ROUSSEL,35,20202021,69.83333333,35.72%,52.75%,46.94%
MORGAN GEEKIEFCAR20-21,Morgan Geekie,F,CAR,20-21,Penalty Kill,MORGAN GEEKIE,36,20202021,3.683333333,1.95%,42.17%,41.17%
MARCUS JOHANSSONFMIN20-21,Marcus Johansson,F,MIN,20-21,Penalty Kill,MARCUS JOHANSSON,36,20202021,46.18333333,28.00%,47.58%,34.00%
BROCK MCGINNFCAR20-21,Brock Mcginn,F,CAR,20-21,Penalty Kill,BROCK MCGINN,37,20202021,78.2,39.54%,51.55%,43.87%
RILEY NASHFCBJ20-21,Riley Nash,F,CBJ,20-21,Penalty Kill,RILEY NASH,37,20202021,39.31666667,27.15%,47.47%,40.84%
ALEX VOLKOVFT.B/ANA20-21,Alex Volkov,F,T.B/ANA,20-21,Penalty Kill,ALEX VOLKOV,37,20202021,22.5,10.93%,45.80%,30.08%
TYLER PITLICKFARI20-21,Tyler Pitlick,F,ARI,20-21,Penalty Kill,TYLER PITLICK,38,20202021,79.13333333,38.74%,48.36%,45.58%
DRAKE CAGGIULAFARI/BUF20-21,Drake Caggiula,F,ARI/BUF,20-21,Penalty Kill,DRAKE CAGGIULA,38,20202021,33.73333333,17.67%,44.18%,38.15%
VALTTERI FILPPULAFDET20-21,Valtteri Filppula,F,DET,20-21,Penalty Kill,VALTTERI FILPPULA,38,20202021,19.63333333,12.02%,49.20%,33.82%
DEVIN SHOREFEDM20-21,Devin Shore,F,EDM,20-21,Penalty Kill,DEVIN SHORE,38,20202021,44.63333333,29.02%,47.43%,41.51%
LUKE KUNINFNSH20-21,Luke Kunin,F,NSH,20-21,Penalty Kill,LUKE KUNIN,38,20202021,13.33333333,7.45%,39.33%,37.26%
IVAN BARBASHEVFSTL20-21,Ivan Barbashev,F,STL,20-21,Penalty Kill,IVAN BARBASHEV,38,20202021,74.3,37.73%,45.68%,39.22%
STEVEN STAMKOSFT.B20-21,Steven Stamkos,F,T.B,20-21,Penalty Kill,STEVEN STAMKOS,38,20202021,22.8,10.88%,48.92%,42.31%
TOMAS NOSEKFVGK20-21,Tomas Nosek,F,VGK,20-21,Penalty Kill,TOMAS NOSEK,38,20202021,51.06666667,29.98%,44.60%,36.75%
TANNER KEROFDAL20-21,Tanner Kero,F,DAL,20-21,Penalty Kill,TANNER KERO,39,20202021,11.9,6.49%,37.32%,36.25%
MARCUS FOLIGNOFMIN20-21,Marcus Foligno,F,MIN,20-21,Penalty Kill,MARCUS FOLIGNO,39,20202021,54.4,29.52%,48.82%,35.85%
RYAN CARPENTERFCHI20-21,Ryan Carpenter,F,CHI,20-21,Penalty Kill,RYAN CARPENTER,40,20202021,86.63333333,46.14%,50.79%,47.61%
MICHAEL RASMUSSENFDET20-21,Michael Rasmussen,F,DET,20-21,Penalty Kill,MICHAEL RASMUSSEN,40,20202021,23.23333333,12.96%,41.46%,38.89%
JUJHAR KHAIRAFEDM20-21,Jujhar Khaira,F,EDM,20-21,Penalty Kill,JUJHAR KHAIRA,40,20202021,78.43333333,42.98%,53.07%,42.74%
ROCCO GRIMALDIFNSH20-21,Rocco Grimaldi,F,NSH,20-21,Penalty Kill,ROCCO GRIMALDI,40,20202021,18.53333333,9.63%,41.24%,33.19%
JADEN SCHWARTZFSTL20-21,Jaden Schwartz,F,STL,20-21,Penalty Kill,JADEN SCHWARTZ,40,20202021,28.95,14.42%,41.50%,36.54%
ISAC LUNDESTROMFANA20-21,Isac Lundestrom,F,ANA,20-21,Penalty Kill,ISAC LUNDESTROM,41,20202021,63.08333333,34.00%,44.19%,35.72%
CHRIS WAGNERFBOS20-21,Chris Wagner,F,BOS,20-21,Penalty Kill,CHRIS WAGNER,41,20202021,62.78333333,27.51%,48.60%,40.46%
JAKE DEBRUSKFBOS20-21,Jake Debrusk,F,BOS,20-21,Penalty Kill,JAKE DEBRUSK,41,20202021,29.26666667,13.27%,45.74%,34.22%
CASEY MITTELSTADTFBUF20-21,Casey Mittelstadt,F,BUF,20-21,Penalty Kill,CASEY MITTELSTADT,41,20202021,10.1,5.58%,48.35%,37.99%
BOONE JENNERFCBJ20-21,Boone Jenner,F,CBJ,20-21,Penalty Kill,BOONE JENNER,41,20202021,79.61666667,49.27%,51.37%,41.60%
ROOPE HINTZFDAL20-21,Roope Hintz,F,DAL,20-21,Penalty Kill,ROOPE HINTZ,41,20202021,50.6,26.89%,49.11%,39.59%
NOEL ACCIARIFFLA20-21,Noel Acciari,F,FLA,20-21,Penalty Kill,NOEL ACCIARI,41,20202021,105.7666667,53.47%,48.68%,42.27%
BLAKE LIZOTTEFL.A20-21,Blake Lizotte,F,L.A,20-21,Penalty Kill,BLAKE LIZOTTE,41,20202021,52.33333333,26.10%,45.77%,31.93%
JOEL ARMIAFMTL20-21,Joel Armia,F,MTL,20-21,Penalty Kill,JOEL ARMIA,41,20202021,62.23333333,32.35%,51.69%,43.30%
NATHAN BASTIANFN.J20-21,Nathan Bastian,F,N.J,20-21,Penalty Kill,NATHAN BASTIAN,41,20202021,50,26.89%,49.47%,38.08%
RUDOLFS BALCERSFS.J20-21,Rudolfs Balcers,F,S.J,20-21,Penalty Kill,RUDOLFS BALCERS,41,20202021,15.88333333,7.22%,44.31%,37.32%
SAM STEELFANA20-21,Sam Steel,F,ANA,20-21,Penalty Kill,SAM STEEL,42,20202021,16.58333333,7.74%,46.37%,38.83%
TRENT FREDERICFBOS20-21,Trent Frederic,F,BOS,20-21,Penalty Kill,TRENT FREDERIC,42,20202021,11.1,5.17%,34.69%,33.68%
MATTHEW HIGHMOREFCHI/VAN20-21,Matthew Highmore,F,CHI/VAN,20-21,Penalty Kill,MATTHEW HIGHMORE,42,20202021,45.86666667,22.17%,46.46%,38.97%
SAM GAGNERFDET20-21,Sam Gagner,F,DET,20-21,Penalty Kill,SAM GAGNER,42,20202021,51.56666667,28.65%,48.72%,38.27%
BRETT HOWDENFNYR20-21,Brett Howden,F,NYR,20-21,Penalty Kill,BRETT HOWDEN,42,20202021,83.96666667,39.47%,47.99%,38.11%
PIERRE ENGVALLFTOR20-21,Pierre Engvall,F,TOR,20-21,Penalty Kill,PIERRE ENGVALL,42,20202021,22.8,14.65%,42.90%,39.15%
DANTON HEINENFANA20-21,Danton Heinen,F,ANA,20-21,Penalty Kill,DANTON HEINEN,43,20202021,54.83333333,25.30%,46.42%,33.87%
DEREK RYANFCGY20-21,Derek Ryan,F,CGY,20-21,Penalty Kill,DEREK RYAN,43,20202021,75.91666667,36.98%,54.55%,41.53%
ANTHONY DUCLAIRFFLA20-21,Anthony Duclair,F,FLA,20-21,Penalty Kill,ANTHONY DUCLAIR,43,20202021,26.06666667,11.98%,39.15%,41.17%
CARTER VERHAEGHEFFLA20-21,Carter Verhaeghe,F,FLA,20-21,Penalty Kill,CARTER VERHAEGHE,43,20202021,11.7,5.44%,43.54%,42.02%
TEDDY BLUEGERFPIT20-21,Teddy Blueger,F,PIT,20-21,Penalty Kill,TEDDY BLUEGER,43,20202021,88.33333333,46.43%,48.78%,43.11%
ZACH HYMANFTOR20-21,Zach Hyman,F,TOR,20-21,Penalty Kill,ZACH HYMAN,43,20202021,82.35,46.38%,55.42%,45.60%
BRANDON SUTTERFVAN20-21,Brandon Sutter,F,VAN,20-21,Penalty Kill,BRANDON SUTTER,43,20202021,113.4833333,47.50%,53.00%,44.13%
TOBIAS RIEDERFBUF20-21,Tobias Rieder,F,BUF,20-21,Penalty Kill,TOBIAS RIEDER,44,20202021,72.1,38.86%,50.29%,42.76%
JORDAN MARTINOOKFCAR20-21,Jordan Martinook,F,CAR,20-21,Penalty Kill,JORDAN MARTINOOK,44,20202021,54.58333333,23.66%,42.49%,37.23%
JOAKIM NORDSTROMFCGY20-21,Joakim Nordstrom,F,CGY,20-21,Penalty Kill,JOAKIM NORDSTROM,44,20202021,99.13333333,44.86%,53.43%,44.97%
BRANDON SAADFCOL20-21,Brandon Saad,F,COL,20-21,Penalty Kill,BRANDON SAAD,44,20202021,5.133333333,2.12%,38.16%,35.44%
DYLAN LARKINFDET20-21,Dylan Larkin,F,DET,20-21,Penalty Kill,DYLAN LARKIN,44,20202021,14.83333333,7.40%,47.30%,34.32%
EETU LUOSTARINENFFLA20-21,Eetu Luostarinen,F,FLA,20-21,Penalty Kill,EETU LUOSTARINEN,44,20202021,91.33333333,41.72%,47.65%,44.10%
JUHO LAMMIKKOFFLA20-21,Juho Lammikko,F,FLA,20-21,Penalty Kill,JUHO LAMMIKKO,44,20202021,42.16666667,21.18%,43.89%,39.10%
MICHAEL RAFFLFPHI/WSH20-21,Michael Raffl,F,PHI/WSH,20-21,Penalty Kill,MICHAEL RAFFL,44,20202021,44.01666667,20.49%,44.81%,37.28%
NATE THOMPSONFWPG20-21,Nate Thompson,F,WPG,20-21,Penalty Kill,NATE THOMPSON,44,20202021,60.58333333,32.03%,50.18%,43.10%
LARS ELLERFWSH20-21,Lars Eller,F,WSH,20-21,Penalty Kill,LARS ELLER,44,20202021,86.48333333,38.24%,51.02%,41.12%
ADAM HENRIQUEFANA20-21,Adam Henrique,F,ANA,20-21,Penalty Kill,ADAM HENRIQUE,45,20202021,40.68333333,17.41%,45.05%,37.22%
ANDERS BJORKFBOS/BUF20-21,Anders Bjork,F,BOS/BUF,20-21,Penalty Kill,ANDERS BJORK,45,20202021,71.56666667,32.97%,53.24%,40.10%
STEVEN LORENTZFCAR20-21,Steven Lorentz,F,CAR,20-21,Penalty Kill,STEVEN LORENTZ,45,20202021,8.183333333,3.47%,37.72%,29.83%
CARL SODERBERGFCHI/COL20-21,Carl Soderberg,F,CHI/COL,20-21,Penalty Kill,CARL SODERBERG,45,20202021,61.9,29.32%,48.43%,42.12%
ZACH PARISEFMIN20-21,Zach Parise,F,MIN,20-21,Penalty Kill,ZACH PARISE,45,20202021,23.3,9.81%,38.97%,32.55%
YAKOV TRENINFNSH20-21,Yakov Trenin,F,NSH,20-21,Penalty Kill,YAKOV TRENIN,45,20202021,6.333333333,2.68%,39.70%,34.37%
SEAN COUTURIERFPHI20-21,Sean Couturier,F,PHI,20-21,Penalty Kill,SEAN COUTURIER,45,20202021,90.06666667,40.92%,54.21%,40.92%
MARK JANKOWSKIFPIT20-21,Mark Jankowski,F,PIT,20-21,Penalty Kill,MARK JANKOWSKI,45,20202021,78.31666667,39.13%,51.56%,40.64%
ZACH ASTON-REESEFPIT20-21,Zach Aston-reese,F,PIT,20-21,Penalty Kill,ZACH ASTON-REESE,45,20202021,82.3,41.68%,49.41%,44.10%
DEREK GRANTFANA20-21,Derek Grant,F,ANA,20-21,Penalty Kill,DEREK GRANT,46,20202021,122.4166667,50.32%,47.16%,35.78%
MAX JONESFANA20-21,Max Jones,F,ANA,20-21,Penalty Kill,MAX JONES,46,20202021,34.88333333,14.23%,43.30%,32.08%
CODY EAKINFBUF20-21,Cody Eakin,F,BUF,20-21,Penalty Kill,CODY EAKIN,46,20202021,73.4,37.59%,49.11%,38.08%
JESPER FASTFCAR20-21,Jesper Fast,F,CAR,20-21,Penalty Kill,JESPER FAST,46,20202021,53.91666667,22.50%,41.68%,36.23%
PAUL BYRONFMTL20-21,Paul Byron,F,MTL,20-21,Penalty Kill,PAUL BYRON,46,20202021,72.7,32.10%,54.94%,42.38%
JESPER BRATTFN.J20-21,Jesper Bratt,F,N.J,20-21,Penalty Kill,JESPER BRATT,46,20202021,19.03333333,10.12%,49.52%,34.96%
TRAVIS ZAJACFN.J/NYI20-21,Travis Zajac,F,N.J/NYI,20-21,Penalty Kill,TRAVIS ZAJAC,46,20202021,94.1,46.10%,52.05%,40.12%
COLTON SCEVIOURFPIT20-21,Colton Sceviour,F,PIT,20-21,Penalty Kill,COLTON SCEVIOUR,46,20202021,58.23333333,27.92%,46.48%,42.39%
JAKOB SILFVERBERGFANA20-21,Jakob Silfverberg,F,ANA,20-21,Penalty Kill,JAKOB SILFVERBERG,47,20202021,93.36666667,38.92%,47.15%,37.04%
SEAN KURALYFBOS20-21,Sean Kuraly,F,BOS,20-21,Penalty Kill,SEAN KURALY,47,20202021,86,33.69%,49.41%,39.19%
VINCENT TROCHECKFCAR20-21,Vincent Trocheck,F,CAR,20-21,Penalty Kill,VINCENT TROCHECK,47,20202021,46.91666667,18.59%,51.28%,43.20%
CEDRIC PAQUETTEFCAR/OTT20-21,Cedric Paquette,F,CAR/OTT,20-21,Penalty Kill,CEDRIC PAQUETTE,47,20202021,30.61666667,11.80%,50.96%,41.15%
DARREN HELMFDET20-21,Darren Helm,F,DET,20-21,Penalty Kill,DARREN HELM,47,20202021,84.23333333,40.56%,50.78%,41.85%
ARTTURI LEHKONENFMTL20-21,Artturi Lehkonen,F,MTL,20-21,Penalty Kill,ARTTURI LEHKONEN,47,20202021,94.96666667,42.35%,53.63%,44.49%
JAKE EVANSFMTL20-21,Jake Evans,F,MTL,20-21,Penalty Kill,JAKE EVANS,47,20202021,84.7,37.08%,51.70%,41.15%
ANTHONY BEAUVILLIERFNYI20-21,Anthony Beauvillier,F,NYI,20-21,Penalty Kill,ANTHONY BEAUVILLIER,47,20202021,18.5,9.42%,47.55%,40.16%
COLIN BLACKWELLFNYR20-21,Colin Blackwell,F,NYR,20-21,Penalty Kill,COLIN BLACKWELL,47,20202021,32.9,14.48%,45.79%,37.67%
TOM WILSONFWSH20-21,Tom Wilson,F,WSH,20-21,Penalty Kill,TOM WILSON,47,20202021,72.85,30.05%,50.88%,37.93%
RYAN GETZLAFFANA20-21,Ryan Getzlaf,F,ANA,20-21,Penalty Kill,RYAN GETZLAF,48,20202021,26.06666667,10.49%,48.70%,36.81%
SAM BENNETTFCGY/FLA20-21,Sam Bennett,F,CGY/FLA,20-21,Penalty Kill,SAM BENNETT,48,20202021,44.51666667,18.43%,47.14%,37.00%
J.T. COMPHERFCOL20-21,J.t. Compher,F,COL,20-21,Penalty Kill,J.T. COMPHER,48,20202021,105.9666667,43.00%,47.19%,44.59%
RYAN JOHANSENFNSH20-21,Ryan Johansen,F,NSH,20-21,Penalty Kill,RYAN JOHANSEN,48,20202021,22.81666667,9.34%,51.27%,38.02%
NICOLAS DESLAURIERSFANA20-21,Nicolas Deslauriers,F,ANA,20-21,Penalty Kill,NICOLAS DESLAURIERS,49,20202021,7.6,3.07%,39.50%,29.76%
ALEX TEXIERFCBJ20-21,Alex Texier,F,CBJ,20-21,Penalty Kill,ALEX TEXIER,49,20202021,53.35,26.21%,50.64%,40.98%
NICK FOLIGNOFCBJ/TOR20-21,Nick Foligno,F,CBJ/TOR,20-21,Penalty Kill,NICK FOLIGNO,49,20202021,79.85,40.14%,47.65%,42.75%
CALLE JARNKROKFNSH20-21,Calle Jarnkrok,F,NSH,20-21,Penalty Kill,CALLE JARNKROK,49,20202021,97.11666667,42.06%,50.83%,38.41%
DYLAN GAMBRELLFS.J20-21,Dylan Gambrell,F,S.J,20-21,Penalty Kill,DYLAN GAMBRELL,49,20202021,110.1666667,42.07%,46.29%,40.21%
CURTIS LAZARFBUF/BOS20-21,Curtis Lazar,F,BUF/BOS,20-21,Penalty Kill,CURTIS LAZAR,50,20202021,100.8166667,44.77%,48.19%,44.28%
SEAN MONAHANFCGY20-21,Sean Monahan,F,CGY,20-21,Penalty Kill,SEAN MONAHAN,50,20202021,24.8,9.99%,43.64%,31.21%
ALEKSANDER BARKOVFFLA20-21,Aleksander Barkov,F,FLA,20-21,Penalty Kill,ALEKSANDER BARKOV,50,20202021,70.2,29.38%,48.98%,41.91%
KEVIN FIALAFMIN20-21,Kevin Fiala,F,MIN,20-21,Penalty Kill,KEVIN FIALA,50,20202021,17.01666667,7.38%,42.83%,31.08%
NICO STURMFMIN20-21,Nico Sturm,F,MIN,20-21,Penalty Kill,NICO STURM,50,20202021,60.55,25.89%,48.27%,36.55%
ANDREAS JOHNSSONFN.J20-21,Andreas Johnsson,F,N.J,20-21,Penalty Kill,ANDREAS JOHNSSON,50,20202021,19.35,8.66%,50.56%,35.66%
PAVEL ZACHAFN.J20-21,Pavel Zacha,F,N.J,20-21,Penalty Kill,PAVEL ZACHA,50,20202021,66.3,30.01%,51.14%,39.91%
CAL CLUTTERBUCKFNYI20-21,Cal Clutterbuck,F,NYI,20-21,Penalty Kill,CAL CLUTTERBUCK,50,20202021,87.96666667,44.03%,53.74%,46.51%
CHRIS KREIDERFNYR20-21,Chris Kreider,F,NYR,20-21,Penalty Kill,CHRIS KREIDER,50,20202021,25.05,10.03%,46.66%,34.25%
OSKAR LINDBLOMFPHI20-21,Oskar Lindblom,F,PHI,20-21,Penalty Kill,OSKAR LINDBLOM,50,20202021,75.16666667,30.73%,49.86%,38.64%
TOMAS HERTLFS.J20-21,Tomas Hertl,F,S.J,20-21,Penalty Kill,TOMAS HERTL,50,20202021,83.83333333,31.46%,45.79%,37.81%
KYLE CLIFFORDFSTL20-21,Kyle Clifford,F,STL,20-21,Penalty Kill,KYLE CLIFFORD,50,20202021,23.16666667,10.13%,40.45%,35.81%
ANTHONY CIRELLIFT.B20-21,Anthony Cirelli,F,T.B,20-21,Penalty Kill,ANTHONY CIRELLI,50,20202021,102.8333333,37.65%,46.06%,37.28%
JIMMY VESEYFTOR/VAN20-21,Jimmy Vesey,F,TOR/VAN,20-21,Penalty Kill,JIMMY VESEY,50,20202021,57.25,24.66%,48.06%,40.15%
NICOLAS ROYFVGK20-21,Nicolas Roy,F,VGK,20-21,Penalty Kill,NICOLAS ROY,50,20202021,42.33333333,19.32%,41.19%,37.46%
BLAKE WHEELERFWPG20-21,Blake Wheeler,F,WPG,20-21,Penalty Kill,BLAKE WHEELER,50,20202021,3.666666667,1.71%,29.78%,24.61%
LAWSON CROUSEFARI20-21,Lawson Crouse,F,ARI,20-21,Penalty Kill,LAWSON CROUSE,51,20202021,101.8333333,41.76%,46.68%,42.10%
CHARLIE COYLEFBOS20-21,Charlie Coyle,F,BOS,20-21,Penalty Kill,CHARLIE COYLE,51,20202021,96.11666667,33.84%,48.59%,37.40%
DILLON DUBEFCGY20-21,Dillon Dube,F,CGY,20-21,Penalty Kill,DILLON DUBE,51,20202021,6.766666667,2.63%,39.47%,39.07%
JOONAS DONSKOIFCOL20-21,Joonas Donskoi,F,COL,20-21,Penalty Kill,JOONAS DONSKOI,51,20202021,60.8,23.29%,42.36%,41.60%
BLAKE COMEAUFDAL20-21,Blake Comeau,F,DAL,20-21,Penalty Kill,BLAKE COMEAU,51,20202021,85.43333333,39.12%,50.22%,43.02%
JASON DICKINSONFDAL20-21,Jason Dickinson,F,DAL,20-21,Penalty Kill,JASON DICKINSON,51,20202021,83.63333333,36.14%,48.82%,39.82%
RYAN HARTMANFMIN20-21,Ryan Hartman,F,MIN,20-21,Penalty Kill,RYAN HARTMAN,51,20202021,67.45,27.25%,44.91%,31.72%
KYLE PALMIERIFN.J/NYI20-21,Kyle Palmieri,F,N.J/NYI,20-21,Penalty Kill,KYLE PALMIERI,51,20202021,26.41666667,11.68%,49.88%,37.69%
