"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"679","Vinni Lettieri","ANA","C","5","9.3","1.86","96.77","19.35","83.33","77.42","19.35","80.00","51.61","19.35","72.73","0","0","-","6.7","1.64","80.37","70.97","12.9","84.62","19.35","6.45","75.00","0","0","-","68.82","8.6","88.89","0","0","-","37.28","0","100.00","0","0","-","0.00","100.00","1.000","38.71","0","0","19.35","100.00","51.61","0","0","100.00"
"688","Morgan Geekie","CAR","C","36","37.233333333333","1.0342592592593","78.96","19.34","80.33","56.4","16.11","77.78","41.9","11.28","78.79","6.45","0","100.00","5.38","0.96","84.89","37.06","9.67","79.31","17.73","8.06","68.75","1.61","0","100.00","25.78","2.15","92.31","4.3","0","100.00","58.19","11.64","83.33","2.33","0","100.00","15.38","100.00","1.154","17.73","9.67","1.61","53.18","91.67","25.78","17.73","4.83","84.21"
"287","Mark Scheifele","WPG","C","56","183.45","3.2758928571429","99.1","19.3","83.70","73.92","16.03","82.18","53.31","13.08","80.30","7.2","0.98","88.00","6.53","1.14","85.12","56.58","10.14","84.80","18.32","5.56","76.71","2.29","0.65","77.78","51.02","6.11","89.31","3.49","0.44","88.89","60","6.61","90.07","2.83","0","100.00","13.50","92.50","1.060","25.51","4.25","0.33","7.2","98.73","54.95","7.52","2.29","96.00"
"531","Christian Fischer","ARI","R","52","18.65","0.35865384615385","54.69","19.3","73.91","41.82","19.3","68.42","32.17","19.3","62.50","12.87","0","100.00","2.33","1.34","63.45","22.52","9.65","70.00","3.22","9.65","25.00","0","0","-","25.74","0","100.00","8.58","0","100.00","46.47","4.65","90.91","9.29","0","100.00","40.00","100.00","1.400","35.39","12.87","0","45.04","100.00","61.13","16.09","0","100.00"
"652","Troy Stecher","DET","D","44","12.466666666667","0.28333333333333","48.13","19.25","71.43","43.32","19.25","69.23","33.69","9.63","77.78","0","0","-","3.04","1.52","66.67","9.63","14.44","40.00","0","0","-","0","0","-","12.83","19.25","40.00","0","0","-","55.61","0","100.00","0","0","-","0.00","100.00","1.000","33.69","14.44","4.81","139.57","87.50","38.5","19.25","4.81","88.89"
"600","Kevin Rooney","NYR","C","54","6.25","0.11574074074074","28.8","19.2","60.00","28.8","19.2","60.00","9.6","19.2","33.33","0","9.6","0.00","1.75","1.86","48.51","9.6","0","100.00","0","0","-","0","0","-","12.8","0","100.00","0","0","-","27.73","13.87","66.67","0","0","-","0.00","50.00","0.500","76.8","9.6","19.2","182.4","80.00","86.4","19.2","19.2","81.82"
"393","Oliver Bjorkstrand","CBJ","R","56","91.066666666667","1.6261904761905","82.36","19.11","81.17","68.52","15.81","81.25","49.41","14.49","77.32","6.59","1.32","83.33","5.42","1.52","78.09","33.6","11.2","75.00","8.57","8.57","50.00","1.98","0.66","75.00","33.38","3.51","90.48","2.64","0.88","75.00","67.57","8.57","88.75","3.81","0","100.00","13.33","90.91","1.042","25.04","5.27","0.66","28.99","97.44","50.73","9.22","2.64","95.06"
"331","Matt Grzelcyk","BOS","D","37","101.05","2.7310810810811","100.94","19","84.16","77.19","17.22","81.76","55.22","14.25","79.49","7.13","1.78","80.00","6.71","1.04","86.59","54.03","8.31","86.67","19.59","4.75","80.49","4.16","0","100.00","45.92","4.75","90.63","0.79","1.58","33.33","66.9","7.72","89.66","3.43","0.86","80.00","12.90","87.50","1.004","27.31","5.34","0.59","5.94","97.87","60.56","10.09","2.38","96.23"
"177","Craig Smith","BOS","C","54","82.216666666667","1.5225308641975","67.14","18.97","77.97","50.35","17.51","74.19","34.3","13.14","72.31","6.57","0.73","90.00","4.01","1.22","76.68","32.84","8.76","78.95","13.87","5.84","70.37","2.19","0","100.00","25.3","3.89","86.67","2.92","0","100.00","45.33","8.43","84.31","3.16","1.05","75.00","19.15","94.44","1.136","14.6","8.03","2.92","51.81","83.33","31.38","11.68","5.11","86.00"
"514","Kyle Connor","WPG","L","56","170.91666666667","3.0520833333333","98.64","18.96","83.88","75.83","16.15","82.44","53.36","12.99","80.42","7.37","1.05","87.50","6.77","1.18","85.17","57.57","10.53","84.54","18.61","5.62","76.81","2.46","0.7","77.78","51.96","6.55","88.80","3.28","0.47","87.50","58.31","6.08","90.55","3.04","0","100.00","13.82","91.89","1.057","29.84","3.86","0.7","7.37","97.70","53.71","6.67","2.81","95.03"
"814","Shane Pinto","OTT","C","12","6.3333333333333","0.52777777777778","66.32","18.95","77.78","37.89","18.95","66.67","28.42","9.47","75.00","9.47","0","100.00","10.35","0.48","95.59","37.89","9.47","80.00","28.42","0","100.00","9.47","0","100.00","12.63","12.63","50.00","0","0","-","41.05","0","100.00","0","0","-","33.33","100.00","1.333","56.84","0","0","37.89","100.00","66.32","9.47","0","100.00"
"75","Steven Kampfer","BOS","D","20","15.85","0.7925","60.57","18.93","76.19","49.21","15.14","76.47","34.07","7.57","81.82","15.14","0","100.00","4.58","0.38","92.27","18.93","7.57","71.43","11.36","0","100.00","7.57","0","100.00","10.09","10.09","50.00","5.05","0","100.00","49.21","5.47","90.00","5.47","0","100.00","44.44","100.00","1.444","7.57","3.79","7.57","71.92","50.00","22.71","15.14","15.14","60.00"
"789","Yegor Sharangovich","N.J","C","54","53.9","0.99814814814815","74.58","18.92","79.76","53.43","18.92","73.85","41.19","16.7","71.15","4.45","3.34","57.14","5.24","2.39","68.63","33.4","12.24","73.17","14.47","5.57","72.22","2.23","1.11","66.67","25.23","8.91","73.91","2.97","1.48","66.67","57.88","1.61","97.30","0","0","-","10.81","80.00","0.908","24.49","11.13","1.11","37.85","95.65","44.53","18.92","4.45","90.91"
"427","Alex Wennberg","FLA","C","56","107.91666666667","1.9270833333333","83.4","18.9","81.52","61.16","16.68","78.57","47.26","15.01","75.89","5","0.56","90.00","5.14","1.78","74.21","35.03","8.34","80.77","16.12","4.45","78.38","2.22","0","100.00","25.2","5.19","82.93","1.48","0.74","66.67","65.85","8.03","89.13","2.41","0","100.00","10.59","96.30","1.069","21.68","7.78","1.11","35.03","95.12","42.81","10.56","5","89.53"
"24","Mark Giordano","CGY","D","56","133.65","2.3866071428571","94.73","18.86","83.40","74.52","17.06","81.37","52.97","12.57","80.82","7.18","1.8","80.00","6.46","1.16","84.75","47.14","8.98","84.00","18.86","2.69","87.50","1.35","0.45","75.00","37.71","8.38","81.82","4.79","1.2","80.00","66.14","6.48","91.07","3.24","0.65","83.33","13.56","85.71","0.993","24.69","6.73","1.8","30.08","93.22","44","9.43","3.59","92.45"
"261","Adam Lowry","WPG","C","52","44.533333333333","0.85641025641026","101.05","18.86","84.27","78.14","16.17","82.86","59.28","14.82","80.00","2.69","0","100.00","6.36","0.68","90.38","57.93","6.74","89.58","18.86","2.69","87.50","1.35","0","100.00","52.1","5.39","90.63","0","0","-","62.28","7.78","88.89","1.95","0","100.00","4.55","100.00","1.045","26.95","5.39","1.35","49.85","95.24","44.46","6.74","2.69","94.29"
"426","Josh Morrissey","WPG","D","56","162.7","2.9053571428571","96.25","18.81","83.65","74.86","15.86","82.52","52.74","13.64","79.44","6.27","0.74","89.47","6.53","1.1","85.61","55.69","9.59","85.31","16.96","5.53","75.41","1.84","0.37","83.33","51.63","5.41","90.52","2.95","0.49","85.71","57","5.33","91.45","2.66","0","100.00","11.89","94.59","1.065","27.29","4.06","0.37","15.49","98.67","56.05","7.01","2.21","96.20"
"35","Alexander Edler","VAN","D","52","16","0.30769230769231","78.75","18.75","80.77","45","15","75.00","30","3.75","88.89","3.75","0","100.00","4.29","0.83","83.71","41.25","18.75","68.75","11.25","7.5","60.00","0","0","-","40","15","72.73","0","0","-","54.17","0","100.00","5.42","0","100.00","12.50","100.00","1.125","18.75","11.25","0","56.25","100.00","33.75","11.25","0","100.00"
"33","David Krejci","BOS","C","51","128.35","2.5166666666667","98.64","18.7","84.06","78.07","16.83","82.27","51.89","13.56","79.29","12.15","0.93","92.86","6.92","1.04","86.95","48.62","7.48","86.67","21.04","5.14","80.36","5.61","0.47","92.31","36.77","3.12","92.19","4.99","0.62","88.89","70.22","6.75","91.23","4.05","0","100.00","23.42","93.10","1.165","25.71","3.74","0.93","21.04","96.49","51.42","8.41","4.21","92.44"
"62","Milan Lucic","CGY","L","56","83.666666666667","1.4940476190476","81.04","18.65","81.29","60.96","17.93","77.27","38.73","15.78","71.05","5.74","2.15","72.73","4.7","1.26","78.90","35.86","11.47","75.76","12.19","3.59","77.27","1.43","1.43","50.00","31.55","10.52","75.00","2.87","0.96","75.00","61.12","4.14","93.65","3.11","0","100.00","14.81","86.36","1.012","30.84","4.3","1.43","50.2","95.56","40.16","9.32","3.59","91.80"
"431","Anthony Mantha","DET, WSH","R","56","138.81666666667","2.478869047619","87.74","18.59","82.52","68.72","16.42","80.71","50.57","14.7","77.48","3.89","1.3","75.00","5.96","0.94","86.42","40.63","7.78","83.93","15.13","4.32","77.78","0.86","0","100.00","34","4.61","88.06","1.73","0.58","75.00","64.93","8.74","88.14","2.5","1.25","66.67","7.69","91.18","0.989","26.8","3.89","1.3","22.04","95.38","47.54","9.08","3.89","92.44"
"778","Rasmus Sandin","TOR","D","9","16.266666666667","1.8074074074074","73.77","18.44","80.00","70.08","18.44","79.17","51.64","14.75","77.78","0","3.69","0.00","5.36","3.32","61.76","44.26","3.69","92.31","14.75","0","100.00","0","0","-","39.34","4.92","88.89","0","0","-","42.62","5.33","88.89","0","0","-","0.00","75.00","0.750","29.51","3.69","3.69","14.75","88.89","44.26","11.07","3.69","92.31"
"454","William Nylander","TOR","R","51","124.13333333333","2.4339869281046","111.65","18.37","85.87","88.94","16.92","84.02","62.84","14.02","81.76","8.22","2.42","77.27","9.19","2.11","81.37","72.5","12.08","85.71","33.35","5.32","86.25","3.87","1.93","66.67","52.2","9.02","85.26","3.87","0","100.00","54.46","4.19","92.86","2.09","0","100.00","13.08","82.76","0.958","28.03","3.87","0.48","14.5","98.31","55.1","6.77","1.45","97.44"
"758","Evan Bouchard","EDM","D","14","9.8166666666667","0.70119047619048","79.46","18.34","81.25","61.12","18.34","76.92","36.67","12.22","75.00","6.11","0","100.00","4.91","1.46","77.04","42.78","6.11","87.50","6.11","6.11","50.00","0","0","-","48.9","0","100.00","8.15","0","100.00","52.97","8.83","85.71","0","0","-","16.67","100.00","1.167","24.45","0","6.11","73.34","80.00","36.67","6.11","6.11","85.71"
"613","Alex DeBrincat","CHI","L","52","199.65","3.8394230769231","82.04","18.33","81.74","60.71","15.93","79.22","47.48","14.12","77.07","7.21","1.5","82.76","5.92","1.53","79.48","51.69","9.92","83.90","16.53","6.01","73.33","3.91","0.9","81.25","46.88","5.21","90.00","3.61","0.4","90.00","42.11","7.38","85.09","0.87","0","100.00","15.19","89.36","1.046","27.95","4.81","0","4.51","100.00","57.4","8.72","1.8","96.95"
"298","Vladislav Namestnikov","DET","C","53","45.95","0.86698113207547","54.84","18.28","75.00","40.48","15.67","72.09","33.95","14.36","70.27","0","1.31","0.00","3.17","1.45","68.63","22.2","5.22","80.95","7.83","1.31","85.71","0","0","-","19.15","5.22","78.57","0","0","-","47.15","5.66","89.29","0","0","-","0.00","90.91","0.909","33.95","6.53","0","50.92","100.00","45.7","9.14","2.61","94.59"
"403","Ryan Hartman","MIN","R","51","59.183333333333","1.1604575163399","82.12","18.25","81.82","61.84","18.25","77.22","40.55","12.17","76.92","10.14","0","100.00","4.12","0.8","83.78","33.46","7.1","82.50","7.1","5.07","58.33","2.03","0","100.00","35.15","2.7","92.86","9.46","0","100.00","67.36","5.86","92.00","1.46","0","100.00","25.00","100.00","1.250","20.28","9.12","2.03","47.65","90.91","36.5","16.22","5.07","87.80"
"7","Frans Nielsen","DET","C","29","3.3","0.11379310344828","18.18","18.18","50.00","18.18","18.18","50.00","18.18","18.18","50.00","0","0","-","0.7","0.73","49.01","0","18.18","0.00","0","0","-","0","0","-","0","24.24","0.00","0","0","-","26.26","0","100.00","0","0","-","0.00","100.00","1.000","54.55","36.36","0","127.27","100.00","54.55","36.36","18.18","75.00"
"389","Jake Guentzel","PIT","L","56","168.38333333333","3.0068452380952","101.91","18.17","84.87","77.32","16.03","82.82","60.22","13.54","81.64","10.69","1.07","90.91","7.83","1.18","86.89","61.29","10.33","85.57","27.08","5.7","82.61","6.41","0.71","90.00","45.61","6.18","88.07","3.33","0.48","87.50","55.07","6.69","89.17","2.57","0","100.00","17.75","92.11","1.099","31","4.63","0","4.28","100.00","63.78","8.55","3.21","95.21"
"352","Andreas Athanasiou","L.A","C","47","86.416666666667","1.8386524822695","74.99","18.05","80.60","48.6","17.36","73.68","31.94","15.27","67.65","1.39","0.69","66.67","4.34","1.38","75.86","36.1","7.64","82.54","15.97","2.08","88.46","0.69","0.69","50.00","26.85","7.41","78.38","0","0","-","51.15","4.01","92.73","1","0","100.00","4.35","95.45","0.998","19.44","4.86","0.69","47.21","96.55","27.08","8.33","2.08","92.86"
"79","Kevin Shattenkirk","ANA","D","55","116.56666666667","2.1193939393939","96.77","18.02","84.30","76.18","16.99","81.77","54.05","12.35","81.40","3.6","1.54","70.00","6.22","1.17","84.22","46.84","9.78","82.73","15.44","4.63","76.92","1.54","0.51","75.00","41.86","6.86","85.92","1.37","0.69","66.67","71.38","2.23","96.97","1.49","0","100.00","6.67","87.50","0.942","30.88","6.18","0","20.59","100.00","56.62","9.78","1.03","98.21"
"49","Niklas Hjalmarsson","ARI","D","41","3.3333333333333","0.08130081300813","72","18","80.00","54","18","75.00","54","18","75.00","36","0","100.00","21.3","0.57","97.40","54","0","100.00","18","0","100.00","18","0","100.00","48","0","100.00","0","0","-","0","26","0.00","0","0","-","66.67","100.00","1.667","0","0","18","198","0.00","0","36","18","0.00"
"699","Eeli Tolvanen","NSH","R","40","93.55","2.33875","101.34","17.96","84.95","71.19","17.32","80.43","53.87","12.83","80.77","10.26","0.64","94.12","5.28","1.03","83.74","42.33","10.26","80.49","15.39","3.21","82.76","3.85","0.64","85.71","35.92","9.41","79.25","3.42","0","100.00","83.38","6.48","92.78","5.56","0","100.00","19.05","95.00","1.140","41.69","3.21","0","8.34","100.00","62.85","5.77","2.57","96.08"
"154","Evander Kane","S.J","L","56","154.08333333333","2.7514880952381","99.3","17.91","84.72","74.38","15.58","82.68","56.07","14.41","79.56","5.45","0.78","87.50","6.8","1.15","85.49","47.12","8.57","84.62","18.69","4.67","80.00","2.73","0.78","77.78","37.9","5.19","87.95","2.6","0","100.00","72","4.5","94.12","1.12","0","100.00","9.72","94.59","1.043","33.1","5.06","0.39","15.19","98.84","55.29","8.96","1.95","96.60"
"59","Kyle Okposo","BUF","R","35","20.116666666667","0.5747619047619","80.53","17.9","81.82","65.62","17.9","78.57","44.74","14.91","75.00","8.95","0","100.00","5.77","0.18","97.02","26.84","2.98","90.00","17.9","0","100.00","5.97","0","100.00","11.93","3.98","75.00","0","0","-","77.55","0","100.00","4.31","0","100.00","20.00","100.00","1.200","35.79","8.95","0","59.65","100.00","41.76","11.93","0","100.00"
"457","Kevin Fiala","MIN","L","50","154.16666666667","3.0833333333333","103.14","17.9","85.21","79.39","14.01","85.00","59.55","11.68","83.61","6.23","1.17","84.21","6.5","0.89","87.94","47.48","7.39","86.52","17.51","3.5","83.33","3.5","0.78","81.82","39.96","5.19","88.51","2.59","0.52","83.33","78.14","8.43","90.26","1.12","0","100.00","10.46","90.00","1.005","33.47","3.5","0","7.01","100.00","60.71","5.84","0.39","99.36"
"440","Ryan Carpenter","CHI","C","40","40.266666666667","1.0066666666667","58.11","17.88","76.47","44.7","17.88","71.43","31.29","16.39","65.63","7.45","1.49","83.33","3.37","1.83","64.77","31.29","7.45","80.77","10.43","7.45","58.33","2.98","1.49","66.67","27.81","0","100.00","5.96","0","100.00","36.59","10.76","77.27","0","0","-","23.81","90.91","1.147","44.7","2.98","1.49","8.94","96.77","67.05","2.98","2.98","95.74"
"392","Carter Verhaeghe","FLA","C","43","60.483333333333","1.4065891472868","81.34","17.86","82.00","60.51","17.86","77.22","40.67","16.86","70.69","2.98","0","100.00","5.26","0.66","88.78","35.71","4.96","87.80","18.85","1.98","90.48","1.98","0","100.00","22.49","3.97","85.00","1.32","0","100.00","60.18","8.6","87.50","0","0","-","7.32","100.00","1.073","26.78","10.91","1.98","38.69","93.10","43.65","10.91","4.96","89.80"
"65","Claude Giroux","PHI","C","54","141.6","2.6222222222222","102.97","17.8","85.26","77.54","14.83","83.94","53.81","11.44","82.47","7.63","2.12","78.26","7.4","0.82","90.03","50.42","8.05","86.23","24.15","3.39","87.69","5.51","1.27","81.25","35.03","6.21","84.93","1.69","0.56","75.00","72.83","6.12","92.25","1.22","0.61","66.67","14.17","81.48","0.957","33.05","5.08","0","20.76","100.00","58.05","8.05","1.27","97.86"
"116","Erik Karlsson","S.J","D","52","152.4","2.9307692307692","101.18","17.72","85.10","74.41","14.57","83.63","55.51","12.2","81.98","5.12","0.39","92.86","6.45","0.88","88.03","46.85","7.87","85.61","18.11","3.94","82.14","2.76","0.39","87.50","38.32","5.25","87.95","2.1","0","100.00","75.07","6.82","91.67","1.14","0","100.00","9.22","96.77","1.060","28.74","4.72","1.18","11.02","96.05","58.27","8.27","2.76","95.48"
"27","Blake Wheeler","WPG","R","50","149.03333333333","2.9806666666667","97.83","17.71","84.67","72.47","14.09","83.72","51.93","11.27","82.17","7.25","0.81","90.00","6.17","1.04","85.51","53.55","8.86","85.81","16.51","5.23","75.93","2.42","0.4","85.71","49.38","4.83","91.09","4.29","0.54","88.89","62.8","7.56","89.26","2.33","0","100.00","13.95","92.86","1.068","33.01","4.43","1.21","4.43","96.47","57.17","6.44","2.82","95.30"
"717","Josh Norris","OTT","C","56","139.03333333333","2.4827380952381","88.04","17.69","83.27","69.91","15.1","82.23","53.94","10.79","83.33","6.9","0.43","94.12","6.79","0.77","89.83","52.65","6.47","89.05","23.74","2.16","91.67","3.45","0.43","88.89","38.55","5.75","87.01","2.88","0","100.00","49.24","7.48","86.81","1.87","0","100.00","12.80","96.00","1.088","27.19","5.61","1.73","22.87","94.03","49.63","9.49","2.16","95.83"
"123","Justin Schultz","WSH","D","46","75.066666666667","1.631884057971","90.32","17.58","83.70","78.33","15.19","83.76","59.15","11.99","83.15","9.59","1.6","85.71","6.37","0.82","88.55","40.76","7.19","85.00","14.39","4","78.26","5.6","0.8","87.50","35.17","4.26","89.19","2.13","0","100.00","66.96","8.08","89.23","3.46","1.15","75.00","16.22","86.67","1.029","19.98","7.19","0.8","39.17","96.15","39.17","12.79","4","90.74"
"317","Tanner Pearson","VAN","L","51","95.883333333333","1.8800653594771","98.24","17.52","84.86","72.59","17.52","80.56","55.07","14.39","79.28","5.63","1.88","75.00","6.9","1.45","82.62","54.44","11.89","82.08","20.02","5.01","80.00","3.75","1.25","75.00","45.89","9.18","83.33","0.83","0.83","50.00","61.46","1.81","97.14","1.81","0","100.00","10.23","86.96","0.972","31.29","6.88","1.25","26.28","96.15","52.56","10.01","1.25","97.67"
"101","Jake Muzzin","TOR","D","53","27.516666666667","0.51918238993711","91.58","17.44","84.00","56.69","15.26","78.79","43.61","15.26","74.07","4.36","0","100.00","5.15","0.81","86.39","47.97","15.26","75.86","17.44","6.54","72.73","2.18","0","100.00","40.7","11.63","77.78","0","0","-","62.99","3.15","95.24","3.15","0","100.00","10.00","100.00","1.100","34.89","13.08","4.36","80.68","88.89","58.87","17.44","6.54","90.00"
"267","Josh Leivo","CGY","L","38","17.2","0.45263157894737","83.72","17.44","82.76","59.3","17.44","77.27","31.4","10.47","75.00","0","0","-","3.81","0.8","82.69","20.93","10.47","66.67","10.47","0","100.00","0","0","-","13.95","13.95","50.00","0","0","-","75.58","5.04","93.75","0","0","-","0.00","100.00","1.000","38.37","13.95","3.49","80.23","91.67","45.35","17.44","3.49","92.86"
"356","Erik Gustafsson","MTL, PHI","D","29","68.85","2.3741379310345","77.56","17.43","81.65","51.42","16.56","75.64","33.12","14.81","69.09","5.23","1.74","75.00","3.73","1.39","72.92","27.89","8.71","76.19","13.94","6.97","66.67","3.49","0.87","80.00","18.59","2.32","88.89","2.32","0","100.00","70.49","6.29","91.80","0","0","-","15.79","88.24","1.040","26.14","2.61","0.87","33.99","96.77","51.42","5.23","1.74","96.72"
"36","Paul Stastny","WPG","C","56","165.3","2.9517857142857","100.91","17.42","85.28","76.23","14.52","84.00","55.54","12.34","81.82","7.62","1.09","87.50","6.53","1.04","86.28","55.9","8.71","86.52","17.79","5.08","77.78","2.18","0.73","75.00","50.82","4.84","91.30","3.87","0.48","88.89","63.44","5.77","91.67","3.15","0","100.00","13.73","91.18","1.049","29.04","3.99","0.36","5.81","98.77","59.53","6.9","2.18","96.47"
"534","Travis Konecny","PHI","R","50","113.76666666667","2.2753333333333","96.51","17.4","84.72","70.14","14.24","83.13","47.99","10.55","81.98","7.91","1.05","88.24","5.58","0.64","89.73","42.19","5.27","88.89","19.51","2.11","90.24","4.22","0.53","88.89","30.24","4.22","87.76","2.81","0","100.00","76.18","7.62","90.91","2.29","0","100.00","16.48","90.00","1.065","37.45","4.22","1.05","28.48","97.26","54.85","6.33","3.16","94.55"
"227","Nino Niederreiter","CAR","R","56","82.816666666667","1.478869047619","77.52","17.39","81.68","55.06","15.21","78.35","41.3","9.42","81.43","8.69","0","100.00","5.06","1.05","82.75","39.12","7.97","83.08","17.39","5.8","75.00","4.35","0","100.00","28.98","2.9","90.91","1.93","0","100.00","52.32","9.42","84.75","4.19","0","100.00","21.05","100.00","1.211","21.01","7.97","2.9","44.19","87.88","30.43","13.04","5.07","85.71"
"241","Michael Sgarbossa","WSH","C","5","6.9","1.38","52.17","17.39","75.00","26.09","17.39","60.00","17.39","8.7","66.67","8.7","0","100.00","1.95","1.08","64.37","8.7","8.7","50.00","8.7","0","100.00","8.7","0","100.00","0","11.59","0.00","0","0","-","37.68","12.56","75.00","0","0","-","50.00","100.00","1.500","17.39","0","0","69.57","100.00","34.78","8.7","0","100.00"
"94","Patrick Kane","CHI","R","56","220.95","3.9455357142857","84.45","17.38","82.93","62.19","15.21","80.35","48.61","13.31","78.51","7.33","1.36","84.38","6.09","1.45","80.73","52.68","10.05","83.98","17.38","5.97","74.42","4.34","0.81","84.21","47.07","5.43","89.66","3.26","0.36","90.00","43.54","6.28","87.40","0.78","0","100.00","15.08","89.80","1.049","23.63","4.34","0","3.26","100.00","55.94","7.88","1.63","97.17"
"135","Matt Martin","NYI","L","54","27.616666666667","0.51141975308642","60.83","17.38","77.78","49.97","17.38","74.19","39.11","17.38","69.23","4.35","0","100.00","5.31","1.13","82.39","39.11","6.52","85.71","21.73","6.52","76.92","4.35","0","100.00","23.17","0","100.00","0","0","-","28.24","6.28","81.82","0","0","-","11.11","100.00","1.111","17.38","21.73","4.35","65.18","80.00","30.42","26.07","8.69","77.78"
"417","Seth Jones","CBJ","D","56","113.95","2.0348214285714","80.04","17.38","82.16","63.71","13.69","82.31","47.39","11.58","80.36","5.79","1.05","84.62","4.96","0.81","86.02","33.7","5.79","85.33","12.64","3.16","80.00","1.58","0.53","75.00","28.08","3.51","88.89","0.7","0.7","50.00","61.61","10.65","85.26","5.32","0","100.00","12.22","90.91","1.031","25.27","5.27","1.05","15.8","96.00","52.13","7.9","1.58","97.06"
"230","Bryan Rust","PIT","R","56","155.4","2.775","105.79","17.37","85.89","81.47","16.22","83.40","62.93","13.9","81.91","10.81","1.16","90.32","8.25","1.24","86.90","64.09","10.04","86.46","28.19","6.18","82.02","6.56","0.77","89.47","47.88","5.15","90.29","3.6","0.51","87.50","56.89","6.13","90.27","2.23","0","100.00","17.18","91.67","1.088","32.05","5.02","0","5.41","100.00","65.64","8.11","3.09","95.51"
"150","Jakob Silfverberg","ANA","R","47","86.416666666667","1.8386524822695","103.45","17.36","85.63","77.76","16.66","82.35","53.46","12.5","81.05","3.47","1.39","71.43","6.17","1.06","85.36","54.16","9.03","85.71","13.19","3.47","79.17","1.39","0.69","66.67","54.62","7.41","88.06","1.85","0.93","66.67","71.21","3.01","95.95","1","0","100.00","6.49","88.89","0.954","36.1","6.94","0","21.52","100.00","59.71","9.72","1.39","97.73"
"495","Gustav Forsling","FLA","D","43","20.766666666667","0.48294573643411","78.01","17.34","81.82","60.67","14.45","80.77","49.12","14.45","77.27","14.45","0","100.00","4.58","0.65","87.57","26","5.78","81.82","14.45","2.89","83.33","2.89","0","100.00","15.41","3.85","80.00","3.85","0","100.00","70.95","4.17","94.44","12.52","0","100.00","29.41","100.00","1.294","43.34","8.67","2.89","115.57","93.75","57.78","8.67","5.78","90.91"
"359","Vinnie Hinostroza","CHI, FLA","C, L","26","6.95","0.26730769230769","86.33","17.27","83.33","69.06","17.27","80.00","51.8","17.27","75.00","8.63","0","100.00","6.22","1.69","78.65","43.17","8.63","83.33","25.9","8.63","75.00","8.63","0","100.00","23.02","0","100.00","0","0","-","62.35","12.47","83.33","0","0","-","16.67","100.00","1.167","0","17.27","0","103.6","-","0","25.9","0","-"
"502","Kevin Labanc","S.J","R","55","118.5","2.1545454545455","103.8","17.22","85.77","77.47","14.68","84.07","58.73","13.67","81.12","4.05","1.52","72.73","6.98","1.06","86.78","48.61","6.58","88.07","19.24","4.56","80.85","1.52","1.52","50.00","39.16","2.7","93.55","1.35","0","100.00","74.6","5.12","93.58","2.19","0","100.00","6.90","88.89","0.958","27.34","4.56","1.52","20.25","94.74","52.15","8.61","3.04","94.50"
"252","Travis Boyd","TOR, VAN","C","39","38.4","0.98461538461538","62.5","17.19","78.43","48.44","17.19","73.81","37.5","12.5","75.00","4.69","1.56","75.00","3.89","1.47","72.58","40.63","9.38","81.25","9.38","7.81","54.55","1.56","1.56","50.00","41.67","2.08","95.24","2.08","0","100.00","29.34","6.77","81.25","2.26","0","100.00","12.50","87.50","1.000","26.56","6.25","3.13","51.56","89.47","39.06","9.38","4.69","89.29"
"776","Noah Dobson","NYI","D","46","87.316666666667","1.8981884057971","74.21","17.18","81.20","53.6","12.37","81.25","39.85","10.31","79.45","5.5","0","100.00","5.25","0.66","88.75","39.85","7.56","84.06","17.18","2.06","89.29","5.5","0","100.00","30.23","7.33","80.49","0","0","-","47.64","9.93","82.76","0","0","-","13.79","100.00","1.138","28.17","2.75","0.69","13.74","97.62","49.48","4.12","1.37","97.30"
"199","Johan Larsson","ARI","L","52","3.5","0.067307692307692","85.71","17.14","83.33","51.43","17.14","75.00","51.43","17.14","75.00","17.14","0","100.00","6.49","0.54","92.31","34.29","0","100.00","0","0","-","0","0","-","45.71","0","100.00","0","0","-","49.52","24.76","66.67","0","0","-","33.33","100.00","1.333","51.43","34.29","17.14","205.71","75.00","85.71","34.29","17.14","83.33"
"725","David Kampf","CHI","C","56","3.5","0.0625","34.29","17.14","66.67","34.29","17.14","66.67","34.29","17.14","66.67","17.14","0","100.00","0.55","0.98","35.89","0","17.14","0.00","0","0","-","0","0","-","0","22.86","0.00","0","0","-","49.52","0","100.00","24.76","0","100.00","50.00","100.00","1.500","34.29","34.29","17.14","205.71","66.67","34.29","34.29","17.14","66.67"
