"","Player","Team","GP","TOI","TOI/GP","Shots Against/60","Saves/60","SV%","GAA","GSAA/60","xG Against/60","HD Shots Against/60","HD Saves/60","HDSV%","HDGAA","HDGSAA/60","MD Shots Against/60","MD Saves/60","MDSV%","MDGAA","MDGSAA/60","LD Shots Against/60","LD Saves/60","LDSV%","LDGAA","LDGSAA/60","Rush Attempts Against/60","Rebound Attempts Against/60","Avg. Shot Distance","Avg. Goal Distance"
"92","Filip Gustavsson","OTT","9","37.016666666667","4.112962962963","19.45","17.83","0.917","1.62","-0.08","1.39","4.86","3.24","0.667","1.62","-0.61","3.24","3.24","1.000","0.00","0.28","4.86","4.86","1.000","0.00","0.17","1.62","0","63.92","10.00"
"38","Jack Campbell","L.A, TOR","48","213.81666666667","4.4545138888889","13.19","12.07","0.915","1.12","-0.08","0.97","3.37","2.24","0.667","1.12","-0.43","3.65","3.65","1.000","0.00","0.32","2.81","2.81","1.000","0.00","0.10","1.68","0.56","58.17","13.25"
"50","John Gibson","ANA","86","378.43333333333","4.4003875968992","9.2","8.4","0.914","0.79","-0.07","0.67","1.59","1.27","0.800","0.32","0.01","2.85","2.38","0.833","0.48","-0.23","1.43","1.43","1.000","0.00","0.05","0.79","0.32","73.50","19.80"
"20","Alex Stalock","MIN","38","210.86666666667","5.5491228070175","9.67","8.82","0.912","0.85","-0.09","0.51","2.56","1.99","0.778","0.57","-0.04","2.56","2.28","0.889","0.28","-0.06","0.57","0.57","1.000","0.00","0.02","1.14","0","74.71","21.00"
"29","Martin Jones","S.J","75","328.3","4.3773333333333","12.43","11.33","0.912","1.10","-0.11","0.89","3.84","2.92","0.762","0.91","-0.12","2.01","1.83","0.909","0.18","-0.01","1.46","1.46","1.000","0.00","0.05","2.01","0.73","74.16","8.83"
"24","Jacob Markstrom","CGY, VAN","86","472.83333333333","5.4980620155039","9.9","9.01","0.910","0.89","-0.11","0.66","2.41","1.9","0.789","0.51","-0.01","2.41","2.16","0.895","0.25","-0.04","1.9","1.78","0.933","0.13","-0.06","1.4","0.25","66.90","19.57"
"5","Curtis McElhinney","T.B","30","176.36666666667","5.8788888888889","10.89","9.87","0.906","1.02","-0.16","0.92","4.08","3.74","0.917","0.34","0.51","2.72","2.38","0.875","0.34","-0.10","1.02","0.68","0.667","0.34","-0.30","1.7","0.68","53.28","23.33"
"8","Jimmy Howard","DET","27","106.31666666667","3.9376543209877","11.85","10.72","0.905","1.13","-0.19","0.72","2.82","1.69","0.600","1.13","-0.54","3.39","3.39","1.000","0.00","0.30","3.39","3.39","1.000","0.00","0.12","1.69","0","54.86","9.00"
"9","Jaroslav Halak","BOS","50","227.73333333333","4.5546666666667","13.7","12.38","0.904","1.32","-0.23","1.02","3.95","3.43","0.867","0.53","0.29","2.37","1.84","0.778","0.53","-0.32","2.63","2.37","0.900","0.26","-0.17","2.9","1.84","67.94","26.40"
"35","Cam Talbot","CGY, MIN","59","277.33333333333","4.7005649717514","6.71","6.06","0.903","0.65","-0.12","0.41","1.3","0.87","0.667","0.43","-0.16","1.3","1.08","0.833","0.22","-0.10","0.87","0.87","1.000","0.00","0.03","1.73","0.22","84.61","20.67"
"7","Corey Crawford","CHI","40","196.26666666667","4.9066666666667","9.17","8.25","0.900","0.92","-0.19","0.56","1.83","1.22","0.667","0.61","-0.23","1.22","0.92","0.750","0.31","-0.20","1.53","1.53","1.000","0.00","0.05","0.61","0.31","86.73","16.00"
"43","Frederik Andersen","TOR","76","326.5","4.2960526315789","12.86","11.58","0.900","1.29","-0.27","1.09","3.68","2.76","0.750","0.92","-0.16","3.12","2.76","0.882","0.37","-0.09","2.57","2.57","1.000","0.00","0.09","2.21","0.74","57.94","16.00"
"46","Laurent Brossoit","WPG","33","142.68333333333","4.3237373737374","12.62","11.35","0.900","1.26","-0.26","0.94","4.63","3.78","0.818","0.84","0.12","2.52","2.1","0.833","0.42","-0.20","0.84","0.84","1.000","0.00","0.03","1.68","0.42","60.90","22.67"
"77","Ville Husso","STL","17","65.7","3.8647058823529","9.13","8.22","0.900","0.91","-0.19","1.06","3.65","3.65","1.000","0.00","0.76","0.91","0","0.000","0.91","-0.83","0.91","0.91","1.000","0.00","0.03","1.83","1.83","76.30","23.00"
"58","Joonas Korpisalo","CBJ","70","303.76666666667","4.3395238095238","11.65","10.47","0.898","1.19","-0.26","1.06","5.14","3.95","0.769","1.19","-0.12","1.78","1.78","1.000","0.00","0.16","2.57","2.57","1.000","0.00","0.09","1.38","0.79","42.56","11.50"
"40","Philipp Grubauer","COL","76","427.55","5.6256578947368","9.54","8.56","0.897","0.98","-0.23","0.66","2.95","2.11","0.714","0.84","-0.23","1.12","0.98","0.875","0.14","-0.04","1.4","1.4","1.000","0.00","0.05","1.68","0.42","80.60","21.71"
"106","Alexandar Georgiev","NYR","53","250.8","4.7320754716981","9.33","8.37","0.897","0.96","-0.22","0.69","2.87","2.15","0.750","0.72","-0.12","0.96","0.72","0.750","0.24","-0.16","2.63","2.63","1.000","0.00","0.09","1.67","0.24","63.05","14.25"
"109","Kevin Lankinen","CHI","37","194.3","5.2513513513514","12.04","10.81","0.897","1.24","-0.28","1.01","3.4","2.78","0.818","0.62","0.09","2.78","2.16","0.778","0.62","-0.37","2.78","2.78","1.000","0.00","0.10","1.54","0.62","55.74","18.75"
"27","Braden Holtby","VAN, WSH","69","342.8","4.968115942029","9.98","8.93","0.895","1.05","-0.26","0.91","2.63","1.75","0.667","0.88","-0.33","3.15","2.98","0.944","0.18","0.10","1.05","1.05","1.000","0.00","0.04","1.93","0.88","58.09","14.17"
"4","Mike Smith","EDM","71","300.98333333333","4.2392018779343","11.16","9.97","0.893","1.20","-0.31","0.74","2.19","1.99","0.909","0.20","0.25","3.19","2.39","0.750","0.80","-0.52","1.79","1.59","0.889","0.20","-0.14","1.4","0.2","74.21","23.33"
"2","Ryan Miller","ANA","39","129.6","3.3230769230769","12.5","11.11","0.889","1.39","-0.40","1.12","4.63","4.17","0.900","0.46","0.50","2.78","2.31","0.833","0.46","-0.22","1.39","0.93","0.667","0.46","-0.41","3.7","0.46","59.26","16.33"
"11","Devan Dubnyk","COL, MIN, S.J","52","211.31666666667","4.0637820512821","10.22","9.09","0.889","1.14","-0.33","0.62","1.7","0.85","0.500","0.85","-0.50","2.27","2.27","1.000","0.00","0.20","2.27","1.99","0.875","0.28","-0.20","1.99","0.57","72.00","23.50"
"103","Jeremy Swayman","BOS","10","41.85","4.185","12.9","11.47","0.889","1.43","-0.41","0.8","2.87","2.87","1.000","0.00","0.59","4.3","2.87","0.667","1.43","-1.06","1.43","1.43","1.000","0.00","0.05","0","0","65.67","26.00"
"32","Robin Lehner","CHI, VGK","55","266.98333333333","4.8542424242424","13.71","12.14","0.885","1.57","-0.49","0.95","2.7","1.8","0.667","0.90","-0.34","3.6","3.37","0.938","0.22","0.09","2.47","2.02","0.818","0.45","-0.36","1.8","0.22","69.57","22.43"
