"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"452","Ryan Carpenter","CHI","C","42","91.816666666667","2.1861111111111","13.72","99.98","12.07","13.72","76.46","15.22","11.76","60.77","16.22","0.65","8.5","7.14","0.78","5.92","11.69","8.5","46.4","15.48","2.61","14.38","15.38","0","1.31","0.00","7.84","42.69","15.52","0.87","3.49","20.00","1.89","74.57","2.47","0","6.61","0.00","5.56","86.02","0.916","0.65","7.19","56.85","32.67","1.14","0.65","11.11","76.46","0.85"
"441","Nikita Zadorov","CGY, CHI","D","57","97.833333333333","1.7163742690058","11.04","99.97","9.94","9.81","77.89","11.19","8.59","60.1","12.50","0.61","6.13","9.09","0.97","8.08","10.76","7.97","58.88","11.93","3.07","24.53","11.11","0.61","3.07","16.67","6.54","45.79","12.50","0","1.64","0.00","2.66","56.7","4.48","0","2.66","0.00","7.14","89.80","0.969","0","1.84","15.95","57.65","0.00","1.23","4.91","26.98","4.35"
"216","Derek Forbort","BOS, WPG","D","59","162.18333333333","2.7488700564972","12.58","99.89","11.18","10.36","71.03","12.73","8.14","52.9","13.33","1.11","5.18","17.65","0.55","6.49","7.80","5.55","54.75","9.20","1.85","19.98","8.47","1.11","1.48","42.86","4.93","46.37","9.62","0","3.45","0.00","3.21","62.52","4.88","0","1.6","0.00","13.64","90.21","1.038","0","5.92","38.11","11.1","0.00","1.48","8.88","62.15","2.33"
"424","Zach Sanford","OTT, STL","L","56","81.716666666667","1.4592261904762","11.75","99.86","10.53","11.75","77.83","13.11","8.08","54.33","12.94","1.47","5.87","20.00","0.68","7.34","8.54","4.41","55.07","7.41","3.67","25.7","12.50","0.73","2.94","20.00","0.98","39.16","2.44","0","1.96","0.00","2.12","63.63","3.23","0","2.12","0.00","18.18","89.19","1.074","1.47","7.34","26.43","63.88","5.26","3.67","8.81","42.59","7.94"
"606","Matt Roy","L.A","D","48","87.25","1.8177083333333","9.63","99.71","8.81","8.94","80.46","10.00","8.25","57.08","12.63","0.69","4.81","12.50","0.5","7.06","6.62","5.5","48.14","10.26","1.38","22.69","5.71","0","2.06","0.00","5.5","33.93","13.95","0.92","1.83","33.33","1.99","73.51","2.63","0","1.99","0.00","8.33","91.57","0.999","0","3.44","29.57","42.64","0.00","0.69","5.5","41.26","1.64"
"575","Ivan Provorov","PHI","D","59","167.06666666667","2.8316384180791","16.52","99.48","14.24","14.37","76.86","15.75","11.85","54.23","17.93","0","10.42","0.00","0.55","7.44","6.94","4.67","49.92","8.55","1.8","23.7","7.04","0","5.39","0.00","3.83","34.96","9.88","0","2.87","0.00","5.71","68.99","7.64","0","4.15","0.00","0.00","80.79","0.808","0.36","8.98","41.3","23.34","0.86","2.87","10.77","67.88","4.06"
"213","Justin Faulk","STL","D","59","155.71666666667","2.6392655367232","13.49","99.41","11.95","13.49","80.92","14.29","11.17","60.11","15.68","1.54","9.25","14.29","0.91","7.73","10.49","6.17","52.4","10.53","3.85","26.59","12.66","0.77","4.62","14.29","3.08","34.42","8.22","0","4.11","0.00","4.45","64.56","6.45","0.56","2.23","20.00","13.79","84.62","0.984","0.39","4.62","46.62","22.73","0.82","2.7","10.02","72.44","3.59"
"114","Alex Pietrangelo","VGK","D","45","94.8","2.1066666666667","20.25","99.37","16.93","16.46","68.99","19.26","12.66","50","20.20","0.63","3.16","16.67","1.52","5.75","20.90","9.49","48.1","16.48","5.06","13.29","27.59","0","1.27","0.00","5.91","46.41","11.29","0.84","0.84","50.00","5.49","70.39","7.23","0","0.91","0.00","5.00","93.67","0.987","0","6.96","32.91","28.48","0.00","3.16","11.39","50.63","5.88"
"598","Rudolfs Balcers","S.J","L","45","22.366666666667","0.49703703703704","10.73","99.25","9.76","8.05","75.11","9.68","5.37","48.29","10.00","0","0","-","0.18","5.11","3.38","2.68","40.24","6.25","0","8.05","0.00","0","0","-","3.58","42.92","7.69","0","0","-","0","81.37","0.00","0","0","-","0.00","100.00","1.000","0","5.37","32.19","80.48","0.00","0","8.05","42.92","0.00"
"327","Tanner Pearson","VAN","L","56","56.85","1.0151785714286","11.61","99.21","10.48","9.5","80.21","10.59","7.39","59.1","11.11","1.06","7.39","12.50","0.45","7.03","6.07","3.17","56.99","5.26","2.11","23.22","8.33","1.06","1.06","50.00","1.41","45.03","3.03","0","8.44","0.00","6.1","60.98","9.09","0","0","-","14.29","87.50","1.018","1.06","11.61","32.72","63.32","3.13","2.11","12.66","34.83","5.71"
"636","Brett Howden","NYR, VGK","C","44","85.883333333333","1.9518939393939","8.38","99.2","7.79","6.99","71.96","8.85","4.19","48.2","8.00","0.7","8.38","7.69","0.74","6.61","10.04","4.89","48.2","9.21","3.49","20.26","14.71","0","4.19","0.00","1.86","37.26","4.76","0","4.66","0.00","2.02","70.64","2.78","0","1.01","0.00","16.67","82.61","0.993","2.1","4.89","39.12","54.49","5.08","3.49","9.08","47.51","6.85"
"766","Evan Bouchard","EDM","D","19","21.183333333333","1.1149122807018","19.83","99.13","16.67","16.99","73.64","18.75","16.99","59.48","22.22","0","2.83","0.00","0.45","5.42","7.73","8.5","45.32","15.79","2.83","11.33","20.00","0","0","-","7.55","45.32","14.29","0","3.78","0.00","0","65.46","0.00","0","0","-","0.00","95.24","0.952","0","11.33","56.65","16.99","0.00","2.83","11.33","82.14","3.33"
"771","K'Andre Miller","NYR","D","58","91.133333333333","1.5712643678161","16.46","98.76","14.29","13.83","77.69","15.11","10.53","57.28","15.53","1.32","7.24","15.38","1.01","6.85","12.84","9.22","52.67","14.89","5.27","20.41","20.51","1.32","1.98","40.00","5.27","43.01","10.91","0","6.14","0.00","5.71","64.67","8.11","0","0.95","0.00","12.50","87.36","0.999","1.98","5.27","26.34","65.18","6.98","2.63","9.88","38.19","6.45"
"136","Derek Grant","ANA","C","50","137.43333333333","2.7486666666667","12.66","98.67","11.37","12.22","72.47","14.43","10.04","57.19","14.94","0","5.68","0.00","0.6","6.45","8.45","5.68","51.52","9.92","2.62","21.83","10.71","0","3.06","0.00","4.07","39.58","9.33","0","1.75","0.00","2.52","66.84","3.64","0","1.89","0.00","0.00","90.08","0.901","0.87","8.73","50.21","24.45","1.71","1.75","10.04","71.16","2.40"
"830","Jack Ahcan","BOS","D","3","1.2166666666667","0.40555555555556","0","98.63","0.00","0","98.63","0.00","0","49.32","0.00","0","49.32","0.00","0","12.11","0.00","0","98.63","0.00","0","98.63","0.00","0","49.32","0.00","0","0","-","0","0","-","0","0","-","0","0","-","-","0.00","0.00","0","0","49.32","98.63","0.00","0","0","49.32","0.00"
"511","Oskar Lindblom","PHI","L","53","80.383333333333","1.5166666666667","17.17","98.53","14.84","15.67","71.66","17.95","11.2","55.98","16.67","0.75","11.94","5.88","0.6","7.23","7.69","5.22","49.26","9.59","2.24","22.39","9.09","0.75","6.72","10.00","3.98","35.83","10.00","0","2.99","0.00","5.39","66.85","7.46","0","4.31","0.00","6.67","78.67","0.853","2.99","9.7","23.89","67.18","11.11","7.46","11.94","25.38","22.73"
"697","Jaret Anderson-Dolan","L.A","C","34","32.9","0.96764705882353","7.29","98.48","6.90","5.47","71.12","7.14","3.65","43.77","7.69","0","1.82","0.00","0.39","5.5","6.57","5.47","38.3","12.50","0","10.94","0.00","0","1.82","0.00","7.29","36.47","16.67","0","0","-","2.63","86.93","2.94","0","0","-","0.00","95.83","0.958","0","9.12","25.53","72.95","0.00","3.65","10.94","31","10.53"
"349","Devin Shore","EDM","C","41","48.183333333333","1.1752032520325","13.7","98.37","12.22","12.45","69.73","15.15","11.21","57.28","16.36","1.25","4.98","20.00","0.7","6.14","10.20","7.47","58.53","11.32","3.74","26.15","12.50","1.25","1.25","50.00","4.98","43.17","10.34","0","3.32","0.00","5.4","53.96","9.09","0","1.8","0.00","11.11","91.30","1.024","0","4.98","27.4","53.55","0.00","3.74","8.72","37.36","9.09"
"109","Nick Holden","OTT, VGK","D","21","22.583333333333","1.0753968253968","15.94","98.3","13.95","13.28","82.36","13.89","13.28","58.45","18.52","0","5.31","0.00","0.3","9.63","3.01","2.66","55.79","4.55","0","34.54","0.00","0","2.66","0.00","3.54","28.34","11.11","0","3.54","0.00","0","61.4","0.00","0","0","-","0.00","90.91","0.909","2.66","7.97","34.54","42.51","7.14","5.31","10.63","47.82","10.00"
"702","Nico Hischier","N.J","C","24","42.766666666667","1.7819444444444","9.82","98.21","9.09","9.82","72.95","11.86","7.01","44.89","13.51","1.4","9.82","12.50","0.35","7.43","4.53","2.81","64.54","4.17","0","25.25","0.00","0","5.61","0.00","3.74","52.38","6.67","1.87","3.74","33.33","6.08","48.64","11.11","0","2.03","0.00","20.00","78.13","0.981","0","11.22","43.49","29.46","0.00","0","11.22","60.33","0.00"
"16","Brent Burns","S.J","D","60","172.33333333333","2.8722222222222","16.02","98.18","14.02","12.88","74.85","14.68","9.75","53.62","15.38","1.04","6.27","14.29","0.5","6.16","7.46","5.57","46.65","10.67","2.09","17.76","10.53","0.35","3.83","8.33","4.64","38.53","10.75","0.93","1.39","40.00","5.03","69.4","6.76","0","2.01","0.00","10.71","88.31","0.990","0.7","8.01","37.95","20.54","1.80","1.74","12.53","67.89","2.50"
"585","Dean Kukan","CBJ","D","36","1.8333333333333","0.050925925925926","32.73","98.18","25.00","32.73","98.18","25.00","32.73","65.45","33.33","0","32.73","0.00","0.02","5.33","0.44","0","32.73","0.00","0","0","-","0","0","-","0","43.64","0.00","0","43.64","0.00","0","94.55","0.00","0","0","-","0.00","50.00","0.500","32.73","0","32.73","65.45","50.00","32.73","0","32.73","50.00"
"188","Ben Chiarot","MTL","D","46","128.51666666667","2.7938405797101","16.34","98.04","14.29","14.01","78.43","15.15","11.67","60.69","16.13","0.47","8.87","5.00","0.71","6.73","9.59","7","55.09","11.28","3.27","20.08","14.00","0.47","3.27","12.50","4.98","46.69","9.64","0","4.98","0.00","7.42","59.34","11.11","0","2.02","0.00","4.00","85.38","0.894","0.47","8.4","37.82","14.47","1.22","1.4","8.87","60.69","2.26"
"692","Mario Ferraro","S.J","D","60","170.26666666667","2.8377777777778","20.44","97.96","17.26","16.56","75.06","18.08","11.98","56.03","17.62","1.06","7.75","12.00","0.95","6.23","13.23","8.46","48.28","14.91","3.88","17.62","18.03","0.7","4.23","14.29","6.11","40.88","13.00","0.47","2.35","16.67","6.11","66.17","8.45","0","2.55","0.00","8.82","86.16","0.950","0.35","7.4","40.88","25.37","0.85","1.76","11.98","68.01","2.53"
"142","Jared Spurgeon","MIN","D","57","117.01666666667","2.0529239766082","9.74","97.93","9.05","8.2","70.25","10.46","7.69","47.17","14.02","0","5.13","0.00","0.4","6.05","6.22","3.08","46.15","6.25","1.54","18.97","7.50","0","2.05","0.00","2.05","36.23","5.36","0","4.1","0.00","2.96","69.62","4.08","0","0","-","0.00","89.13","0.891","1.03","4.61","37.43","27.69","2.67","3.08","6.15","59.99","4.88"
"159","Brayden Schenn","STL","C","59","39.216666666667","0.66468926553672","10.71","97.92","9.86","10.71","62.73","14.58","7.65","47.43","13.89","0","7.65","0.00","0.57","7","7.58","4.59","50.49","8.33","3.06","22.95","11.76","0","6.12","0.00","2.04","36.72","5.26","0","0","-","6.63","57.46","10.34","0","2.21","0.00","0.00","83.87","0.839","1.53","7.65","29.07","93.33","5.00","3.06","10.71","32.13","8.70"
"233","Mikael Granlund","NSH","C","55","120.21666666667","2.1857575757576","5.99","97.82","5.77","4.99","72.87","6.41","3.99","54.9","6.78","0","10.48","0.00","0.26","6.87","3.66","1.5","47.91","3.03","1","18.97","5.00","0","5.49","0.00","0.67","38.6","1.69","0","2.66","0.00","3.6","69.21","4.95","0","3.6","0.00","0.00","80.91","0.809","1","7.99","47.41","39.93","2.06","1.5","12.48","64.88","2.26"
"133","Adam Henrique","ANA","C","50","41.1","0.822","13.14","97.81","11.84","13.14","77.37","14.52","11.68","55.47","17.39","1.46","10.22","12.50","0.5","7.09","6.63","4.38","48.18","8.33","2.92","18.98","13.33","1.46","1.46","50.00","1.95","38.93","4.76","0","7.79","0.00","6.33","65.37","8.82","0","4.22","0.00","12.50","81.58","0.941","2.92","5.84","37.96","71.53","7.14","2.92","5.84","45.26","6.06"
"286","Joel Edmundson","MTL","D","55","127.66666666667","2.3212121212121","17.86","97.75","15.45","14.57","80.37","15.35","12.22","61.57","16.56","2.35","7.99","22.73","0.98","7.35","11.76","9.4","55.46","14.49","4.23","23.5","15.25","1.41","4.23","25.00","6.89","42.61","13.92","1.25","2.51","33.33","7.47","60.42","11.00","0","2.72","0.00","19.23","87.02","1.063","0.47","5.64","28.67","31.02","1.61","4.23","10.34","48.88","7.96"
"371","Connor Brown","OTT","R","60","173.73333333333","2.8955555555556","15.89","97.74","13.98","14.5","80.12","15.33","12.78","60.09","17.54","1.73","7.6","18.52","1.24","7.29","14.51","10.36","59.06","14.93","5.18","23.83","17.86","1.73","2.76","38.46","6.91","46.97","12.82","0","4.14","0.00","2.99","54.87","5.17","0","2.49","0.00","13.51","87.36","1.009","0.69","6.22","43.17","33.84","1.57","1.73","8.98","61.47","2.73"
"355","Damon Severson","N.J","D","58","119.73333333333","2.064367816092","13.53","97.72","12.16","12.03","77.67","13.41","8.52","56.12","13.18","1","11.02","8.33","0.72","7.72","8.56","6.01","55.62","9.76","2.51","27.06","8.47","1","8.52","10.53","4.68","38.08","10.94","0","2","0.00","5.07","60.08","7.78","0","1.45","0.00","11.76","80.36","0.921","1","6.51","33.07","34.58","2.94","2.51","12.03","52.62","4.55"
"137","Matt Calvert","COL","L","18","41.15","2.2861111111111","11.66","97.69","10.67","11.66","69.99","14.29","10.21","56.87","15.22","0","4.37","0.00","0.68","5.78","10.47","5.83","49.57","10.53","4.37","13.12","25.00","0","0","-","1.94","48.6","3.85","0","3.89","0.00","4.21","69.5","5.71","0","2.11","0.00","0.00","92.31","0.923","0","4.37","46.66","34.99","0.00","0","4.37","64.16","0.00"
"781","Liam Foudy","CBJ","C","24","12.283333333333","0.51180555555556","19.54","97.69","16.67","19.54","87.92","18.18","19.54","63.5","23.53","0","14.65","0.00","0.72","8.28","8.04","4.88","34.19","12.50","0","29.31","0.00","0","9.77","0.00","6.51","6.51","50.00","0","6.51","0.00","14.11","84.67","14.29","0","0","-","0.00","76.92","0.769","0","4.88","43.96","48.85","0.00","0","9.77","43.96","0.00"
"82","Kevin Shattenkirk","ANA","D","60","48.583333333333","0.80972222222222","13.58","97.56","12.22","13.58","69.16","16.42","12.35","53.1","18.87","0","3.7","0.00","1.09","5.42","16.76","7.41","45.69","13.95","6.17","11.11","35.71","0","1.23","0.00","1.65","46.11","3.45","0","1.65","0.00","5.35","73.14","6.82","0","1.78","0.00","0.00","93.02","0.930","4.94","2.47","28.4","58.04","14.81","6.17","3.7","39.52","13.51"
"335","Tomas Hertl","S.J","C","54","89.183333333333","1.6515432098765","20.18","97.55","17.14","16.15","76.02","17.52","14.13","49.79","22.11","0.67","8.07","7.69","0.55","6.03","8.37","5.38","45.75","10.53","2.69","20.18","11.76","0.67","3.36","16.67","3.59","34.09","9.52","0","3.59","0.00","7.77","68.02","10.26","0","2.92","0.00","4.76","83.78","0.885","0","6.73","39.02","55.17","0.00","1.35","11.44","54.49","2.41"
"302","J.T. Miller","VAN","C","58","104.6","1.8034482758621","12.05","97.51","10.99","10.9","77.44","12.34","9.75","59.66","14.05","1.72","9.75","15.00","0.72","6.74","9.64","4.02","52.2","7.14","0","18.93","0.00","0","4.02","0.00","5.35","44.36","10.77","0.76","2.29","25.00","4.97","62.14","7.41","0.83","5.8","12.50","17.65","83.65","1.013","1.72","4.02","51.63","35.56","3.23","3.44","6.31","68.83","4.76"
"747","Morgan Barron","NYR","C","6","9.2333333333333","1.5388888888889","6.5","97.47","6.25","6.5","71.48","8.33","6.5","51.99","11.11","0","6.5","0.00","0","7.27","0.06","0","38.99","0.00","0","25.99","0.00","0","0","-","0","17.33","0.00","0","8.66","0.00","0","84.48","0.00","0","0","-","0.00","87.50","0.875","6.5","19.49","25.99","45.49","20.00","6.5","25.99","38.99","14.29"
"22","David Backes","ANA","R","15","22.166666666667","1.4777777777778","18.95","97.44","16.28","13.53","75.79","15.15","10.83","54.14","16.67","0","5.41","0.00","0.13","8.24","1.55","5.41","48.72","10.00","0","21.65","0.00","0","2.71","0.00","7.22","36.09","16.67","0","3.61","0.00","3.91","66.47","5.56","0","0","-","0.00","90.00","0.900","0","10.83","62.26","18.95","0.00","0","13.53","75.79","0.00"
"439","Alex Wennberg","FLA, SEA","C","61","147.21666666667","2.4133879781421","13.04","97.41","11.81","11.82","80.29","12.83","10.6","58.69","15.29","0.41","5.71","6.67","0.61","6.95","8.05","5.71","45.65","11.11","2.85","16.71","14.58","0.41","3.26","11.11","3.8","38.58","8.97","0","0.54","0.00","4.71","71.23","6.20","0","1.77","0.00","3.85","90.28","0.941","2.04","8.15","35.87","43.2","5.38","2.45","11.82","47.68","4.88"
"38","Alexander Edler","L.A, VAN","D","56","186.16666666667","3.3244047619048","13.21","97.33","11.95","12.57","75.42","14.29","10.31","53.5","16.16","0.97","7.41","11.54","0.42","7.07","5.59","4.51","57.37","7.29","0.97","20.63","4.48","0.32","2.9","10.00","4.73","48.99","8.80","0.86","2.15","28.57","3.26","55.86","5.51","0","4.19","0.00","9.38","86.14","0.955","0.32","4.83","31.26","8.06","1.02","2.26","9.67","60.91","3.57"
"221","Jaden Schwartz","SEA, STL","C, L","45","31.45","0.69888888888889","13.35","97.3","12.07","13.35","85.85","13.46","9.54","49.6","16.13","0","3.82","0.00","0.72","6.8","9.60","7.63","41.97","15.38","3.82","11.45","25.00","0","0","-","5.09","40.7","11.11","0","2.54","0.00","8.27","74.4","10.00","0","2.76","0.00","0.00","92.31","0.923","3.82","1.91","15.26","112.56","20.00","5.72","5.72","19.08","23.08"
"806","Peyton Krebs","VGK","C","8","1.2333333333333","0.15416666666667","0","97.3","0.00","0","48.65","0.00","0","48.65","0.00","0","0","-","0","3.87","0.00","0","97.3","0.00","0","0","-","0","0","-","0","129.73","0.00","0","0","-","0","0","-","0","0","-","-","100.00","1.00","0","0","0","145.95","-","0","0","0","-"
"322","Hampus Lindholm","ANA","D","23","45.683333333333","1.986231884058","13.13","97.19","11.90","10.51","69.61","13.11","9.19","55.16","14.29","0","6.57","0.00","0.48","5.8","7.69","5.25","55.16","8.70","1.31","18.39","6.67","0","1.31","0.00","5.25","49.03","9.68","0","5.25","0.00","7.59","58.81","11.43","0","1.9","0.00","0.00","88.10","0.881","2.63","3.94","32.83","39.4","7.41","2.63","5.25","45.97","5.41"
"80","Ian Cole","CAR, COL, MIN","D","57","79.133333333333","1.3883040935673","17.44","97.05","15.23","17.44","78.85","18.11","14.41","63.69","18.45","0","6.07","0.00","1.05","6.59","13.69","5.31","40.94","11.48","2.27","18.2","11.11","0","1.52","0.00","4.04","30.33","11.76","0","4.04","0.00","8.76","72.28","10.81","0","2.19","0.00","0.00","90.48","0.905","0","2.27","31.84","36.39","0.00","1.52","5.31","50.8","2.90"
"229","Ryan Johansen","NSH","C","52","25.966666666667","0.49935897435897","13.86","97.05","12.50","13.86","69.32","16.67","11.55","62.39","15.63","0","11.55","0.00","0.4","7.25","5.26","0","55.46","0.00","0","25.42","0.00","0","4.62","0.00","0","40.05","0.00","0","6.16","0.00","16.69","56.74","22.73","0","3.34","0.00","0.00","81.48","0.815","6.93","2.31","99.36","57.77","6.52","6.93","4.62","110.91","5.88"
"305","Connor Murphy","CHI","D","55","148.38333333333","2.6978787878788","17.79","97.05","15.49","15.77","75.61","17.26","13.75","59.44","18.78","0.81","8.9","8.33","1.18","6.5","15.37","9.7","51.35","15.89","2.83","17.79","13.73","0","3.64","0.00","9.17","44.75","17.00","0.54","2.7","16.67","4.67","64.25","6.78","0","4.67","0.00","5.88","85.03","0.909","0","4.04","35.18","16.98","0.00","3.64","6.07","72.38","4.79"
"21","Shea Weber","MTL","D","48","138.61666666667","2.8878472222222","17.75","96.96","15.47","15.58","77.48","16.74","13.42","58.87","18.56","1.3","9.52","12.00","0.88","6.83","11.44","8.66","58","12.99","3.9","23.81","14.06","0.87","3.46","20.00","6.35","45.59","12.22","0","4.62","0.00","6.88","53.77","11.34","0.63","3.75","14.29","9.68","83.82","0.935","0","7.79","35.06","12.99","0.00","1.3","10.82","64.93","1.96"
"303","Joel Armia","MTL","R","46","72.566666666667","1.5775362318841","14.88","96.74","13.33","14.06","78.55","15.18","10.75","52.92","16.88","2.48","4.13","37.50","0.7","7.38","8.67","6.61","59.53","10.00","1.65","27.29","5.71","0.83","2.48","25.00","6.61","42.99","13.33","2.2","2.2","50.00","8.36","51.36","14.00","0","0","-","23.08","92.19","1.153","1.65","8.27","31.42","50.44","5.00","3.31","9.1","44.65","6.90"
"239","Jani Hakanpaa","ANA, CAR, DAL","D","62","119.71666666667","1.9309139784946","12.53","96.73","11.47","12.03","73.67","14.04","10.02","51.12","16.39","1.5","9.02","14.29","0.76","7.05","9.71","6.01","52.62","10.26","4.51","27.06","14.29","1.5","4.51","25.00","2","34.08","5.56","0","3.34","0.00","5.07","61.53","7.61","0","2.9","0.00","15.00","82.35","0.974","1.5","8.52","31.07","44.1","4.62","2.51","12.53","46.61","5.10"
"716","Alex Formenton","OTT","L","24","44.666666666667","1.8611111111111","18.81","96.72","16.28","18.81","69.85","21.21","18.81","56.42","25.00","1.34","5.37","20.00","1.54","6.07","20.22","12.09","57.76","17.31","6.72","18.81","26.32","1.34","0","100.00","7.16","51.94","12.12","0","1.79","0.00","3.88","54.33","6.67","0","5.82","0.00","7.14","90.48","0.976","4.03","5.37","25.52","75.22","13.64","6.72","8.06","25.52","20.83"
"93","Brandon Sutter","VAN","C","43","116.03333333333","2.6984496124031","17.58","96.7","15.38","16.03","74.98","17.61","12.93","52.74","19.69","1.55","6.21","20.00","1.1","7.15","13.32","7.76","56.88","12.00","2.59","20.17","11.36","0","3.1","0.00","6.89","48.95","12.35","1.38","2.07","40.00","4.48","56.02","7.41","0","2.24","0.00","12.00","88.24","1.002","0","2.59","33.61","50.16","0.00","0","4.14","44.99","0.00"
"700","Casey Mittelstadt","BUF","C","42","10.55","0.25119047619048","28.44","96.68","22.73","22.75","39.81","36.36","22.75","28.44","44.44","11.37","11.37","50.00","1.96","4.37","30.93","22.75","34.12","40.00","5.69","11.37","33.33","0","11.37","0.00","22.75","30.33","42.86","7.58","0","100.00","8.21","82.15","9.09","8.21","0","100.00","50.00","60.00","1.100","0","0","68.25","68.25","0.00","0","5.69","79.62","0.00"
"472","Dylan Larkin","DET","C","47","14.916666666667","0.31737588652482","8.04","96.54","7.69","4.02","76.42","5.00","0","48.27","0.00","0","20.11","0.00","0.31","6.67","4.45","8.04","56.31","12.50","0","28.16","0.00","0","16.09","0.00","10.73","37.54","22.22","0","5.36","0.00","0","58.1","0.00","0","0","-","-","58.33","0.58","8.04","0","80.45","64.36","9.09","12.07","4.02","100.56","10.71"
"719","Miro Heiskanen","DAL","D","60","101.35","1.6891666666667","14.8","96.5","13.30","12.43","68.67","15.33","10.06","49.14","17.00","0.59","7.1","7.69","0.8","6.31","11.23","8.88","40.85","17.86","2.96","22.5","11.63","0.59","5.33","10.00","7.89","24.47","24.39","0","0","-","3.42","76.11","4.30","0","2.57","0.00","5.88","85.54","0.914","0.59","4.74","27.82","40.85","2.08","1.18","5.92","40.26","2.86"
"553","Caleb Jones","EDM","D","33","19.916666666667","0.60353535353535","12.05","96.4","11.11","9.04","66.28","12.00","6.03","39.16","13.33","0","6.03","0.00","0.42","4.94","7.89","9.04","48.2","15.79","3.01","18.08","14.29","0","0","-","8.03","40.17","16.67","0","8.03","0.00","0","65.27","0.00","0","0","-","0.00","84.62","0.846","0","3.01","18.08","69.29","0.00","0","6.03","24.1","0.00"
"44","Marc Staal","DET","D","60","128.88333333333","2.1480555555556","12.57","96.37","11.54","10.24","76.35","11.83","7.91","60.52","11.56","0","9.78","0.00","0.61","7.12","7.95","6.05","52.14","10.40","3.26","22.35","12.73","0","5.12","0.00","3.72","39.73","8.57","0","4.35","0.00","4.03","61.86","6.12","0","2.02","0.00","0.00","83.85","0.838","1.4","4.19","30.73","34.92","4.35","4.19","8.85","52.14","7.44"
"163","Calvin de Haan","CHI","D","49","92.766666666667","1.8931972789116","12.94","96.37","11.83","11.64","71.79","13.95","11","53.04","17.17","0.65","6.47","9.09","1.24","6.46","16.07","7.76","51.1","13.19","4.53","20.05","18.42","0","2.59","0.00","4.31","41.39","9.43","0","0.86","0.00","3.74","62.59","5.63","0","4.67","0.00","5.88","87.80","0.937","0","3.88","15.52","51.74","0.00","1.94","7.11","32.99","5.56"
"118","Tyler Myers","VAN","D","60","189.91666666667","3.1652777777778","15.16","96.36","13.60","13.9","75.19","15.60","10.74","54.97","16.35","1.26","6.32","16.67","0.54","6.76","7.36","5.05","55.29","8.38","1.58","21.48","6.85","0.32","2.21","12.50","4.63","45.07","9.32","0.84","2.53","25.00","6.39","57.04","10.07","0.46","3.19","12.50","11.76","88.51","1.003","0","4.11","32.54","11.37","0.00","0.95","8.85","59.39","1.57"
"384","Michael Raffl","DAL, PHI, WSH","L","49","56.066666666667","1.1442176870748","20.33","96.31","17.43","18.19","70.63","20.48","13.91","47.09","22.81","0","9.63","0.00","1.38","6.09","18.43","13.91","46.02","23.21","8.56","17.12","33.33","0","4.28","0.00","7.13","38.53","15.63","0","5.71","0.00","3.09","71.11","4.17","0","1.55","0.00","0.00","79.55","0.795","0","3.21","27.82","74.91","0.00","3.21","5.35","33.17","8.82"
"742","Alexander Volkov","ANA, T.B","R","37","23.05","0.62297297297297","7.81","96.31","7.50","7.81","78.09","9.09","2.6","52.06","4.76","0","2.6","0.00","0.83","7.8","9.60","7.81","52.06","13.04","5.21","15.62","25.00","0","0","-","3.47","48.59","6.67","0","3.47","0.00","0","56.4","0.00","0","0","-","0.00","95.00","0.950","0","0","2.6","98.92","0.00","0","0","2.6","0.00"
"518","Jake Evans","MTL","C","51","94.7","1.856862745098","18.37","96.3","16.02","15.84","74.13","17.61","13.94","59.56","18.97","1.27","12.67","9.09","1.39","6.37","17.91","10.77","53.22","16.83","6.34","18.37","25.64","1.27","4.44","22.22","5.91","46.46","11.29","0","8.45","0.00","6.41","61.32","9.46","0","2.75","0.00","9.09","78.72","0.878","1.9","8.87","38.01","58.92","4.76","3.17","10.14","50.69","5.88"
"460","Aaron Ekblad","FLA","D","39","105.95","2.7166666666667","15.86","96.27","14.14","13.03","83.25","13.53","11.33","60.03","15.87","1.13","6.8","14.29","0.77","7.39","9.43","6.8","52.1","11.54","3.4","20.95","13.95","0.57","3.4","14.29","4.53","41.53","9.84","0.76","1.51","33.33","9","61.35","12.79","0","2.45","0.00","10.00","88.68","0.987","0.57","7.36","43.61","31.71","1.28","3.4","11.33","63.43","5.08"
