"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"111","Jay Beagle","ARI, VAN","C","34","99.066666666667","2.9137254901961","12.72","89.64","12.43","10.3","75.1","12.06","7.87","58.14","11.93","0","11.51","0.00","0.26","7.06","3.49","4.24","51.48","7.61","0.61","23.01","2.56","0","5.45","0.00","4.85","37.95","11.32","0","3.23","0.00","4.37","54.24","7.46","0","5.25","0.00","0.00","80.21","0.802","0","9.08","53.3","30.28","0.00","1.21","11.51","70.26","1.69"
"48","Marc-Edouard Vlasic","S.J","D","55","119.26666666667","2.1684848484848","17.61","89.55","16.43","15.6","70.93","18.02","13.58","50.81","21.09","2.01","7.04","22.22","0.92","5.87","13.50","6.54","43.77","13.00","4.02","15.09","21.05","1.51","3.02","33.33","3.35","38.23","8.06","0.67","2.68","20.00","5.09","61.04","7.69","0","2.91","0.00","14.81","86.14","1.010","1.51","4.02","24.15","52.32","5.88","2.01","8.55","33.71","5.63"
"680","Tanner Jeannot","NSH","L","19","9.3833333333333","0.49385964912281","19.18","89.52","17.65","19.18","70.34","21.43","19.18","57.55","25.00","12.79","0","100.00","1.57","4.5","25.79","19.18","38.37","33.33","12.79","12.79","50.00","12.79","0","100.00","8.53","34.1","20.00","0","0","-","0","64.65","0.00","0","0","-","66.67","100.00","1.667","0","12.79","19.18","51.15","0.00","0","25.58","31.97","0.00"
"301","Jamie Oleksiak","DAL, SEA","D","61","91.983333333333","1.5079234972678","14.35","89.36","13.84","13.05","64.58","16.81","11.09","45.01","19.77","0","5.87","0.00","0.5","5.6","8.25","3.91","41.09","8.70","0.65","16.31","3.85","0","3.91","0.00","4.35","33.05","11.63","0","0.87","0.00","7.54","65.01","10.39","0","1.88","0.00","0.00","86.96","0.870","1.3","5.22","29.35","41.09","4.26","1.96","7.83","41.09","4.55"
"313","Barclay Goodrow","NYR, T.B","C","60","147.08333333333","2.4513888888889","12.24","89.34","12.05","10.61","67.72","13.54","8.57","49.36","14.79","0","5.71","0.00","0.91","6","13.12","7.75","50.18","13.38","3.67","19.99","15.52","0","2.04","0.00","5.44","40.25","11.90","0","2.18","0.00","5.3","54.21","8.91","0","2.95","0.00","0.00","88.43","0.884","2.45","8.16","49.77","31.41","4.69","2.45","11.42","67.72","3.49"
"482","Adrian Kempe","L.A","C","60","79.916666666667","1.3319444444444","6.01","89.34","6.30","5.26","66.07","7.37","4.5","48.05","8.57","0.75","3.75","16.67","0.22","4.95","4.32","3.75","43.55","7.94","0","13.51","0.00","0","0.75","0.00","5.01","40.04","11.11","1","2","33.33","1.08","65.07","1.64","0","2.17","0.00","16.67","92.19","1.089","0.75","9.76","30.78","57.81","2.38","1.5","12.01","36.04","4.00"
"269","Nick Cousins","NSH","C","56","2.0166666666667","0.036011904761905","0","89.26","0.00","0","29.75","0.00","0","29.75","0.00","0","0","-","0","1.84","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","128.93","0.00","0","0","-","-","100.00","1.00","0","59.5","0","148.76","-","0","0","0","-"
"685","Zach Aston-Reese","PIT","C, L","47","84.1","1.7893617021277","9.99","89.18","10.07","6.42","72.06","8.18","5.71","53.51","9.64","0.71","7.13","9.09","0.46","6.68","6.46","3.57","44.95","7.35","2.85","20.69","12.12","0.71","4.28","14.29","0.95","32.34","2.86","0","1.9","0.00","3.09","61.83","4.76","0","2.06","0.00","12.50","86.67","0.992","0.71","8.56","52.08","52.08","1.35","2.85","10.7","57.79","4.71"
"592","Alexandre Carrier","NSH","D","23","39.733333333333","1.7275362318841","21.14","89.09","19.18","19.63","67.95","22.41","15.1","60.4","20.00","1.51","10.57","12.50","0.94","6.57","12.54","7.55","45.3","14.29","4.53","16.61","21.43","0","7.55","0.00","4.03","38.26","9.52","2.01","2.01","50.00","10.91","61.07","15.15","0","2.18","0.00","10.00","82.50","0.925","0","6.04","45.3","27.18","0.00","3.02","12.08","67.95","4.26"
"323","Matt Dumba","MIN","D","54","101.95","1.887962962963","7.65","88.87","7.93","7.06","64.74","9.84","5.89","47.67","10.99","0.59","8.83","6.25","0.33","5.14","6.08","3.53","33.55","9.52","0.59","11.18","5.00","0","2.94","0.00","3.92","29.82","11.63","0.78","5.49","12.50","1.7","76.51","2.17","0","2.55","0.00","10.00","81.48","0.915","1.18","5.3","34.72","32.37","3.28","1.18","7.06","50.02","2.30"
"594","Niko Mikkola","STL","D","30","56.733333333333","1.8911111111111","14.81","88.84","14.29","14.81","65.57","18.42","12.69","47.59","21.05","1.06","8.46","11.11","0.55","5.79","8.68","3.17","38.07","7.69","2.12","17.98","10.53","1.06","4.23","20.00","1.41","26.79","5.00","0","2.82","0.00","10.69","70.27","13.21","0","3.06","0.00","8.33","82.22","0.906","2.12","8.46","29.61","53.94","6.67","3.17","11.63","39.13","7.50"
"571","Jacob Larsson","ANA","D","46","87.816666666667","1.9090579710145","18.45","88.82","17.20","16.4","67.64","19.51","11.62","47.14","19.77","0","6.83","0.00","0.79","6.84","10.34","6.83","54.66","11.11","3.42","24.6","12.20","0","2.73","0.00","4.55","40.08","10.20","0","3.64","0.00","5.92","45.4","11.54","0","1.97","0.00","0.00","85.51","0.855","1.37","4.1","35.53","41.68","3.70","2.05","7.52","48.51","4.05"
"804","Blake Lizotte","L.A","C","45","53.383333333333","1.1862962962963","17.98","88.79","16.84","16.86","69.68","19.48","14.61","52.83","21.67","2.25","4.5","33.33","1.69","5.68","22.89","11.24","47.21","19.23","7.87","14.61","35.00","2.25","1.12","66.67","4.5","43.46","9.38","0","3","0.00","3.25","55.2","5.56","0","1.62","0.00","15.38","91.49","1.069","0","6.74","19.11","78.68","0.00","0","8.99","21.35","0.00"
"180","Sami Vatanen","DAL, N.J","D","39","79.133333333333","2.0290598290598","6.07","88.71","6.40","6.07","72.03","7.77","6.07","54.59","10.00","0","9.1","0.00","0.17","8","2.06","0.76","53.83","1.39","0","25.78","0.00","0","6.07","0.00","1.01","37.41","2.63","0","2.02","0.00","4.38","46","8.70","0","2.19","0.00","0.00","83.33","0.833","1.52","5.31","37.91","25.02","3.85","3.03","8.34","61.42","4.71"
"474","Travis Sanheim","PHI","D","58","120.43333333333","2.0764367816092","18.93","88.68","17.59","17.94","66.76","21.18","13.95","48.82","22.22","0.5","7.97","5.88","0.94","6.5","12.63","7.97","47.83","14.29","3.49","22.92","13.21","0.5","6.97","6.67","5.98","33.21","15.25","0","1.33","0.00","5.76","56.13","9.30","0","0","-","3.57","83.67","0.872","1.99","5.98","28.9","49.32","6.45","5.48","9.47","39.36","12.22"
"88","P.K. Subban","N.J","D","47","69.733333333333","1.4836879432624","15.49","88.62","14.88","13.77","74.86","15.53","9.46","58.51","13.92","0","12.05","0.00","0.69","7.85","8.10","6.02","48.18","11.11","4.3","23.23","15.63","0","7.74","0.00","2.29","33.27","6.45","0","4.59","0.00","9.94","57.17","14.81","0","1.24","0.00","0.00","79.41","0.794","2.58","5.16","15.49","63.67","14.29","4.3","9.46","20.65","17.24"
"380","Danny DeKeyser","DET","D","51","94.183333333333","1.8467320261438","14.02","88.55","13.66","13.38","60.52","18.10","11.47","45.23","20.22","0","7.01","0.00","0.47","5.34","8.08","5.1","43.32","10.53","0.64","19.75","3.13","0","5.1","0.00","5.95","31.43","15.91","0","2.55","0.00","1.84","63.49","2.82","0","0","-","0.00","84.51","0.845","0.64","4.46","37.59","34.4","1.67","3.82","7.01","54.79","6.52"
"220","Austin Watson","OTT","L","34","72","2.1176470588235","15","88.33","14.52","12.5","63.33","16.48","10","42.5","19.05","0.83","5","14.29","0.61","5.27","10.38","5.83","51.67","10.14","2.5","16.67","13.04","0.83","3.33","20.00","4.44","46.67","8.70","0","2.22","0.00","3.61","51.76","6.52","0","0","-","8.33","88.24","0.966","2.5","7.5","35","44.17","6.67","3.33","9.17","44.17","7.02"
"300","Jonas Brodin","MIN","D","56","127.01666666667","2.2681547619048","8.98","88.33","9.22","8.5","62.83","11.92","8.03","45.82","14.91","0.94","8.03","10.53","0.52","5.17","9.17","5.2","37.79","12.09","1.42","12.75","10.00","0","2.83","0.00","5.04","33.38","13.11","1.26","5.04","20.00","0.68","67.55","1.00","0","2.05","0.00","11.76","82.47","0.942","0.94","4.25","33.54","29.29","2.74","0.94","7.09","49.6","1.87"
"664","Jacob MacDonald","COL","D","33","27.2","0.82424242424242","19.85","88.24","18.37","15.44","63.97","19.44","11.03","46.32","19.23","0","11.03","0.00","0.84","4.01","17.35","8.82","35.29","20.00","6.62","11.03","37.50","0","4.41","0.00","2.94","32.35","8.33","0","2.94","0.00","6.37","76.47","7.69","0","6.37","0.00","0.00","76.19","0.762","4.41","2.21","24.26","70.59","15.38","11.03","6.62","30.88","26.32"
"500","Lucas Wallmark","CHI, FLA","C","20","21.1","1.055","8.53","88.15","8.82","5.69","71.09","7.41","5.69","54.03","9.52","2.84","5.69","33.33","2.11","5.69","27.07","2.84","34.12","7.69","0","11.37","0.00","0","2.84","0.00","3.79","30.33","11.11","0","0","-","4.11","73.93","5.26","0","4.11","0.00","50.00","89.47","1.395","0","2.84","39.81","62.56","0.00","0","2.84","48.34","0.00"
"290","Scott Harrington","CBJ","D","15","19.066666666667","1.2711111111111","15.73","88.11","15.15","15.73","66.08","19.23","15.73","56.64","21.74","3.15","9.44","25.00","1.12","5.43","17.15","12.59","40.91","23.53","6.29","12.59","33.33","3.15","6.29","33.33","8.39","37.76","18.18","0","4.2","0.00","4.55","63.64","6.67","0","0","-","20.00","83.33","1.033","0","6.29","9.44","62.94","0.00","0","9.44","15.73","0.00"
"202","Justin Holl","TOR","D","59","149.16666666667","2.5282485875706","15.28","88.09","14.79","14.08","66.77","17.41","11.66","46.26","20.14","0.8","7.64","9.52","0.98","6.16","13.76","8.45","49.07","14.69","3.62","19.31","15.79","0.4","4.02","9.09","6.44","39.69","13.95","0.54","3.75","12.50","1.74","55.78","3.03","0","1.16","0.00","6.90","83.48","0.904","0.8","5.23","40.63","19.31","1.94","2.82","8.85","65.16","4.14"
"217","Kevin Hayes","PHI","C","55","71.516666666667","1.300303030303","19.3","88.09","17.97","16.78","71.31","19.05","12.58","52.85","19.23","0","15.94","0.00","0.87","6.91","11.13","7.55","50.34","13.04","3.36","25.17","11.76","0","13.42","0.00","5.59","33.56","14.29","0","2.24","0.00","3.64","53.32","6.38","0","1.21","0.00","0.00","69.84","0.698","2.52","5.03","30.2","62.92","7.69","2.52","5.87","36.91","6.38"
"218","Cam Fowler","ANA","D","61","126.7","2.0770491803279","13.26","88.08","13.08","12.79","72.45","15.00","11.37","52.09","17.91","0","8.05","0.00","0.69","7.28","8.65","6.16","48.78","11.21","3.31","26.52","11.11","0","4.26","0.00","3.79","29.68","11.32","0","3.79","0.00","3.42","54.04","5.95","0","1.37","0.00","0.00","84.55","0.845","0.95","5.68","33.62","44.99","2.74","2.84","9.94","48.3","5.56"
"841","Artem Zub","OTT","D","51","104.91666666667","2.0571895424837","13.15","88.07","12.99","12.01","65.77","15.44","10.29","48.04","17.65","0.57","6.29","8.33","0.91","5.99","13.23","7.43","48.04","13.40","4.58","20.02","18.60","0.57","2.29","20.00","3.81","37.36","9.26","0","2.29","0.00","4.13","56.17","6.85","0","3.3","0.00","5.56","86.90","0.925","0.57","5.15","32.03","39.46","1.75","1.72","8.58","44.61","3.70"
"96","Carl Gunnarsson","STL","D","12","30.7","2.5583333333333","3.91","87.95","4.26","3.91","66.45","5.56","1.95","54.72","3.45","0","5.86","0.00","0.2","4.73","4.07","1.95","31.27","5.88","0","15.64","0.00","0","3.91","0.00","2.61","20.85","11.11","0","0","-","2.82","81.87","3.33","0","2.82","0.00","0.00","89.29","0.893","0","7.82","52.77","33.22","0.00","1.95","7.82","70.36","2.70"
"825","Nikolai Knyzhov","S.J","D","56","50.483333333333","0.9014880952381","15.45","87.95","14.94","15.45","66.56","18.84","11.89","38.03","23.81","0","3.57","0.00","0.71","5.38","11.64","7.13","42.79","14.29","3.57","16.64","17.65","0","1.19","0.00","4.75","34.86","12.00","0","1.58","0.00","3.43","61.8","5.26","0","1.72","0.00","0.00","90.63","0.906","1.19","8.32","20.2","72.5","5.56","1.19","9.51","33.28","3.45"
"394","Connor Clifton","BOS","D","46","60.05","1.3054347826087","18.98","87.93","17.76","16.99","65.95","20.48","14.99","48.96","23.44","2","5","28.57","0.83","4.81","14.78","7.99","44.96","15.09","4","13.99","22.22","2","2","50.00","5.33","41.3","11.43","0","4","0.00","8.66","54.84","13.64","0","0","-","13.33","89.80","1.031","1","2","20.98","75.94","4.55","6.99","6","26.98","20.59"
"77","Jamie Benn","DAL","L","57","31.4","0.55087719298246","13.38","87.9","13.21","11.46","61.15","15.79","9.55","38.22","20.00","0","5.73","0.00","0.31","5.19","5.63","5.73","43.95","11.54","0","13.38","0.00","0","3.82","0.00","7.64","40.76","15.79","0","2.55","0.00","0","60.72","0.00","0","0","-","0.00","85.00","0.850","1.91","3.82","49.68","78.34","3.70","3.82","5.73","61.15","5.88"
"211","Jon Merrill","DET, MIN, MTL","D","52","70.35","1.3528846153846","15.35","87.85","14.88","13.65","63.11","17.78","12.79","50.32","20.27","0","5.97","0.00","0.78","5.84","11.78","6.82","47.76","12.50","2.56","18.76","12.00","0","2.56","0.00","5.69","38.66","12.82","0","3.41","0.00","6.16","54.21","10.20","0","1.23","0.00","0.00","88.14","0.881","0","2.56","23.03","52.88","0.00","3.41","6.82","39.23","8.00"
"65","Leo Komarov","NYI","R","34","39.616666666667","1.1651960784314","21.2","87.84","19.44","18.17","68.15","21.05","18.17","46.95","27.91","3.03","4.54","40.00","1.45","6.26","18.78","10.6","43.92","19.44","10.6","15.15","41.18","3.03","1.51","66.67","0","38.37","0.00","0","4.04","0.00","6.56","63.44","9.38","0","0","-","16.67","90.32","1.070","1.51","4.54","43.92","63.61","3.33","4.54","10.6","53.01","7.89"
"144","Jordie Benn","VAN, WPG","D","39","53.283333333333","1.3662393162393","19.14","87.83","17.89","15.76","64.19","19.72","12.39","48.42","20.37","1.13","4.5","20.00","0.52","6.01","7.93","10.13","51.8","16.36","1.13","18.02","5.88","0","2.25","0.00","12.01","45.04","21.05","1.5","0","100.00","0","52.05","0.00","0","3.25","0.00","9.09","90.70","0.998","0","1.13","34.91","41.66","0.00","3.38","1.13","47.29","6.67"
"360","Connor Carrick","N.J","D","11","4.1","0.37272727272727","43.9","87.8","33.33","43.9","43.9","50.00","14.63","43.9","25.00","14.63","14.63","50.00","2.56","6.74","27.49","29.27","43.9","40.00","0","14.63","0.00","0","0","-","39.02","39.02","50.00","19.51","19.51","50.00","21.14","63.41","25.00","0","0","-","100.00","66.67","1.667","0","0","43.9","73.17","0.00","0","0","43.9","0.00"
"397","Hudson Fasching","ARI","R","5","0.68333333333333","0.13666666666667","0","87.8","0.00","0","87.8","0.00","0","87.8","0.00","0","0","-","0","8.11","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","126.83","0.00","0","0","-","-","100.00","1.00","0","0","0","175.61","-","0","0","0","-"
"223","Chris Wagner","BOS","R","41","62.2","1.5170731707317","9.65","87.78","9.90","7.72","65.59","10.53","4.82","54.02","8.20","0.96","4.82","16.67","0.31","5.79","5.13","0.96","50.16","1.89","0.96","21.22","4.35","0.96","2.89","25.00","0","38.59","0.00","0","2.57","0.00","6.97","52.95","11.63","0","0","-","20.00","91.07","1.111","0.96","5.79","26.05","61.74","3.57","1.93","7.72","37.62","4.88"
"466","Haydn Fleury","ANA, CAR, SEA","D","50","63.616666666667","1.2723333333333","16.98","87.71","16.22","16.98","73.57","18.75","12.26","51.87","19.12","0","3.77","0.00","1.01","6.61","13.24","8.49","48.1","15.00","5.66","21.69","20.69","0","1.89","0.00","3.77","35.21","9.68","0","1.26","0.00","1.36","54.49","2.44","0","1.36","0.00","0.00","92.73","0.927","0","4.72","26.41","55.65","0.00","3.77","5.66","44.33","7.84"
"231","Mark Pysyk","BUF, DAL","D","40","39.766666666667","0.99416666666667","21.12","87.51","19.44","18.11","66.39","21.43","18.11","43.76","29.27","1.51","6.04","20.00","1.03","5.98","14.68","7.54","42.25","15.15","3.02","21.12","12.50","1.51","4.53","25.00","6.04","28.16","17.65","0","2.01","0.00","13.08","65.38","16.67","0","0","-","8.33","86.21","0.945","1.51","6.04","42.25","27.16","3.45","4.53","9.05","54.32","7.69"
"546","Brandon Carlo","BOS","D","30","83.683333333333","2.7894444444444","15.77","87.47","15.28","13.62","65.25","17.27","12.19","43.74","21.79","1.43","3.58","28.57","0.88","4.79","15.50","7.89","40.87","16.18","2.87","10.75","21.05","0.72","2.15","25.00","6.69","40.15","14.29","0","0.96","0.00","6.21","65.25","8.70","0","1.04","0.00","11.76","91.80","1.036","0","4.3","35.13","21.51","0.00","2.15","6.45","63.1","3.30"
"732","Alexandre Texier","CBJ","C","53","61.766666666667","1.1654088050314","20.4","87.43","18.92","18.46","70.91","20.65","17.49","46.63","27.27","0.97","4.86","16.67","0.86","6.18","12.23","7.77","48.57","13.79","4.86","17.49","21.74","0","2.91","0.00","3.89","41.45","8.57","1.3","2.59","33.33","9.82","54.72","15.22","0","0","-","5.56","89.58","0.951","2.91","7.77","32.06","52.46","8.33","3.89","10.69","47.6","7.55"
"589","William Borgen","BUF","D","10","14.416666666667","1.4416666666667","16.65","87.4","16.00","12.49","54.1","18.75","4.16","37.46","10.00","0","4.16","0.00","0.5","2.7","15.57","4.16","24.97","14.29","0","4.16","0.00","0","0","-","5.55","27.75","16.67","0","0","-","12.02","84.16","12.50","0","6.01","0.00","0.00","88.89","0.889","0","0","45.78","41.62","0.00","0","0","66.59","0.00"
"161","Nazem Kadri","COL","C","60","3.4333333333333","0.057222222222222","0","87.38","0.00","0","52.43","0.00","0","34.95","0.00","0","0","-","0","3.31","0.00","0","52.43","0.00","0","0","-","0","0","-","0","69.9","0.00","0","0","-","0","50.49","0.00","0","0","-","-","100.00","1.00","17.48","0","87.38","87.38","16.67","34.95","0","104.85","25.00"
"86","Sam Gagner","DET","C","46","65.3","1.4195652173913","15.62","87.29","15.18","11.94","67.08","15.12","9.19","47.78","16.13","0","3.68","0.00","0.48","6.07","7.27","4.59","48.7","8.62","1.84","23.89","7.14","0","2.76","0.00","3.68","33.08","10.00","0","1.23","0.00","6.64","54.42","10.87","0","0","-","0.00","92.31","0.923","2.76","6.43","25.73","43.19","9.68","4.59","10.11","37.67","10.87"
"105","Jake Muzzin","TOR","D","58","146.63333333333","2.5281609195402","15.55","87.16","15.14","14.32","67.52","17.50","12.28","47.47","20.55","0.41","8.18","4.76","1.01","6.1","14.14","8.18","49.92","14.08","2.86","15.96","15.22","0","2.86","0.00","7.09","45.28","13.54","0.55","4.36","11.11","1.77","52.6","3.26","0","2.36","0.00","3.33","82.76","0.861","0.82","5.32","39.28","17.19","2.04","3.27","9.82","66.7","4.68"
"162","Ryan Ellis","NSH, PHI","D","38","97.8","2.5736842105263","6.75","87.12","7.19","6.13","63.19","8.85","6.13","44.79","12.05","0.61","5.52","10.00","0.46","5.97","7.15","3.68","46.63","7.32","2.45","20.86","10.53","0.61","1.84","25.00","1.64","34.36","4.55","0","3.27","0.00","2.66","54.94","4.62","0","1.77","0.00","10.00","87.67","0.977","0","9.2","39.26","32.52","0.00","1.23","15.34","60.74","1.98"
"278","Mike Reilly","BOS, OTT","D","58","91.6","1.5793103448276","17.69","87.12","16.88","15.07","70.74","17.56","11.79","53.71","18.00","0.66","7.86","7.69","0.83","6.79","10.95","7.86","50.44","13.48","2.62","23.58","10.00","0.66","4.59","12.50","6.99","35.81","16.33","0","3.49","0.00","8.52","52.98","13.85","0","0.95","0.00","5.56","85.37","0.909","0","4.59","22.93","56.33","0.00","1.97","7.86","34.72","5.36"
"175","Brian Dumoulin","PIT","D","45","118.7","2.6377777777778","12.13","86.94","12.24","10.11","66.72","13.16","8.09","49.54","14.04","2.02","7.58","21.05","0.78","5.85","11.83","5.56","40.44","12.09","3.03","15.16","16.67","1.52","3.03","33.33","3.37","33.7","9.09","0.67","2.02","25.00","5.11","64.98","7.29","0","4.38","0.00","25.00","84.69","1.097","2.02","4.55","37.91","21.74","5.06","3.54","9.1","71.27","4.73"
"237","Bryan Rust","PIT","R","58","21.4","0.36896551724138","8.41","86.92","8.82","8.41","72.9","10.34","5.61","56.07","9.09","0","14.02","0.00","0.97","6.84","12.39","5.61","50.47","10.00","5.61","19.63","22.22","0","11.21","0.00","0","41.12","0.00","0","0","-","0","48.6","0.00","0","4.05","0.00","0.00","75.00","0.750","8.41","8.41","47.66","64.49","15.00","8.41","11.21","67.29","11.11"
"353","Chris Tierney","OTT","C","59","111.18333333333","1.8844632768362","13.49","86.88","13.44","11.87","73.39","13.92","10.79","57.2","15.87","0.54","9.71","5.26","1.09","6.77","13.91","9.71","50.19","16.22","5.4","21.59","20.00","0.54","2.7","16.67","5.76","38.14","13.11","0","7.2","0.00","2.34","51.45","4.35","0","2.34","0.00","5.00","83.02","0.880","1.08","5.4","39.39","52.35","2.67","1.62","7.56","45.87","3.41"
"60","Brad Marchand","BOS","C, L","56","91.866666666667","1.6404761904762","21.55","86.87","19.88","19.59","62.7","23.81","17.63","41.8","29.67","4.57","5.88","43.75","1.44","5.03","22.29","13.06","47.02","21.74","3.92","13.72","22.22","3.27","3.92","45.45","12.19","44.41","21.54","0.87","0.87","50.00","4.72","52.83","8.20","0","0.94","0.00","25.93","85.94","1.119","1.31","6.53","64.66","30.04","1.98","1.31","11.1","77.07","1.67"
"7","Frans Nielsen","DET","C","29","45.6","1.5724137931034","7.89","86.84","8.33","6.58","69.74","8.62","6.58","59.21","10.00","0","6.58","0.00","0.11","6.72","1.66","1.32","43.42","2.94","0","19.74","0.00","0","6.58","0.00","1.75","31.58","5.26","0","0","-","3.8","60.82","5.88","0","0","-","0.00","88.89","0.889","2.63","5.26","38.16","52.63","6.45","3.95","6.58","46.05","7.89"
"226","Erik Gudbranson","CGY, NSH, OTT","D","48","113.35","2.3614583333333","16.94","86.81","16.33","16.41","67.23","19.62","13.76","51.35","21.14","1.06","9","10.53","1.02","5.86","14.83","9","50.29","15.18","4.23","16.94","20.00","1.06","3.71","22.22","6.35","44.46","12.50","0","4.23","0.00","2.29","50.46","4.35","0","3.06","0.00","7.69","82.47","0.902","1.06","5.82","40.23","26.47","2.56","3.71","10.59","62.46","5.60"
"616","Brandon Tanev","PIT, SEA","L","37","80.866666666667","2.1855855855856","20.03","86.81","18.75","16.32","65.29","20.00","11.87","51.94","18.60","2.23","8.16","21.43","1.15","6.4","15.26","8.16","43.78","15.71","4.45","23","16.22","1.48","4.45","25.00","4.95","27.7","15.15","0.99","2.97","25.00","10.72","57.87","15.63","0","2.14","0.00","18.75","84.29","1.030","2.23","5.19","51.94","40.07","4.11","3.71","8.9","60.1","5.81"
"759","Oliver Wahlstrom","NYI","R","48","1.3833333333333","0.028819444444444","43.37","86.75","33.33","0","43.37","0.00","0","0","-","0","0","-","0","32.38","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","62.65","125.3","33.33","0","0","-","-","-","-","0","0","0","43.37","-","0","0","0","-"
"214","Brock Nelson","NYI","C","60","60.25","1.0041666666667","15.93","86.64","15.53","13.94","64.73","17.72","10.95","38.84","22.00","0","4.98","0.00","0.77","6.54","10.56","7.97","37.84","17.39","5.98","13.94","30.00","0","1.99","0.00","2.66","31.87","7.69","0","0","-","7.19","64.73","10.00","0","2.88","0.00","0.00","87.18","0.872","2.99","4.98","21.91","77.68","12.00","3.98","3.98","24.9","13.79"
"235","Joakim Nordstrom","CGY","C","44","100","2.2727272727273","12","86.4","12.20","10.8","58.2","15.65","8.4","45","15.73","0","7.2","0.00","0.61","5.25","10.48","4.8","46.2","9.41","3","13.8","17.86","0","1.8","0.00","2.4","43.2","5.26","0","4.8","0.00","4.33","55.47","7.25","0","2.6","0.00","0.00","84.00","0.840","1.2","7.8","43.8","39","2.67","1.2","9","57","2.06"
"456","Garnet Hathaway","WSH","R","60","78","1.3","12.31","86.15","12.50","10.77","66.15","14.00","9.23","41.54","18.18","0.77","3.85","16.67","0.42","6.43","6.19","3.08","43.85","6.56","1.54","22.31","6.45","0.77","0.77","50.00","2.05","28.72","6.67","0","3.08","0.00","7.78","60","11.48","0","1.11","0.00","8.33","90.74","0.991","1.54","3.08","9.23","83.85","14.29","1.54","5.38","12.31","11.11"
"557","Zach Werenski","CBJ","D","39","73.2","1.8769230769231","13.11","86.07","13.22","9.84","60.66","13.95","8.2","43.44","15.87","0.82","4.1","16.67","0.35","5.07","6.53","4.1","35.25","10.42","1.64","13.11","11.11","0","2.46","0.00","3.28","29.51","10.00","1.09","2.19","33.33","7.1","69.85","9.23","0","0","-","10.00","90.57","1.006","0","9.02","40.98","37.7","0.00","3.28","11.48","58.2","5.33"
"168","John Moore","BOS","D","6","13.266666666667","2.2111111111111","13.57","85.93","13.64","9.05","54.27","14.29","4.52","27.14","14.29","0","4.52","0.00","0.49","3.33","12.76","4.52","27.14","14.29","0","4.52","0.00","0","0","-","6.03","30.15","16.67","0","6.03","0.00","13.07","78.39","14.29","0","0","-","0.00","83.33","0.833","0","0","40.7","22.61","0.00","0","0","58.79","0.00"
"356","Colton Sissons","NSH","C","58","135.53333333333","2.3367816091954","8.85","85.88","9.35","7.53","64.63","10.43","5.31","48.7","9.84","0.44","6.2","6.67","0.48","5.57","7.88","3.54","39.4","8.25","2.21","17.71","11.11","0.44","3.1","12.50","1.77","28.92","5.77","0","2.95","0.00","3.84","65.22","5.56","0","1.28","0.00","8.33","87.27","0.956","0.44","9.74","42.06","38.51","1.04","1.33","14.61","54.45","2.38"
"713","Robert Thomas","STL","C","36","9.0833333333333","0.25231481481481","19.82","85.87","18.75","19.82","72.66","21.43","6.61","39.63","14.29","0","0","-","0.96","7.5","11.32","13.21","52.84","20.00","13.21","19.82","40.00","0","0","-","0","44.04","0.00","0","0","-","9.54","38.17","20.00","0","0","-","0.00","100.00","1.000","0","6.61","26.42","99.08","0.00","0","13.21","46.24","0.00"
"581","Anthony Cirelli","T.B","C","54","113.28333333333","2.0978395061728","11.65","85.8","11.96","10.59","65.68","13.89","10.06","49.26","16.96","1.06","7.42","12.50","0.77","5.66","11.98","6.36","43.43","12.77","3.71","13.77","21.21","0.53","3.18","14.29","3.53","39.55","8.20","0.71","2.82","20.00","2.3","58.14","3.80","0","2.3","0.00","10.53","84.95","0.955","3.18","2.65","32.84","46.61","8.82","4.77","5.3","44.49","9.68"
"369","Matthew Benning","NSH","D","55","111.26666666667","2.0230303030303","11.86","85.74","12.15","10.78","67.41","13.79","7.55","52.31","12.61","0.54","8.63","5.88","0.73","5.81","11.22","5.93","42.06","12.36","3.77","14.56","20.59","0.54","5.39","9.09","2.88","36.67","7.27","0","4.31","0.00","4.67","60.75","7.14","0","0","-","7.14","83.51","0.906","0.54","5.93","24.27","47.45","2.17","2.16","10.25","37.21","5.48"
