"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"136","Matt Calvert","COL","L","18","2.3333333333333","0.12962962962963","-116.17","68.97","-93.43","-89.31","70.14","-92.73","-70.05","71.31","-92.31","-9.92","-0.58","-","-8.18","4.32","-94.88","-58.96","73.64","-94.39","-27.44","49.09","-92.16","-1.75","0","-","-42.03","32.73","-96.43","-6.23","-0.78","-88.89","-82.63","-1.69","-","-5.06","0","-100.00","-","100.00","1.00","25.71","0","25.71","128.57","50.00","51.43","0","51.43","50.00"
"454","Garnet Hathaway","WSH","R","60","2.2333333333333","0.037222222222222","-96.34","68.28","-88.67","-78.63","70.01","-88.14","-57.46","72.17","-87.21","-8.86","-1.94","-","-6.77","3.15","-89.24","-45.36","22.11","-90.52","-14.9","-1.94","-","-3.67","-0.86","-","-40.61","32.08","-91.56","-3.74","-0.29","-92.86","-69.27","72.31","-92.89","-3.12","-0.62","-83.33","-","100.00","1.00","53.73","0","26.87","134.33","66.67","80.6","26.87","26.87","75.00"
"712","Urho Vaakanainen","BOS","D","9","0.66666666666667","0.074074074074074","-100.05","67.96","-81.94","-71.22","74.74","-82.35","-39","74.74","-71.88","-5.09","-1.7","-","-6.29","2.45","-84.87","-57.65","-11.87","-","-23.74","-8.48","-","-1.7","-1.7","-","-45.22","-4.52","-","0","0","-","-61.23","122.65","-89.29","-4.9","0","-100.00","-","100.00","1.00","0","0","0","270","-","0","0","0","-"
"680","Oskar Steen","BOS","C","3","1.65","0.55","-49.6","58.97","-52.87","-68.77","22.61","-83.33","-55.01","22.61","-80.00","-10.32","-3.44","-","-5.76","0.4","-80.31","-34.38","29.49","-83.33","-20.63","-6.88","-","-6.88","0","-","-18.34","48.48","-100.00","0","0","-","-17.01","47.56","-43.33","-4.97","-4.97","-50.00","-","100.00","1.00","0","36.36","0","36.36","-","0","72.73","0","-"
"851","Tyce Thompson","N.J","R","7","1.0166666666667","0.1452380952381","19.27","54.31","-28.79","45.14","54.31","-27.27","63.95","54.31","-25.33","-7.05","-2.35","-","-1.43","7.3","-40.82","-47.03","59.02","-100.00","-21.16","59.02","-100.00","-4.7","0","-","-34.49","0","-","0","0","-","95.77","0","0.00","-3.4","0","-100.00","0.00","100.00","1.000","0","59.02","0","177.05","-","59.02","59.02","0","100.00"
"394","Carson Soucy","MIN, SEA","D","54","4.65","0.086111111111111","-56.4","50.05","-49.30","-46.73","52.9","-57.63","-25.91","42.85","-52.17","6.55","-0.66","9.38","-3.11","-0.11","-6.64","-17.15","-6.57","13.27","-2.88","-3.51","18.18","10.27","-0.44","14.29","-19.03","-4.09","10.14","-3.51","-0.29","-92.31","-72.49","50.53","-93.09","-1.58","0","-100.00","50.00","100.00","1.500","38.71","0","0","154.84","100.00","38.71","0","0","100.00"
"186","Cody Eakin","BUF","C","49","2","0.040816326530612","5.24","49.62","-29.09","22.36","50.46","-27.64","40.04","52.7","-27.25","22.14","-0.84","9.68","8.18","-0.4","7.50","22.95","-4.77","11.41","44.28","-3.37","17.65","27.47","-0.56","18.18","-28.44","-1.87","-","-3.74","-0.37","-90.91","-24.77","-3.24","4.55","-3.65","0","-100.00","33.33","100.00","1.333","30","150","0","210","100.00","30","150","0","100.00"
"542","Oliver Kylington","CGY","D","10","1.6833333333333","0.16833333333333","-52.13","48.64","-46.15","-77.86","51.47","-79.71","-60.87","-16.99","-","-9.91","0","-","-6.29","1.78","-83.99","-49.55","24.32","-81.40","-18.4","-7.08","-","-2.83","0","-","-41.53","41.86","-88.00","-7.55","0","-100.00","-1.68","45.35","-39.66","-2.04","0","-100.00","-","-","-","0","0","0","35.64","-","0","0","0","-"
"231","Jarred Tinordi","BOS, NSH, NYR","D","22","2.0333333333333","0.092424242424242","-92.27","43.64","-85.71","-66.13","16.69","-83.77","-47.16","18.74","-81.42","-6.15","-1.03","-","-5.29","4.5","-86.23","-43.57","22.84","-86.73","-15.38","25.41","-78.95","-2.05","-0.51","-","-37.59","-3.42","-","-1.37","-0.68","-66.67","-66.64","34.48","-89.11","-3.7","0","-100.00","-","100.00","1.00","0","29.51","0","147.54","-","0","29.51","0","-"
"686","Rhett Gardner","DAL","C","28","2.1","0.075","-8.99","41.89","-26.13","-21.04","44.43","-36.01","2.48","46.97","-34.31","-9.53","-0.64","-","-3.75","5.15","-53.69","-22.91","21.58","-38.04","-25.42","-2.54","-","-6.99","0","-","3.35","32.16","-35.42","-2.54","-0.85","-75.00","21.95","35.76","-25.00","-0.92","0","-100.00","0.00","100.00","1.000","57.14","0","0","114.29","100.00","85.71","0","0","100.00"
"11","Braydon Coburn","NYI, OTT","D","19","1.1666666666667","0.06140350877193","8.87","39.68","-22.22","26.49","40.75","-21.06","49.99","43.42","-20.18","-5.34","-0.53","-","0.24","4.33","-32.44","-57.14","45.55","-90.68","-24.57","48.22","-88.46","-2.14","-0.53","-","-43.44","-3.56","-","-2.85","0","-100.00","97.66","-3.86","7.04","-1.54","0","-100.00","0.00","100.00","1.000","102.86","0","0","360","100.00","102.86","0","0","100.00"
"194","Brenden Dillon","WPG, WSH","D","60","2.3166666666667","0.038611111111111","-45.93","39.18","-38.57","-26.47","40.68","-37.56","-5.09","42.82","-36.36","17.35","-1.92","18.37","-1.26","3.24","-31.84","6.46","47.09","-40.60","11.14","-1.92","11.54","-3.42","-0.64","-","-6.24","65.36","-58.33","30.83","-0.57","13.33","-71.36","-5.87","-","-3.09","-0.62","-83.33","50.00","100.00","1.500","77.7","77.7","0","181.29","100.00","77.7","77.7","0","100.00"
"225","Erik Gudbranson","CGY, NSH, OTT","D","48","3.4","0.070833333333333","-36.81","38.76","-36.35","-33.18","40.71","-44.85","-17.29","43.65","-44.98","-5.38","17.16","-91.67","-4.44","1.25","-42.65","-49.89","10.8","-87.93","-21.77","-2.69","-","-2.45","-0.24","-","-37.5","17.99","-87.12","-2.61","-0.33","-88.89","20.3","46.03","-31.91","-1.41","25.49","-100.00","0.00","66.67","0.667","70.59","0","0","282.35","100.00","70.59","17.65","17.65","80.00"
"494","Jake Walman","STL","D","27","1.3166666666667","0.048765432098765","33.07","35.95","-16.51","13.15","37.56","-24.02","-13.73","40.23","-41.74","-9.08","-0.53","-","-0.84","-0.6","8.28","-50.22","-4.81","-","-14.96","-2.67","-","-1.6","0","-","-47.01","-2.85","-","-7.12","-0.71","-90.91","124.94","-3.86","5.05","-3.09","0","-100.00","0.00","100.00","1.000","91.14","0","0","45.57","100.00","182.28","0","0","100.00"
"281","Dmitrij Jaskin","ARI","R","2","4.5666666666667","2.2833333333333","-9.19","35.27","-25.69","0.71","41.03","-31.82","-8.28","27.9","-35.00","-5.76","13.14","-100.00","0.66","1.28","-15.92","-9.9","20.52","-46.67","13.14","-5.76","100.00","0","0","-","-30.72","35.04","-100.00","-7.68","17.52","-100.00","1.03","-8.32","10.00","0","0","-","0.00","66.67","0.667","52.55","0","0","26.28","100.00","65.69","0","26.28","71.43"
"457","Tomas Nosek","BOS, VGK","L","41","2.4833333333333","0.060569105691057","-11.72","35.27","-22.58","-13.72","37.09","-28.47","9.95","38.91","-26.92","17.79","-0.3","4.55","-2.55","4.57","-43.67","-6.01","42.55","-40.40","-20.34","45.89","-89.33","-3.64","0","-","19.1","-4.45","8.94","31","0","0.00","-38.76","-4.38","5.62","-2.63","-0.44","-85.71","33.33","100.00","1.333","120.81","0","0","217.45","100.00","169.13","0","0","100.00"
"839","Philip Tomasino","NSH","C","2","1.4166666666667","0.70833333333333","-77.9","34.84","-44.12","-62.87","34.84","-43.33","-40.32","-7.52","8.33","-7.52","0","-","-7.09","1.65","-45.72","-45.09","-7.52","-","-15.03","0","-","0","0","-","-40.08","-10.02","-","0","0","-","-47.38","61.18","-50.00","-10.86","0","-100.00","0.00","-","0.00","42.35","42.35","0","0","100.00","127.06","42.35","0","100.00"
"222","Chris Wagner","BOS","R","41","2.3166666666667","0.05650406504065","-42.62","34.32","-34.38","-18.4","36.78","-32.37","-45.98","39.54","-78.95","-7.05","-0.92","-","-3.58","0.03","-13.70","-25.91","-8.58","14.21","-22.69","-6.13","-","-4.29","-0.92","-","-4.3","-3.27","7.77","-1.64","0","-100.00","-60.67","31.21","-90.73","-2.21","0","-100.00","-","100.00","1.00","25.9","25.9","25.9","258.99","50.00","25.9","25.9","51.8","33.33"
"318","Ryan Murray","COL, N.J","D","52","3.9333333333333","0.075641025641026","-68.62","34.2","-62.89","-49.44","34.94","-60.67","-30.74","21.16","-49.78","-4.92","-1.23","-","-4.32","0.22","-30.43","-25.08","8.61","-35.86","0.5","-2.95","16.67","-1.97","-0.74","-","-34.11","15.42","-87.39","-2.3","-0.33","-87.50","-61.11","41.94","-96.63","-1.78","0","-100.00","0.00","100.00","1.000","61.02","45.76","15.25","91.53","80.00","61.02","45.76","15.25","80.00"
"553","Glenn Gawdin","CGY","C","9","1.1833333333333","0.13148148148148","-0.88","33.43","-18.89","-32.99","34.76","-34.00","-13.06","-13.28","17.24","-9.3","0","-","-4.88","1.32","-36.46","-49.15","38.75","-80.43","-19.93","-5.31","-","-2.66","0","-","-38.97","58.75","-81.48","-7.08","0","-100.00","77.4","0","0.00","-1.92","0","-100.00","0.00","-","0.00","0","0","0","50.7","-","0","0","0","-"
"421","William Carrier","VGK","L","54","2.5166666666667","0.046604938271605","-38.55","32.98","-28.21","-37.95","11.73","-20.94","-14.38","-9.73","13.55","17.79","-0.43","6.67","-3.46","-0.29","-0.74","-5.52","-6.92","11.51","-21.63","-3.24","-","-3.89","0","-","21.48","-4.9","10.43","31.5","0","0.00","-77.47","63.56","-93.58","-2.81","-0.62","-81.82","50.00","-","0.50","95.36","0","0","238.41","100.00","119.21","0","23.84","83.33"
"32","Blake Comeau","DAL","L","51","5.1","0.1","-56.02","32.89","-43.71","-49.42","34.2","-51.68","-26.85","37.35","-50.51","-6.82","-0.79","-","-5.15","2.93","-61.83","-37.56","30.05","-65.38","-24.14","-2.36","-","-4.72","-0.26","-","-17.9","43.21","-64.72","-1.4","-0.35","-80.00","-23.62","12.45","-26.02","-1.52","-0.38","-80.00","0.00","100.00","1.000","23.53","11.76","11.76","164.71","66.67","47.06","23.53","11.76","80.00"
"602","Vladislav Gavrikov","CBJ","D","59","3.85","0.065254237288136","-76.61","30.69","-82.66","-60.54","1.81","-81.47","-44.19","3.53","-78.57","-6.03","-0.57","-","-4.59","-0.68","-83.05","-32.14","-6.6","-","-11.19","-4.3","-","-2.01","-0.29","-","-27.93","-3.06","-","-1.53","-0.38","-80.00","-61.34","36.73","-88.10","-4.14","0","-100.00","-","100.00","1.00","62.34","0","15.58","187.01","80.00","62.34","15.58","15.58","80.00"
"304","Connor Murphy","CHI","D","55","9.35","0.17","-56.22","30.54","-44.33","-45.36","19.33","-46.01","-32.19","21.35","-45.24","-1.28","-1.01","11.63","-5.28","0.67","-51.41","-31.59","11.96","-37.46","-19.04","1.76","-80.34","-4.46","-0.61","-","-16.73","13.6","-32.35","-3.24","-0.27","-92.31","-32.07","12.69","-39.64","8.1","0","0.00","33.33","100.00","1.333","12.83","38.5","0","179.68","100.00","25.67","44.92","6.42","80.00"
"360","Connor Carrick","N.J","D","11","6.8333333333333","0.62121212121212","-56.21","30.27","-42.57","-33.64","30.27","-43.98","-27.42","22.85","-45.24","-9.54","-2.73","-","-3.77","1.33","-38.31","-30.15","16.8","-43.33","-13.63","-8.18","-","-2.73","-1.36","-","-22.02","33.3","-56.15","-7.27","-1.82","-80.00","-33.7","25.37","-50.00","-1.97","0","-100.00","0.00","100.00","1.000","26.34","17.56","0","70.24","100.00","35.12","26.34","8.78","80.00"
"877","William Eklund","S.J","C","4","9.2833333333333","2.3208333333333","-37.48","30.25","-23.75","-18.35","30.25","-23.89","-14.34","34.51","-34.44","21.59","6.46","-20.00","-1.73","1.36","-19.66","-23.13","19.39","-37.50","2.33","0","0.00","6.46","0","-","-33.95","25.85","-60.00","0","8.62","0.00","-14.56","3.17","-4.12","28.01","0","100.00","44.44","83.33","1.278","38.78","6.46","0","25.85","100.00","45.24","12.93","0","100.00"
"558","Austin Wagner","L.A","L","44","5.2","0.11818181818182","-29.75","30.07","-26.02","-37.75","7.55","-22.33","-28.49","9.21","-28.81","-6.1","-0.55","-","-4.77","-0.55","-2.86","-0.98","5.72","-9.01","-8.98","-2.5","10.84","-2.22","-0.55","-","10.66","10.95","-13.89","-2.96","0","-100.00","-38.35","30.13","-45.72","-2.4","0","-100.00","0.00","100.00","1.000","57.69","11.54","23.08","161.54","71.43","69.23","11.54","23.08","75.00"
"550","Brandon Carlo","BOS","D","30","1.25","0.041666666666667","90.54","29.98","-4.92","18.24","31.88","-16.16","2.01","35.67","-28.86","-9.96","-1.42","-","-5.12","-1.09","10.27","86.16","-8.06","12.23","22.87","-6.64","20.90","-6.16","-1.42","-","84.38","-1.9","4.17","-3.79","0","-100.00","7.01","-7.53","10.78","-1.37","0","-100.00","0.00","100.00","1.000","0","48","0","240","-","0","48","0","-"
"263","Sean Kuraly","BOS, CBJ","C","51","2.65","0.051960784313725","-47.6","29.67","-35.61","-24.32","31.21","-33.18","-23.42","33.51","-46.31","-8.96","-1.28","-","-5.11","-0.11","-31.75","-27.51","-7.42","12.89","-22.01","-5.63","-","-5.12","-0.77","-","-7.34","-2.39","5.98","-2.73","-0.68","-80.00","-27.91","27.16","-41.62","-2.59","0","-100.00","0.00","100.00","1.000","22.64","22.64","22.64","226.42","50.00","22.64","22.64","45.28","33.33"
"450","Trevor van Riemsdyk","WSH","D","24","4.5833333333333","0.19097222222222","12.93","29.07","-17.27","30.27","18.02","-10.12","9.36","19.55","-18.00","4.42","-1.53","15.00","4.41","0.11","1.64","-4.08","10.03","-18.41","13.43","-1.02","7.41","-3.06","-1.02","-","-23.34","14.73","-43.75","13.37","0","0.00","28.98","13.75","-9.38","-2.95","-0.74","-80.00","20.00","100.00","1.200","26.18","39.27","0","91.64","100.00","52.36","39.27","0","100.00"
"813","Jasper Weatherby","S.J","C","4","9.6166666666667","2.4041666666667","-1.29","28.7","-17.86","8.08","28.7","-18.58","3.1","33.07","-29.04","20.59","6.24","-20.00","0.16","1.29","-15.04","-4.38","18.72","-30.00","1.24","0","0.00","6.24","0","-","-7.5","24.96","-42.86","0","8.32","0.00","10.78","2.7","-1.67","27.04","0","100.00","36.36","83.33","1.197","43.67","6.24","0","24.96","100.00","49.91","12.48","0","100.00"
"456","Pierre-Edouard Bellemare","COL, T.B","C, L","57","4.7666666666667","0.083625730994152","-60.05","28.05","-34.77","-46.68","29.73","-41.31","-51.49","31.22","-65.74","-8.97","-0.37","-","-1.28","1.76","-19.10","-63.52","34.21","-94.71","-26.71","23.31","-93.46","-3.18","-0.19","-","-49.07","14.54","-95.63","-5.73","-0.25","-95.83","6.35","-3.24","4.65","-2.16","0","-100.00","0.00","100.00","1.000","62.94","25.17","25.17","125.87","71.43","62.94","37.76","37.76","62.50"
"671","Nikita Zaitsev","OTT","D","59","12.583333333333","0.21327683615819","-41.09","28","-34.93","-32.77","14.54","-28.61","-20.95","8.36","-22.23","3.66","-0.84","12.50","0.24","0.17","-1.72","-33.64","2.4","-21.40","-3.82","1.83","-8.62","1.83","-0.42","12.50","-39.76","0.76","-87.65","-3.08","-0.28","-91.67","-8.64","36.77","-44.99","5.98","-0.3","25.00","33.33","100.00","1.333","57.22","14.3","0","90.6","100.00","57.22","14.3","0","100.00"
"547","Thomas Novak","NSH","C","2","3.2333333333333","1.6166666666667","-95.46","26.92","-42.86","-73.23","26.92","-56.67","-73.23","8.36","-40.00","-10.2","0","-","-10.48","1.79","-67.54","-71.39","8.36","-87.50","-20.4","0","-","-10.2","0","-","-67.99","11.14","-83.33","0","0","-","-34.78","26.8","-33.33","0","0","-","0.00","100.00","1.000","18.56","18.56","0","37.11","100.00","18.56","18.56","18.56","50.00"
"361","Jaccob Slavin","CAR","D","55","8.5","0.15454545454545","-38.65","26.64","-24.92","-19.5","28.73","-27.65","-3.24","18.28","-20.46","11.22","-0.79","7.32","0.86","6.12","-33.79","-24.95","18.81","-30.91","-1.88","1.82","-6.48","2.08","-0.79","13.64","-30.77","22.65","-49.87","-3.49","0","-100.00","-26.94","15.47","-26.56","7.17","0","0.00","42.86","100.00","1.429","42.35","21.18","7.06","98.82","85.71","63.53","21.18","14.12","81.82"
"722","Jack Studnicka","BOS","C","20","9","0.45","4.64","24.74","-14.78","-7.33","12.93","-12.92","-21.39","14.46","-29.75","-9.15","-1.53","-","-0.26","-0.14","1.51","8.12","-0.96","2.82","13.5","-4.58","18.75","-5.34","-0.76","-","-7.17","4.82","-11.30","-3.05","-1.02","-75.00","-14.66","25.58","-32.50","-2.2","0","-100.00","0.00","100.00","1.000","13.33","0","6.67","66.67","66.67","13.33","6.67","13.33","50.00"
"43","Marc Staal","DET","D","60","5.9166666666667","0.098611111111111","-28.76","24.37","-27.52","-17.17","25.65","-29.47","-1.83","6.86","-9.29","-4.05","-0.85","-","0.29","-0.33","5.09","-17.43","11.33","-30.82","7.29","-4.47","25.61","-1.49","-0.21","-","-32.95","21.08","-84.67","-2.27","-0.57","-80.00","-13.6","-5.54","8.78","-1.23","0","-100.00","0.00","100.00","1.000","20.28","20.28","0","233.24","100.00","50.7","20.28","0","100.00"
"534","Travis Dermott","TOR","D","56","1.4833333333333","0.026488095238095","-68.25","23.78","-36.70","-43.36","25.38","-34.76","-20.29","27.89","-32.87","-6.85","-1.37","-","-5.14","-1.18","12.22","-26.69","-10.5","13.53","-29.23","-4.11","-","-2.97","-1.37","-","3.39","-8.53","14.43","-3.35","0","-100.00","-58.05","-3.96","-","-1.98","0","-100.00","0.00","100.00","1.000","40.45","0","0","161.8","100.00","40.45","0","0","100.00"
"285","Joel Edmundson","MTL","D","55","7.1","0.12909090909091","-56.11","23.74","-46.15","-46.16","17.25","-48.62","-30.46","17.75","-46.16","-7.12","-0.49","-","-3.66","0.66","-31.20","-21.87","12.48","-39.77","-7.01","6.49","-38.73","-3.19","-0.49","-","-19.81","8","-40.48","-1.64","0","-100.00","-46.99","10.08","-46.53","-3.9","0","-100.00","0.00","100.00","1.000","16.9","25.35","8.45","169.01","66.67","25.35","25.35","16.9","60.00"
"585","Dean Kukan","CBJ","D","36","1.5","0.041666666666667","8.26","23.63","-14.75","-60.67","-13","-","-45.26","-11.07","-","-6.26","0","-","-4.91","-0.8","-","-33.22","-4.81","-","-11.56","-3.37","-","-1.93","0","-","-28.89","-1.93","-","-1.28","0","-100.00","61.31","47.35","-17.20","-4.87","0","-100.00","-","-","-","0","0","0","120","-","0","0","0","-"
"611","Adam Brooks","MTL, TOR","C","12","1.4166666666667","0.11805555555556","59.75","23.63","-5.42","41.47","24.97","-8.12","62.87","28.98","-7.76","38.34","41.02","-25.00","-1.08","1.85","-14.93","54.84","32.99","-13.52","-30.76","38.34","-88.46","-1.34","42.35","-100.00","114.14","-7.13","11.43","52.9","0","0.00","7.09","-7.73","12.50","0","0","-","33.33","0.00","0.333","0","42.35","0","42.35","-","42.35","84.71","0","100.00"
