"","Player","Team","GP","TOI","TOI/GP","Shots Against/60","Saves/60","SV%","GAA","GSAA/60","xG Against/60","HD Shots Against/60","HD Saves/60","HDSV%","HDGAA","HDGSAA/60","MD Shots Against/60","MD Saves/60","MDSV%","MDGAA","MDGSAA/60","LD Shots Against/60","LD Saves/60","LDSV%","LDGAA","LDGSAA/60","Rush Attempts Against/60","Rebound Attempts Against/60","Avg. Shot Distance","Avg. Goal Distance"
"31","Jack Campbell","TOR","22","88.266666666667","4.0121212121212","46.9","42.82","0.913","4.08","2.28","6.07","11.56","9.52","0.824","2.04","0.65","14.95","14.27","0.955","0.68","1.44","20.39","19.03","0.933","1.36","0.02","0.68","7.48","32.83","29.50"
"35","Petr Mrazek","CAR","12","40.3","3.3583333333333","34.24","31.27","0.913","2.98","1.66","5.08","11.91","8.93","0.750","2.98","-0.20","2.98","2.98","1.000","0.00","0.42","19.35","19.35","1.000","0.00","1.31","0","5.96","29.09","15.50"
"39","Laurent Brossoit","WPG","14","52.783333333333","3.7702380952381","64.79","59.11","0.912","5.68","3.10","8.13","19.32","18.19","0.941","1.14","3.36","14.78","13.64","0.923","1.14","0.96","30.69","27.28","0.889","3.41","-1.33","0","7.96","30.93","35.80"
"14","Jonathan Quick","L.A","22","105.5","4.7954545454545","44.36","40.38","0.910","3.98","2.03","5.25","9.67","7.96","0.824","1.71","0.55","11.94","10.24","0.857","1.71","-0.01","22.75","22.18","0.975","0.57","0.97","0.57","4.55","34.85","22.43"
"33","Philipp Grubauer","COL","40","208.3","5.2075","53.86","48.97","0.909","4.90","2.40","6.2","13.83","12.67","0.917","1.15","2.07","12.67","10.66","0.841","2.02","-0.22","27.36","25.64","0.937","1.73","0.12","0.58","7.78","34.28","32.29"
"3","Mike Smith","EDM","32","136.03333333333","4.2510416666667","56.02","50.72","0.906","5.29","2.30","6.91","14.56","12.35","0.848","2.21","1.18","21.61","18.52","0.857","3.09","-0.02","19.85","19.85","1.000","0.00","1.34","0.44","3.97","30.27","18.17"
"83","Ukko-Pekka Luukkonen","BUF","4","15.416666666667","3.8541666666667","81.73","73.95","0.905","7.78","3.29","11.87","27.24","27.24","1.000","0.00","6.34","23.35","23.35","1.000","0.00","3.32","31.14","23.35","0.750","7.78","-5.68","0","3.89","27.76","27.50"
"40","Anton Forsberg","OTT","8","33.55","4.19375","73.32","66.17","0.902","7.15","2.78","9.64","28.61","26.83","0.938","1.79","4.88","16.1","14.31","0.889","1.79","0.50","28.61","25.04","0.875","3.58","-1.64","0","12.52","26.95","22.50"
"5","Marc-Andre Fleury","VGK","36","152.33333333333","4.2314814814815","43.33","38.99","0.900","4.33","1.54","5.89","12.6","9.85","0.781","2.76","0.18","11.82","10.24","0.867","1.58","0.10","18.51","18.51","1.000","0.00","1.25","1.58","6.7","31.46","14.09"
"87","Jeremy Swayman","BOS","10","52.15","5.215","34.52","31.06","0.900","3.45","1.23","3.51","6.9","5.75","0.833","1.15","0.46","8.05","6.9","0.857","1.15","-0.01","18.41","17.26","0.938","1.15","0.09","1.15","2.3","36.97","31.67"
"19","Jake Allen","MTL","29","144.08333333333","4.9683908045977","53.72","48.31","0.899","5.41","1.87","6.01","15.41","13.33","0.865","2.08","1.51","17.49","14.99","0.857","2.50","-0.01","20.82","19.99","0.960","0.83","0.58","0.42","4.16","31.07","24.46"
"65","Jonas Johansson","BUF, COL","15","62.8","4.1866666666667","55.41","49.68","0.897","5.73","1.78","6.53","16.24","12.42","0.765","3.82","-0.04","13.38","12.42","0.929","0.96","0.94","25.8","24.84","0.963","0.96","0.79","1.91","7.64","34.17","27.17"
"79","Filip Gustavsson","OTT","9","44.233333333333","4.9148148148148","39.34","35.27","0.897","4.07","1.26","4.89","2.71","2.71","1.000","0.00","0.63","13.56","10.85","0.800","2.71","-0.79","23.06","21.7","0.941","1.36","0.20","0","1.36","37.03","33.00"
"63","Alex Nedeljkovic","CAR","23","119.68333333333","5.2036231884058","38.1","34.09","0.895","4.01","1.15","4.79","9.02","7.52","0.833","1.50","0.60","12.53","10.53","0.840","2.01","-0.23","15.04","14.54","0.967","0.50","0.52","0.5","4.51","34.83","19.88"
"67","Ilya Sorokin","NYI","22","77.083333333333","3.5037878787879","44.37","39.7","0.895","4.67","1.34","6.05","11.68","7.78","0.667","3.89","-1.17","10.12","9.34","0.923","0.78","0.66","22.57","22.57","1.000","0.00","1.53","0","7.78","32.77","21.33"
"66","Elvis Merzlikins","CBJ","28","98.083333333333","3.5029761904762","45.88","40.99","0.893","4.89","1.32","5.7","11.62","9.18","0.789","2.45","0.26","16.52","14.68","0.889","1.84","0.51","17.13","16.52","0.964","0.61","0.55","0","2.45","30.53","16.75"
"89","Alexandar Georgiev","NYR","19","73.416666666667","3.8640350877193","44.95","40.05","0.891","4.90","1.19","7.44","14.71","14.71","1.000","0.00","3.43","14.71","10.62","0.722","4.09","-2.00","15.53","14.71","0.947","0.82","0.23","1.63","7.36","27.65","27.00"
"57","Cal Petersen","L.A","35","151.91666666667","4.3404761904762","68.33","60.82","0.890","7.50","1.75","7.69","14.22","11.85","0.833","2.37","0.94","19.35","17.77","0.918","1.58","1.17","34.76","31.2","0.898","3.55","-1.20","0.79","7.9","32.84","29.16"
"37","Michael Houser","BUF","4","9.35","2.3375","57.75","51.34","0.889","6.42","1.41","4.92","19.25","12.83","0.667","6.42","-1.93","25.67","25.67","1.000","0.00","3.65","12.83","12.83","1.000","0.00","0.87","0","0","27.78","12.00"
"28","Cam Talbot","MIN","33","159.78333333333","4.8419191919192","53.7","47.69","0.888","6.01","1.27","6.19","11.27","9.39","0.833","1.88","0.75","15.4","12.02","0.780","3.38","-1.19","26.66","25.91","0.972","0.75","1.05","1.13","7.51","34.31","22.31"
"46","Malcolm Subban","CHI","16","87.866666666667","5.4916666666667","47.8","42.34","0.886","5.46","1.01","5.68","13.66","10.93","0.800","2.73","0.45","15.71","14.34","0.913","1.37","0.87","18.44","17.07","0.926","1.37","-0.12","0.68","4.1","31.80","22.75"
"56","Antti Raanta","ARI","12","66.333333333333","5.5277777777778","62.41","55.18","0.884","7.24","1.22","8.37","18.99","14.47","0.762","4.52","-0.10","14.47","12.66","0.875","1.81","0.25","28.94","28.04","0.969","0.90","1.05","0.9","11.76","32.13","19.75"
"17","Semyon Varlamov","NYI","36","148","4.1111111111111","51.08","45","0.881","6.08","0.84","6.53","12.16","10.54","0.867","1.62","1.21","12.97","10.54","0.813","2.43","-0.59","25.54","23.51","0.921","2.03","-0.30","0.81","7.3","32.71","30.20"
"27","Carter Hutton","BUF","13","48.5","3.7307692307692","51.96","45.77","0.881","6.19","0.85","5.9","14.85","9.9","0.667","4.95","-1.49","12.37","12.37","1.000","0.00","1.76","23.51","22.27","0.947","1.24","0.35","0","3.71","31.88","16.40"
"20","Michael Hutchinson","TOR","8","26.8","3.35","55.97","49.25","0.880","6.72","0.87","6.4","17.91","15.67","0.875","2.24","1.93","20.15","17.91","0.889","2.24","0.62","17.91","15.67","0.875","2.24","-1.03","0","6.72","26.60","20.67"
"24","Mikko Koskinen","EDM","26","114.08333333333","4.3878205128205","56.8","49.96","0.880","6.84","0.86","7.12","18.41","15.25","0.829","3.16","1.13","12.1","10.52","0.870","1.58","0.14","25.77","23.67","0.918","2.10","-0.36","1.05","8.41","30.46","17.92"
"47","Andrei Vasilevskiy","T.B","42","241.41666666667","5.7480158730159","45.48","40.01","0.880","5.47","0.70","5.24","11.43","8.2","0.717","3.23","-0.57","13.92","12.68","0.911","1.24","0.73","19.63","18.64","0.949","0.99","0.33","0.25","4.23","31.86","16.36"
"49","Chris Driedger","FLA","23","110.2","4.7913043478261","50.09","44.1","0.880","5.99","0.80","5.64","8.17","5.99","0.733","2.18","-0.28","13.61","11.43","0.840","2.18","-0.24","27.22","26.13","0.960","1.09","0.75","0.54","3.27","34.61","30.18"
"52","Connor Hellebuyck","WPG","45","196.86666666667","4.3748148148148","58.52","51.51","0.880","7.01","0.92","7.31","20.12","16.46","0.818","3.66","1.03","15.85","13.41","0.846","2.44","-0.19","21.64","20.72","0.958","0.91","0.55","0","7.01","29.58","21.65"
"26","Darcy Kuemper","ARI","27","134.65","4.987037037037","55.25","48.57","0.879","6.68","0.80","7.32","15.15","10.69","0.706","4.46","-0.93","15.6","14.26","0.914","1.34","0.88","24.06","23.17","0.963","0.89","0.74","0.45","8.91","31.11","19.07"
"21","Braden Holtby","VAN","21","107.53333333333","5.1206349206349","50.22","44.08","0.878","6.14","0.67","7.01","13.95","11.16","0.800","2.79","0.46","20.09","17.85","0.889","2.23","0.62","16.18","15.07","0.931","1.12","-0.02","0.56","8.93","30.20","19.64"
"22","Dustin Tokarski","BUF","13","54.483333333333","4.1910256410256","71.58","62.77","0.877","8.81","0.89","8.68","22.03","15.42","0.700","6.61","-1.48","20.92","19.82","0.947","1.10","1.87","27.53","26.43","0.960","1.10","0.76","0","8.81","31.91","20.25"
"8","Devan Dubnyk","COL, S.J","22","122.36666666667","5.5621212121212","55.41","48.54","0.876","6.86","0.64","5.85","8.34","6.86","0.824","1.47","0.47","18.63","15.2","0.816","3.43","-0.79","27.95","25.99","0.930","1.96","-0.07","0.49","4.9","33.60","29.21"
"95","Alexei Melnichuk","S.J","3","10.116666666667","3.3722222222222","47.45","41.52","0.875","5.93","0.50","7.54","11.86","11.86","1.000","0.00","2.76","23.72","17.79","0.750","5.93","-2.56","11.86","11.86","1.000","0.00","0.80","0","11.86","25.50","27.00"
"13","Tuukka Rask","BOS","24","118.9","4.9541666666667","43.9","38.35","0.874","5.55","0.40","5.05","11.1","8.58","0.773","2.52","0.06","10.09","8.58","0.850","1.51","-0.08","22.2","20.69","0.932","1.51","-0.01","0.5","3.03","34.89","22.55"
"73","Ilya Samsonov","WSH","19","98.283333333333","5.1728070175439","42.73","37.24","0.871","5.49","0.30","5.39","14.04","10.99","0.783","3.05","0.22","8.55","6.72","0.786","1.83","-0.62","20.15","19.54","0.970","0.61","0.75","0.61","7.33","32.56","20.33"
"88","Josef Korenar","S.J","10","43.716666666667","4.3716666666667","42.55","37.06","0.871","5.49","0.28","5.83","9.61","8.23","0.857","1.37","0.86","12.35","9.61","0.778","2.74","-0.99","16.47","15.1","0.917","1.37","-0.26","0","5.49","37.45","27.25"
"16","Jonathan Bernier","DET","24","101.66666666667","4.2361111111111","53.7","46.62","0.868","7.08","0.20","6.19","15.34","10.62","0.692","4.72","-1.15","14.16","12.98","0.917","1.18","0.83","24.2","23.02","0.951","1.18","0.46","0.59","4.13","29.56","17.67"
"64","Vitek Vanecek","WSH","37","177.3","4.7918918918919","40.61","35.19","0.867","5.41","0.09","6.62","15.91","13.2","0.830","2.71","1.00","9.48","8.12","0.857","1.35","-0.01","15.23","13.87","0.911","1.35","-0.32","0.34","6.43","28.39","21.75"
"62","Thatcher Demko","VAN","35","202.8","5.7942857142857","57.1","49.41","0.865","7.69","0.04","6.89","15.98","12.72","0.796","3.25","0.47","18.05","16.57","0.918","1.48","1.08","22.78","19.82","0.870","2.96","-1.42","0.59","5.62","29.98","28.04"
"48","Matt Murray","OTT","27","144.41666666667","5.3487654320988","49.02","42.38","0.864","6.65","0.00","5.93","12.88","9.56","0.742","3.32","-0.32","19.11","16.62","0.870","2.49","0.22","16.2","15.37","0.949","0.83","0.27","0.42","5.4","29.53","20.81"
"82","Jake Oettinger","DAL","29","108.26666666667","3.7333333333333","44.89","38.79","0.864","6.10","-0.01","5.29","8.87","5.54","0.625","3.33","-1.26","13.85","12.19","0.880","1.66","0.31","21.61","20.5","0.949","1.11","0.35","0","6.1","35.42","24.45"
"29","Sergei Bobrovsky","FLA","31","158.08333333333","5.0994623655914","58.07","50.1","0.863","7.97","-0.10","6.98","15.56","11.77","0.756","3.80","-0.17","20.88","19.36","0.927","1.52","1.45","21.25","18.98","0.893","2.28","-0.84","0.38","7.21","32.38","29.90"
"53","Linus Ullmark","BUF","20","77.316666666667","3.8658333333333","66.74","57.43","0.860","9.31","-0.27","7.47","15.52","10.09","0.650","5.43","-1.82","13.97","13.19","0.944","0.78","1.21","37.25","34.15","0.917","3.10","-0.58","0","10.09","36.03","24.33"
"41","Jordan Binnington","STL","42","196.13333333333","4.6698412698413","55.98","48.03","0.858","7.95","-0.37","7.47","14.68","10.71","0.729","3.98","-0.56","15.3","12.54","0.820","2.75","-0.58","26","24.78","0.953","1.22","0.54","0.31","10.4","33.16","23.12"
"1","Craig Anderson","WSH","4","15.666666666667","3.9166666666667","26.81","22.98","0.857","3.83","-0.20","3.73","7.66","7.66","1.000","0.00","1.78","3.83","0","0.000","3.83","-3.29","15.32","15.32","1.000","0.00","1.04","0","0","32.86","14.00"
"43","Christopher Gibson","T.B","2","9.05","4.525","46.41","39.78","0.857","6.63","-0.34","3.98","6.63","6.63","1.000","0.00","1.54","6.63","6.63","1.000","0.00","0.94","33.15","26.52","0.800","6.63","-4.39","0","0","36.43","38.00"
"15","James Reimer","CAR","22","143.2","6.5090909090909","46.51","39.8","0.856","6.70","-0.40","5.16","14.25","10.47","0.735","3.77","-0.45","11.73","10.06","0.857","1.68","-0.01","19.69","18.44","0.936","1.26","0.07","0","7.12","32.50","20.50"
"42","John Gibson","ANA","35","173.8","4.9657142857143","50.06","42.81","0.855","7.25","-0.47","6.46","15.54","11.74","0.756","3.80","-0.18","16.57","14.15","0.854","2.42","-0.06","17.95","16.92","0.942","1.04","0.18","0","5.87","29.06","20.10"
"69","Kaapo Kahkonen","MIN","24","120.5","5.0208333333333","51.29","43.82","0.854","7.47","-0.52","5.3","12.95","10.95","0.846","1.99","1.02","14.44","10.95","0.759","3.49","-1.43","23.4","21.41","0.915","1.99","-0.41","0.5","4.98","33.14","26.40"
"7","Brian Elliott","PHI","30","118.26666666667","3.9422222222222","51.75","44.14","0.853","7.61","-0.60","6.62","15.22","10.65","0.700","4.57","-1.02","13.7","12.68","0.926","1.01","0.93","22.83","20.8","0.911","2.03","-0.49","0.51","8.12","31.50","18.73"
"10","Anton Khudobin","DAL","32","149.78333333333","4.6807291666667","57.28","48.87","0.853","8.41","-0.65","6.94","17.22","12.42","0.721","4.81","-0.80","15.22","12.82","0.842","2.40","-0.24","24.03","22.83","0.950","1.20","0.42","0.8","6.41","31.43","18.14"
"2","Ryan Miller","ANA","16","71.233333333333","4.4520833333333","56.43","48.01","0.851","8.42","-0.78","7.8","19.37","16.85","0.870","2.53","1.98","20.22","16.85","0.833","3.37","-0.50","16.85","14.32","0.850","2.53","-1.39","0","8.42","27.75","27.00"
"4","Curtis McElhinney","T.B","12","59.833333333333","4.9861111111111","40.11","34.09","0.850","6.02","-0.58","5.42","11.03","10.03","0.909","1.00","1.57","12.03","11.03","0.917","1.00","0.71","16.04","13.04","0.813","3.01","-1.92","0","7.02","33.55","58.67"
"70","Igor Shesterkin","NYR","35","170.13333333333","4.8609523809524","51.14","43.38","0.848","7.76","-0.83","6.36","14.46","10.23","0.707","4.23","-0.86","14.46","11.29","0.780","3.17","-1.12","22.22","21.87","0.984","0.35","1.15","0.35","5.29","31.05","20.18"
"18","Jacob Markstrom","CGY","43","207.93333333333","4.8356589147287","49.92","42.13","0.844","7.79","-1.03","6.16","14.72","11.25","0.765","3.46","-0.04","19.04","16.45","0.864","2.60","0.11","15.87","14.14","0.891","1.73","-0.66","0.29","4.33","28.36","20.81"
"68","Ville Husso","STL","17","72.683333333333","4.2754901960784","62.74","52.83","0.842","9.91","-1.40","8.42","18.16","12.38","0.682","5.78","-1.55","15.68","12.38","0.789","3.30","-1.07","28.07","27.24","0.971","0.83","1.07","0.83","11.56","31.43","22.25"
"9","Thomas Greiss","DET","34","134.56666666667","3.9578431372549","58.86","49.49","0.841","9.36","-1.39","7.09","19.62","14.27","0.727","5.35","-0.78","14.71","12.04","0.818","2.68","-0.59","24.52","23.19","0.945","1.34","0.32","0.45","7.58","29.87","20.86"
"32","Scott Wedgewood","N.J","16","65.933333333333","4.1208333333333","56.42","47.32","0.839","9.10","-1.45","8.05","23.66","17.29","0.731","6.37","-0.86","15.47","12.74","0.824","2.73","-0.53","17.29","17.29","1.000","0.00","1.17","0","7.28","27.13","17.00"
"11","Pekka Rinne","NSH","24","118.1","4.9208333333333","53.34","44.71","0.838","8.64","-1.41","6.21","17.27","12.19","0.706","5.08","-1.06","13.72","11.18","0.815","2.54","-0.59","22.35","21.34","0.955","1.02","0.50","0","8.64","30.32","20.59"
"76","Casey DeSmith","PIT","20","97.833333333333","4.8916666666667","45.38","38.02","0.838","7.36","-1.21","5.41","17.17","12.88","0.750","4.29","-0.29","12.27","10.43","0.850","1.84","-0.10","15.33","14.11","0.920","1.23","-0.19","0.61","4.29","29.84","19.58"
"23","Martin Jones","S.J","34","163.53333333333","4.8098039215686","51.73","43.29","0.837","8.44","-1.43","5.96","15.41","9.91","0.643","5.50","-1.91","14.68","13.21","0.900","1.47","0.62","21.65","20.18","0.932","1.47","0.00","0","3.67","30.70","18.61"
"60","Tristan Jarry","PIT","39","154.66666666667","3.965811965812","53.92","45","0.835","8.92","-1.62","6.36","15.52","10.86","0.700","4.66","-1.04","12.8","11.25","0.879","1.55","0.27","25.22","22.5","0.892","2.72","-1.01","0.39","5.82","31.71","23.65"
"84","Cayden Primeau","MTL","4","12.916666666667","3.2291666666667","55.74","46.45","0.833","9.29","-1.74","8.07","13.94","9.29","0.667","4.65","-1.40","18.58","18.58","1.000","0.00","2.64","23.23","18.58","0.800","4.65","-3.07","4.65","9.29","28.25","30.00"
"91","Kevin Lankinen","CHI","37","146.81666666667","3.968018018018","61.3","51.08","0.833","10.22","-1.91","6.89","16.76","12.26","0.732","4.50","-0.59","16.35","14.71","0.900","1.63","0.69","28.2","24.11","0.855","4.09","-2.18","2.45","6.95","31.78","28.60"
"72","Dan Vladar","BOS","5","28.933333333333","5.7866666666667","60.14","49.77","0.828","10.37","-2.22","5.85","14.52","8.29","0.571","6.22","-2.84","20.74","16.59","0.800","4.15","-1.20","24.88","24.88","1.000","0.00","1.68","0","2.07","31.24","19.60"
"12","Carey Price","MTL","25","115.06666666667","4.6026666666667","65.7","54.23","0.825","11.47","-2.57","8.06","22.42","17.21","0.767","5.21","0.01","20.34","17.73","0.872","2.61","0.28","22.94","19.29","0.841","3.65","-2.10","0","8.34","28.76","24.41"
"50","Joonas Korpisalo","CBJ","33","127.48333333333","3.8631313131313","48.48","40.01","0.825","8.47","-1.90","5.75","12.24","7.53","0.615","4.71","-1.86","14.59","11.77","0.806","2.82","-0.75","21.65","20.71","0.957","0.94","0.52","0.47","4.24","29.92","23.89"
"71","Mackenzie Blackwood","N.J","35","152.48333333333","4.3566666666667","53.91","44.46","0.825","9.44","-2.14","7.42","18.89","12.59","0.667","6.30","-1.90","14.95","13.38","0.895","1.57","0.55","20.07","18.49","0.922","1.57","-0.22","0.79","8.26","28.07","18.88"
"59","Juuse Saros","NSH","36","164.85","4.5791666666667","48.41","39.67","0.820","8.74","-2.18","5.7","12.74","8.74","0.686","4.00","-1.04","14.92","11.65","0.780","3.28","-1.16","20.38","18.93","0.929","1.46","-0.08","1.09","5.1","29.95","19.33"
"75","Joey Daccord","OTT","8","23.033333333333","2.8791666666667","57.31","46.89","0.818","10.42","-2.65","7.68","23.44","18.23","0.778","5.21","0.25","18.23","15.63","0.857","2.60","-0.01","15.63","13.02","0.833","2.60","-1.55","0","5.21","24.77","21.75"
"58","Marcus Hogberg","OTT","14","47.383333333333","3.3845238095238","59.51","48.12","0.809","11.40","-3.33","6.65","18.99","15.2","0.800","3.80","0.62","21.53","16.46","0.765","5.07","-2.01","18.99","16.46","0.867","2.53","-1.25","1.27","2.53","28.79","24.44"
"80","David Rittich","CGY, TOR","19","77.25","4.0657894736842","40.39","32.62","0.808","7.77","-2.29","5.97","12.43","9.32","0.750","3.11","-0.21","13.98","10.87","0.778","3.11","-1.12","13.98","12.43","0.889","1.55","-0.61","0.78","6.99","27.94","21.40"
"61","Eric Comrie","N.J","1","4.9833333333333","4.9833333333333","120.4","96.32","0.800","24.08","-7.77","14.84","36.12","24.08","0.667","12.04","-3.63","24.08","24.08","1.000","0.00","3.42","60.2","48.16","0.800","12.04","-7.97","0","24.08","32.50","32.00"
"36","Frederik Andersen","TOR","24","117.55","4.8979166666667","44.41","35.22","0.793","9.19","-3.17","4.83","11.74","8.17","0.696","3.57","-0.84","13.27","8.68","0.654","4.59","-2.71","18.38","17.35","0.944","1.02","0.22","0","3.06","33.23","24.00"
"78","Carter Hart","PHI","27","125.76666666667","4.658024691358","50.09","39.12","0.781","10.97","-4.19","6.81","20.04","13.36","0.667","6.68","-2.01","10.97","8.11","0.739","2.86","-1.30","18.61","17.17","0.923","1.43","-0.17","0","8.11","28.28","17.30"
"94","Spencer Knight","FLA","4","7.0666666666667","1.7666666666667","76.42","59.43","0.778","16.98","-6.63","10.07","25.47","8.49","0.333","16.98","-11.05","0","0","-","0.00","0.00","50.94","50.94","1.000","0.00","3.45","0","16.98","35.56","13.50"
"45","Oscar Dansk","VGK","1","9.2","9.2","26.09","19.57","0.750","6.52","-2.99","5.31","13.04","13.04","1.000","0.00","3.04","6.52","6.52","1.000","0.00","0.93","6.52","0","0.000","6.52","-6.08","0","6.52","26.50","60.00"
"77","Alex Lyon","PHI","6","28.55","4.7583333333333","58.84","44.13","0.750","14.71","-6.74","5.99","10.51","2.1","0.200","8.41","-5.96","12.61","8.41","0.667","4.20","-2.41","35.73","33.63","0.941","2.10","0.31","0","2.1","34.46","21.00"
"85","Hunter Miska","COL","5","21.466666666667","4.2933333333333","44.72","33.54","0.750","11.18","-5.12","5.25","13.98","11.18","0.800","2.80","0.46","2.8","2.8","1.000","0.00","0.40","27.95","19.57","0.700","8.39","-6.49","0","2.8","33.56","31.75"
"54","Aaron Dell","N.J","7","24.633333333333","3.5190476190476","60.89","43.84","0.720","17.05","-8.80","7.08","21.92","12.18","0.556","9.74","-4.64","12.18","4.87","0.400","7.31","-5.58","26.79","26.79","1.000","0.00","1.81","0","9.74","34.52","25.57"
"81","Stuart Skinner","EDM","1","8.5666666666667","8.5666666666667","49.03","35.02","0.714","14.01","-7.36","4.75","14.01","14.01","1.000","0.00","3.26","14.01","7","0.500","7.00","-5.01","21.01","14.01","0.667","7.00","-5.58","0","7","28.43","35.50"
"86","Matiss Kivlenieks","CBJ","2","5.5333333333333","2.7666666666667","54.22","32.53","0.600","21.69","-14.34","6.97","10.84","0","0.000","10.84","-8.32","10.84","0","0.000","10.84","-9.30","32.53","32.53","1.000","0.00","2.20","0","10.84","27.60","14.00"
"93","Ivan Prosvetov","ARI","3","10.733333333333","3.5777777777778","33.54","16.77","0.500","16.77","-12.23","6.03","5.59","5.59","1.000","0.00","1.30","22.36","5.59","0.250","16.77","-13.59","5.59","5.59","1.000","0.00","0.38","0","5.59","27.83","24.67"
"34","Louis Domingue","CGY","1","4.2","4.2","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","0.00","0.00","0","0","-","-"
